feature,coef,annotation
K07794,0.3877982664,Two-component system
K07718,0.30882096,Two-component system
K02584,0.3727668649,Two-component system
K01547,-0.16468115,Two-component system
K01548,-0.16468115,Two-component system
K07787,-0.2484776069,Two-component system
K01546,-0.1633233825,Two-component system
K07714,0.308962062,Two-component system
K07777,0.4225273448,Two-component system
K07712,0.2144298821,Two-component system
K13924,0.4094473668,Two-component system
K03092,-0.2010751102,Two-component system
K07710,0.275800421,Two-component system
K07693,-0.3048614203,Two-component system
K07793,0.2090073,Two-component system
K07778,-0.2990655459,Two-component system
K05966,-0.371198631,Two-component system
K05964,-0.3408390129,Two-component system
K02650,0.2722859617,Two-component system
K07798,-0.2528222371,Two-component system
K12292,-0.2535009689,Two-component system
K04751,0.1450408643,Two-component system
