NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PROPANOATE METABOLISM	PROPANOATE METABOLISM	Details ...	46	-0.21358378	-1.7193857	0.023483366	0.07989827	0.755	2459	tags=83%, list=62%, signal=212%	
GLUTATHIONE METABOLISM	GLUTATHIONE METABOLISM		16	-0.3612472	-1.7039005	0.027237354	0.08283587	0.785	1061	tags=63%, list=27%, signal=85%	
NITROTOLUENE DEGRADATION	NITROTOLUENE DEGRADATION		14	-0.38400704	-1.7023388	0.032258064	0.07958964	0.788	2183	tags=93%, list=55%, signal=204%	
UBIQUINONE AND OTHER TERPENOID-QUINONE BIOSYNTHESIS	UBIQUINONE AND OTHER TERPENOID-QUINONE BIOSYNTHESIS		21	-0.29183432	-1.5995443	0.04016064	0.12624408	0.926	2457	tags=90%, list=61%, signal=234%	
SULFUR METABOLISM	SULFUR METABOLISM		31	-0.24013795	-1.5694687	0.060311284	0.13738316	0.944	2272	tags=81%, list=57%, signal=185%	
BUTANOATE METABOLISM	BUTANOATE METABOLISM		43	-0.19974473	-1.5585039	0.03846154	0.1390189	0.954	1628	tags=60%, list=41%, signal=101%	
AMINOBENZOATE DEGRADATION	AMINOBENZOATE DEGRADATION		11	-0.37321535	-1.5176219	0.07265774	0.16199665	0.977	2147	tags=91%, list=54%, signal=196%	
PORPHYRIN AND CHLOROPHYLL METABOLISM	PORPHYRIN AND CHLOROPHYLL METABOLISM		43	-0.19626872	-1.5135213	0.067653276	0.15801908	0.979	3129	tags=98%, list=78%, signal=445%	
OXIDATIVE PHOSPHORYLATION	OXIDATIVE PHOSPHORYLATION		50	-0.17460857	-1.4570909	0.07755102	0.19212104	0.993	3069	tags=94%, list=77%, signal=400%	
ABC TRANSPORTERS	ABC TRANSPORTERS		183	-0.09379022	-1.4440594	0.09213052	0.19770114	0.996	2439	tags=70%, list=61%, signal=171%	
BACTERIAL CHEMOTAXIS	BACTERIAL CHEMOTAXIS		26	-0.23755881	-1.4429945	0.08858268	0.19198401	0.996	2286	tags=81%, list=57%, signal=187%	
D-ALANINE METABOLISM	D-ALANINE METABOLISM		5	-0.51778555	-1.428332	0.11023622	0.19784038	0.998	1931	tags=100%, list=48%, signal=193%	
ARGININE AND PROLINE METABOLISM	ARGININE AND PROLINE METABOLISM		65	-0.1517568	-1.4166728	0.098790325	0.201568	0.998	1741	tags=58%, list=44%, signal=102%	
CYSTEINE AND METHIONINE METABOLISM	CYSTEINE AND METHIONINE METABOLISM		39	-0.1857128	-1.4051304	0.11003861	0.2045339	0.998	2853	tags=90%, list=71%, signal=310%	
NAPHTHALENE DEGRADATION	NAPHTHALENE DEGRADATION		5	-0.5002505	-1.3990114	0.112266116	0.20357671	0.998	2001	tags=100%, list=50%, signal=200%	
GALACTOSE METABOLISM	GALACTOSE METABOLISM		41	-0.18851887	-1.390642	0.12228797	0.20412345	0.998	1010	tags=44%, list=25%, signal=58%	
GLYCEROLIPID METABOLISM	GLYCEROLIPID METABOLISM		19	-0.2655262	-1.3761513	0.103896104	0.20997672	0.999	2521	tags=89%, list=63%, signal=241%	
LYSOSOME	LYSOSOME		7	-0.41403505	-1.3389376	0.132	0.23697917	1.0	1775	tags=86%, list=44%, signal=154%	
FRUCTOSE AND MANNOSE METABOLISM	FRUCTOSE AND MANNOSE METABOLISM		50	-0.15954907	-1.3355259	0.13179916	0.23345941	1.0	1050	tags=42%, list=26%, signal=56%	
BENZOATE DEGRADATION	BENZOATE DEGRADATION		11	-0.3286959	-1.3266593	0.12761904	0.2350834	1.0	871	tags=55%, list=22%, signal=70%	
"ALANINE, ASPARTATE AND GLUTAMATE METABOLISM"	"ALANINE, ASPARTATE AND GLUTAMATE METABOLISM"		36	-0.1847878	-1.2973593	0.17485265	0.2556574	1.0	3044	tags=94%, list=76%, signal=393%	
NITROGEN METABOLISM	NITROGEN METABOLISM		27	-0.20723015	-1.2807851	0.1764706	0.26545042	1.0	1991	tags=70%, list=50%, signal=139%	
BIOTIN METABOLISM	BIOTIN METABOLISM		14	-0.27278435	-1.2389805	0.18554688	0.30322632	1.0	2055	tags=79%, list=51%, signal=161%	
"VALINE, LEUCINE AND ISOLEUCINE DEGRADATION"	"VALINE, LEUCINE AND ISOLEUCINE DEGRADATION"		17	-0.24513745	-1.2067487	0.22312373	0.33270988	1.0	2317	tags=82%, list=58%, signal=195%	
CARBON FIXATION IN PHOTOSYNTHETIC ORGANISMS	CARBON FIXATION IN PHOTOSYNTHETIC ORGANISMS		20	-0.2205934	-1.1996977	0.21341464	0.3330062	1.0	2721	tags=90%, list=68%, signal=281%	
RNA DEGRADATION	RNA DEGRADATION		17	-0.23916642	-1.1980622	0.2413793	0.32744306	1.0	2811	tags=94%, list=70%, signal=316%	
FATTY ACID BIOSYNTHESIS	FATTY ACID BIOSYNTHESIS		15	-0.25642055	-1.1955192	0.22912621	0.3231313	1.0	2444	tags=87%, list=61%, signal=222%	
VITAMIN B6 METABOLISM	VITAMIN B6 METABOLISM		10	-0.30689743	-1.1605059	0.28210527	0.35601664	1.0	1975	tags=80%, list=49%, signal=158%	
TRYPTOPHAN METABOLISM	TRYPTOPHAN METABOLISM		12	-0.27137178	-1.1362365	0.27991885	0.37863657	1.0	585	tags=42%, list=15%, signal=49%	
PEROXISOME	PEROXISOME		7	-0.34411025	-1.1324952	0.28803244	0.37588146	1.0	1483	tags=71%, list=37%, signal=113%	
FOLATE BIOSYNTHESIS	FOLATE BIOSYNTHESIS		23	-0.18563044	-1.0804658	0.33333334	0.43454653	1.0	306	tags=26%, list=8%, signal=28%	
TERPENOID BACKBONE BIOSYNTHESIS	TERPENOID BACKBONE BIOSYNTHESIS		21	-0.19869214	-1.0786391	0.35613683	0.42888185	1.0	3208	tags=100%, list=80%, signal=504%	
CENTRAL CARBON METABOLISM IN CANCER	CENTRAL CARBON METABOLISM IN CANCER		7	-0.31779444	-1.0511068	0.3915547	0.4568104	1.0	1588	tags=71%, list=40%, signal=118%	
VANCOMYCIN RESISTANCE	VANCOMYCIN RESISTANCE		7	-0.32731828	-1.0506972	0.38779527	0.4485874	1.0	2692	tags=100%, list=67%, signal=306%	
SULFUR RELAY SYSTEM	SULFUR RELAY SYSTEM		17	-0.1966302	-1.0016123	0.44271845	0.50732934	1.0	394	tags=29%, list=10%, signal=32%	
BETA-LACTAM RESISTANCE	BETA-LACTAM RESISTANCE		18	-0.19898915	-0.9955079	0.43145162	0.506328	1.0	2318	tags=78%, list=58%, signal=184%	
OTHER GLYCAN DEGRADATION	OTHER GLYCAN DEGRADATION		10	-0.25680962	-0.98344755	0.44941634	0.51638085	1.0	1775	tags=70%, list=44%, signal=126%	
DRUG METABOLISM - OTHER ENZYMES	DRUG METABOLISM - OTHER ENZYMES		10	-0.24354151	-0.9416368	0.496994	0.56808007	1.0	3027	tags=100%, list=76%, signal=411%	
D-GLUTAMINE AND D-GLUTAMATE METABOLISM	D-GLUTAMINE AND D-GLUTAMATE METABOLISM		5	-0.3279058	-0.9119107	0.5808383	0.6034792	1.0	2689	tags=100%, list=67%, signal=305%	
ISOQUINOLINE ALKALOID BIOSYNTHESIS	ISOQUINOLINE ALKALOID BIOSYNTHESIS		5	-0.32880762	-0.9077145	0.55836576	0.5992355	1.0	1886	tags=80%, list=47%, signal=151%	
SPHINGOLIPID METABOLISM	SPHINGOLIPID METABOLISM		6	-0.28409758	-0.8565366	0.646833	0.6642796	1.0	2198	tags=83%, list=55%, signal=185%	
PANTOTHENATE AND COA BIOSYNTHESIS	PANTOTHENATE AND COA BIOSYNTHESIS		22	-0.14811887	-0.85334766	0.610998	0.65765756	1.0	684	tags=32%, list=17%, signal=38%	
TAURINE AND HYPOTAURINE METABOLISM	TAURINE AND HYPOTAURINE METABOLISM		8	-0.24426548	-0.8472074	0.63779527	0.6553519	1.0	2524	tags=88%, list=63%, signal=237%	
GLYOXYLATE AND DICARBOXYLATE METABOLISM	GLYOXYLATE AND DICARBOXYLATE METABOLISM		38	-0.11524706	-0.846059	0.65773195	0.646379	1.0	3121	tags=89%, list=78%, signal=404%	
