NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NUCLEOTIDE EXCISION REPAIR	NUCLEOTIDE EXCISION REPAIR	Details ...	7	0.56516296	1.8377945	0.01010101	0.045868196	0.512	1741	tags=100%, list=44%, signal=177%	
PERTUSSIS	PERTUSSIS	Details ...	6	0.6063226	1.8185308	0.012	0.046939023	0.54	910	tags=83%, list=23%, signal=108%	
"VALINE, LEUCINE AND ISOLEUCINE BIOSYNTHESIS"	"VALINE, LEUCINE AND ISOLEUCINE BIOSYNTHESIS"	Details ...	14	0.40559882	1.8096203	0.01417004	0.046879422	0.567	953	tags=64%, list=24%, signal=84%	
BACTERIAL SECRETION SYSTEM	BACTERIAL SECRETION SYSTEM	Details ...	49	0.22210155	1.7698513	0.016032064	0.0549856	0.641	2385	tags=82%, list=60%, signal=200%	
2-OXOCARBOXYLIC ACID METABOLISM	2-OXOCARBOXYLIC ACID METABOLISM	Details ...	30	0.26646504	1.716288	0.03807615	0.0686526	0.74	2406	tags=87%, list=60%, signal=216%	
C5-BRANCHED DIBASIC ACID METABOLISM	C5-BRANCHED DIBASIC ACID METABOLISM	Details ...	11	0.3987821	1.6415398	0.022680413	0.096551955	0.853	953	tags=64%, list=24%, signal=83%	
HISTIDINE METABOLISM	HISTIDINE METABOLISM	Details ...	21	0.29024148	1.6001408	0.04761905	0.111603156	0.906	1129	tags=57%, list=28%, signal=79%	
CYANOAMINO ACID METABOLISM	CYANOAMINO ACID METABOLISM	Details ...	7	0.47694242	1.5634414	0.042596348	0.12547843	0.94	1522	tags=86%, list=38%, signal=138%	
CELL CYCLE - CAULOBACTER	CELL CYCLE - CAULOBACTER		12	0.36712676	1.5610371	0.050373133	0.120897084	0.943	2533	tags=100%, list=63%, signal=272%	
PURINE METABOLISM	PURINE METABOLISM		95	0.13699858	1.5476264	0.045627378	0.12182936	0.95	2073	tags=65%, list=52%, signal=132%	
SALMONELLA INFECTION	SALMONELLA INFECTION		9	0.39532486	1.4372336	0.12267658	0.19109368	0.993	643	tags=56%, list=16%, signal=66%	
"GLYCINE, SERINE AND THREONINE METABOLISM"	"GLYCINE, SERINE AND THREONINE METABOLISM"		37	0.19414413	1.390518	0.11155379	0.22079852	0.998	2471	tags=81%, list=62%, signal=210%	
LIPOPOLYSACCHARIDE BIOSYNTHESIS	LIPOPOLYSACCHARIDE BIOSYNTHESIS		29	0.20886923	1.3393232	0.14549181	0.26086265	1.0	135	tags=24%, list=3%, signal=25%	
GLYCEROPHOSPHOLIPID METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM		28	0.20861678	1.3031195	0.15175097	0.28910705	1.0	2597	tags=86%, list=65%, signal=243%	
BETA-ALANINE METABOLISM	BETA-ALANINE METABOLISM		13	0.2943891	1.2711934	0.17786561	0.31478375	1.0	56	tags=31%, list=1%, signal=31%	
RNA POLYMERASE	RNA POLYMERASE		5	0.44263527	1.2588471	0.19521913	0.318222	1.0	2229	tags=100%, list=56%, signal=226%	
LYSINE BIOSYNTHESIS	LYSINE BIOSYNTHESIS		22	0.2191996	1.2267946	0.21941748	0.3462554	1.0	2943	tags=95%, list=74%, signal=360%	
PROTEIN EXPORT	PROTEIN EXPORT		20	0.21697262	1.1645935	0.2873346	0.4138371	1.0	1934	tags=70%, list=48%, signal=135%	
GERANIOL DEGRADATION	GERANIOL DEGRADATION		5	0.38622245	1.1075617	0.3102041	0.48250565	1.0	56	tags=40%, list=1%, signal=41%	
LIMONENE AND PINENE DEGRADATION	LIMONENE AND PINENE DEGRADATION		5	0.38622245	1.0790861	0.32365146	0.511628	1.0	56	tags=40%, list=1%, signal=41%	
PENTOSE PHOSPHATE PATHWAY	PENTOSE PHOSPHATE PATHWAY		35	0.15441693	1.0747125	0.3382046	0.5028269	1.0	3270	tags=97%, list=82%, signal=529%	
ONE CARBON POOL BY FOLATE	ONE CARBON POOL BY FOLATE		19	0.19785133	1.0542829	0.39227644	0.51912427	1.0	1526	tags=58%, list=38%, signal=93%	
RIBOFLAVIN METABOLISM	RIBOFLAVIN METABOLISM		10	0.27060446	1.0303854	0.3995984	0.54124856	1.0	1718	tags=70%, list=43%, signal=122%	
THIAMINE METABOLISM	THIAMINE METABOLISM		14	0.22821994	1.0279258	0.4015444	0.5298365	1.0	3087	tags=100%, list=77%, signal=438%	
BASE EXCISION REPAIR	BASE EXCISION REPAIR		15	0.21351083	1.0150175	0.41550696	0.5360877	1.0	1547	tags=60%, list=39%, signal=98%	
NICOTINATE AND NICOTINAMIDE METABOLISM	NICOTINATE AND NICOTINAMIDE METABOLISM		25	0.16590129	0.9820782	0.45081967	0.57265973	1.0	2058	tags=68%, list=51%, signal=139%	
XYLENE DEGRADATION	XYLENE DEGRADATION		5	0.34438878	0.96771854	0.51287127	0.5813083	1.0	223	tags=40%, list=6%, signal=42%	
BIOSYNTHESIS OF UNSATURATED FATTY ACIDS	BIOSYNTHESIS OF UNSATURATED FATTY ACIDS		6	0.31955233	0.9665685	0.484556	0.5683611	1.0	56	tags=33%, list=1%, signal=34%	
"TROPANE, PIPERIDINE AND PYRIDINE ALKALOID BIOSYNTHESIS"	"TROPANE, PIPERIDINE AND PYRIDINE ALKALOID BIOSYNTHESIS"		8	0.27810857	0.96504664	0.46835443	0.5568077	1.0	2387	tags=88%, list=60%, signal=217%	
STREPTOMYCIN BIOSYNTHESIS	STREPTOMYCIN BIOSYNTHESIS		9	0.26069877	0.9625157	0.49215686	0.54691184	1.0	1624	tags=67%, list=41%, signal=112%	
NOVOBIOCIN BIOSYNTHESIS	NOVOBIOCIN BIOSYNTHESIS		7	0.26666674	0.87484056	0.6221766	0.66189474	1.0	2932	tags=100%, list=73%, signal=375%	
ASCORBATE AND ALDARATE METABOLISM	ASCORBATE AND ALDARATE METABOLISM		15	0.16961327	0.7949136	0.7250509	0.76668066	1.0	123	tags=20%, list=3%, signal=21%	
FATTY ACID METABOLISM	FATTY ACID METABOLISM		21	0.14176732	0.76465154	0.7504951	0.7947894	1.0	3242	tags=95%, list=81%, signal=502%	
VIBRIO CHOLERAE PATHOGENIC CYCLE	VIBRIO CHOLERAE PATHOGENIC CYCLE		6	0.22943288	0.6860906	0.8649706	0.877005	1.0	1748	tags=67%, list=44%, signal=118%	
FATTY ACID DEGRADATION	FATTY ACID DEGRADATION		16	0.12562795	0.6196568	0.9284294	0.92435735	1.0	1997	tags=63%, list=50%, signal=124%	
