"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","annotation","detailed_annotation","condensed_annotation","Hierarchy_L1","Hierarchy_L2","Map","Map2_ammonia","Map3_carbon_dioxide","X","X.1","X.2","X.3"
"18","MF0049","Type","Mucosal",-0.456533709953891,0.108561344124132,44,44,0.000158627695550802,0.00527132034445742,"threonine degradation I","threonine degradation (formate pathway)","threonine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"19","MF0050","Type","Mucosal",-0.681758783470487,0.129833305769195,44,44,0.00000964875643219992,0.00208413138935518,"threonine degradation II","","threonine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"20","MF0051","Type","Mucosal",-0.687226386605466,0.124449667314175,44,44,0.0000037549979670134,0.00162215912174979,"arginine degradation I","","arginine degradation","amino acid degradation","positively charged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"21","MF0063","Type","Mucosal",-0.61282898848798,0.132969781821464,44,44,0.0000515430466316491,0.00318094230641035,"glyoxylate bypass","glyoxylate bypass","glyoxylate bypass","lipid degradation","glyoxylate bypass","lipolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"22","MF0067","Type","Mucosal",-0.311874140554275,0.0934718644909139,44,44,0.00194068243298872,0.0276024506320739,"glycolysis (preparatory phase)","","glycolysis (preparatory phase)","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"23","MF0068","Type","Mucosal",-0.427703820610833,0.100583408779305,44,44,0.000137863059133417,0.00496307012880303,"glycolysis (pay-off phase)","","glycolysis (pay-off phase)","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"24","MF0072","Type","Mucosal",-1.04755366813316,0.283600193837953,44,34,0.000773834474254249,0.0151952951308107,"pyruvate dehydrogenase complex","pyruvate dehydrogenase complex","pyruvate dehydrogenase complex","central metabolism","energy metabolism","central metabolism","#N/A","carbon dioxide",NA,NA,"",""
"25","MF0073","Type","Mucosal",-0.408283844033483,0.112263001969949,44,44,0.000882835480838094,0.0165819533792199,"pyruvate:ferredoxin oxidoreductase","pyruvate:ferredoxin oxidoreductase","pyruvate:ferredoxin oxidoreductase","central metabolism","energy metabolism","central metabolism","#N/A","carbon dioxide",NA,NA,"",""
"26","MF0074","Type","Mucosal",-0.350463482281023,0.104737721053938,44,44,0.00195413933813246,0.0276024506320739,"pyruvate:formate lyase","","pyruvate:formate lyase","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"27","MF0090","Type","Mucosal",-0.433216345936841,0.114982242656017,44,44,0.000678654084982778,0.0143981870698266,"ethanol production I","ethanol production (CO2 pathway)","ethanol production","alcohol metabolism","ethanol metabolism","ethanol","#N/A","carbon dioxide",NA,NA,"",""
"28","MF0092","Type","Mucosal",-0.470383664744043,0.118616527819239,44,44,0.000337340247633926,0.00970059690156323,"lactate production","","lactate production","organic acid metabolism","lactate metabolism","cross-feeding","#N/A","#N/A",NA,NA,"",""
"29","MF0095","Type","Mucosal",-0.669105950132144,0.188522339744849,44,44,0.00113919638754447,0.0205055349758004,"propionate production III","propionate production (succinate pathway)","propionate production","organic acid metabolism","propionate metabolism","propionate","#N/A","carbon dioxide",NA,NA,"",""
"30","MF0096","Type","Mucosal",-0.63792038960151,0.131177179840522,44,44,0.000024020345582217,0.00228995577231476,"succinate production","","succinate production","organic acid metabolism","succinate metabolism","cross-feeding","#N/A","#N/A",NA,NA,"",""
