NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PORPHYRIN AND CHLOROPHYLL METABOLISM	PORPHYRIN AND CHLOROPHYLL METABOLISM	Details ...	38	0.2553165	1.8852012	0.0114722755	0.031194532	0.416	1689	tags=82%, list=56%, signal=184%	
VANCOMYCIN RESISTANCE	VANCOMYCIN RESISTANCE		7	0.56259257	1.8558093	0.01039501	0.035034955	0.468	886	tags=86%, list=30%, signal=121%	
"ALANINE, ASPARTATE AND GLUTAMATE METABOLISM"	"ALANINE, ASPARTATE AND GLUTAMATE METABOLISM"		33	0.26481682	1.8337313	0.01980198	0.038061935	0.505	304	tags=36%, list=10%, signal=40%	
PROTEIN EXPORT	PROTEIN EXPORT		18	0.34615958	1.7874917	0.01417004	0.045380596	0.591	633	tags=56%, list=21%, signal=70%	
2-OXOCARBOXYLIC ACID METABOLISM	2-OXOCARBOXYLIC ACID METABOLISM		29	0.2757924	1.7812965	0.016453382	0.044869866	0.602	1041	tags=62%, list=35%, signal=94%	
CHLOROALKANE AND CHLOROALKENE DEGRADATION	CHLOROALKANE AND CHLOROALKENE DEGRADATION		10	0.4464525	1.736351	0.021956088	0.053572908	0.677	1663	tags=100%, list=55%, signal=224%	
STARCH AND SUCROSE METABOLISM	STARCH AND SUCROSE METABOLISM		45	0.21639767	1.7239445	0.016129032	0.055163782	0.702	1825	tags=82%, list=61%, signal=207%	
STREPTOMYCIN BIOSYNTHESIS	STREPTOMYCIN BIOSYNTHESIS		10	0.44598395	1.7199852	0.021611001	0.05399868	0.708	765	tags=70%, list=26%, signal=94%	
PEPTIDOGLYCAN BIOSYNTHESIS	PEPTIDOGLYCAN BIOSYNTHESIS		33	0.24518372	1.63522	0.050813008	0.07900898	0.847	1089	tags=61%, list=36%, signal=94%	
CYANOAMINO ACID METABOLISM	CYANOAMINO ACID METABOLISM		7	0.48650718	1.5915614	0.039447732	0.096856125	0.905	257	tags=57%, list=9%, signal=62%	
ONE CARBON POOL BY FOLATE	ONE CARBON POOL BY FOLATE		17	0.3187442	1.5707061	0.04338395	0.10219627	0.923	636	tags=53%, list=21%, signal=67%	
RNA DEGRADATION	RNA DEGRADATION		16	0.31702718	1.5603944	0.05498982	0.10409971	0.929	740	tags=56%, list=25%, signal=74%	
"VALINE, LEUCINE AND ISOLEUCINE BIOSYNTHESIS"	"VALINE, LEUCINE AND ISOLEUCINE BIOSYNTHESIS"		13	0.35482544	1.546712	0.0527307	0.10707126	0.94	1246	tags=77%, list=42%, signal=131%	
FATTY ACID BIOSYNTHESIS	FATTY ACID BIOSYNTHESIS		13	0.3485376	1.542169	0.057539683	0.1063435	0.947	1726	tags=92%, list=58%, signal=217%	
DEGRADATION OF AROMATIC COMPOUNDS	DEGRADATION OF AROMATIC COMPOUNDS		8	0.43553513	1.5034496	0.08349515	0.123104036	0.975	1320	tags=88%, list=44%, signal=156%	
CARBON METABOLISM	CARBON METABOLISM		120	0.11000696	1.4151574	0.09795918	0.17851211	0.995	282	tags=20%, list=9%, signal=21%	
D-ALANINE METABOLISM	D-ALANINE METABOLISM		5	0.5049783	1.3974942	0.11857708	0.18699168	0.996	886	tags=80%, list=30%, signal=113%	
STAPHYLOCOCCUS AUREUS INFECTION	STAPHYLOCOCCUS AUREUS INFECTION		6	0.4506462	1.3653456	0.109161794	0.20585817	0.998	1149	tags=83%, list=38%, signal=135%	
DRUG METABOLISM - OTHER ENZYMES	DRUG METABOLISM - OTHER ENZYMES		9	0.361139	1.3338413	0.12062257	0.22675231	0.998	252	tags=44%, list=8%, signal=48%	
ASCORBATE AND ALDARATE METABOLISM	ASCORBATE AND ALDARATE METABOLISM		11	0.32334056	1.3252704	0.15977444	0.22908188	0.999	941	tags=64%, list=31%, signal=92%	
C5-BRANCHED DIBASIC ACID METABOLISM	C5-BRANCHED DIBASIC ACID METABOLISM		8	0.3784281	1.2869143	0.18503119	0.25970376	1.0	1116	tags=75%, list=37%, signal=119%	
CARBON FIXATION IN PHOTOSYNTHETIC ORGANISMS	CARBON FIXATION IN PHOTOSYNTHETIC ORGANISMS		19	0.24649742	1.279012	0.14201184	0.2611896	1.0	527	tags=42%, list=18%, signal=51%	
D-GLUTAMINE AND D-GLUTAMATE METABOLISM	D-GLUTAMINE AND D-GLUTAMATE METABOLISM		5	0.4476445	1.2573717	0.18685831	0.27802956	1.0	458	tags=60%, list=15%, signal=71%	
GLYCEROPHOSPHOLIPID METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM		25	0.20449378	1.2457476	0.18548387	0.28394023	1.0	950	tags=52%, list=32%, signal=75%	
GLYCEROLIPID METABOLISM	GLYCEROLIPID METABOLISM		18	0.2489187	1.2309941	0.20082815	0.29222164	1.0	1589	tags=78%, list=53%, signal=164%	
HIF-1 SIGNALING PATHWAY	HIF-1 SIGNALING PATHWAY		5	0.42312062	1.1875665	0.251497	0.33483937	1.0	1131	tags=80%, list=38%, signal=128%	
CENTRAL CARBON METABOLISM IN CANCER	CENTRAL CARBON METABOLISM IN CANCER		8	0.3366221	1.1690189	0.2751004	0.3494298	1.0	1241	tags=75%, list=41%, signal=128%	
HISTIDINE METABOLISM	HISTIDINE METABOLISM		19	0.21976644	1.1667798	0.25992063	0.34495363	1.0	1080	tags=58%, list=36%, signal=90%	
FATTY ACID METABOLISM	FATTY ACID METABOLISM		16	0.237718	1.1495087	0.25154638	0.3581878	1.0	1726	tags=81%, list=58%, signal=190%	
PYRUVATE METABOLISM	PYRUVATE METABOLISM		52	0.13457628	1.1469033	0.28543308	0.35379523	1.0	2024	tags=81%, list=68%, signal=244%	
VIBRIO CHOLERAE PATHOGENIC CYCLE	VIBRIO CHOLERAE PATHOGENIC CYCLE		5	0.406415	1.115715	0.30417496	0.38444465	1.0	1181	tags=80%, list=39%, signal=132%	
BENZOATE DEGRADATION	BENZOATE DEGRADATION		9	0.30221924	1.0848438	0.36511156	0.41501522	1.0	95	tags=33%, list=3%, signal=34%	
PANTOTHENATE AND COA BIOSYNTHESIS	PANTOTHENATE AND COA BIOSYNTHESIS		20	0.20211552	1.0789824	0.3501006	0.41457534	1.0	1046	tags=55%, list=35%, signal=84%	
"GLYCINE, SERINE AND THREONINE METABOLISM"	"GLYCINE, SERINE AND THREONINE METABOLISM"		33	0.15847515	1.0645834	0.3936842	0.4250564	1.0	801	tags=42%, list=27%, signal=57%	
INOSITOL PHOSPHATE METABOLISM	INOSITOL PHOSPHATE METABOLISM		11	0.26012725	1.0559641	0.37125748	0.42779502	1.0	2220	tags=100%, list=74%, signal=384%	
THIAMINE METABOLISM	THIAMINE METABOLISM		13	0.2383456	1.0277578	0.39321357	0.457829	1.0	210	tags=31%, list=7%, signal=33%	
PROPANOATE METABOLISM	PROPANOATE METABOLISM		38	0.13666429	0.9907423	0.46577945	0.5002056	1.0	2198	tags=87%, list=73%, signal=321%	
AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM	AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM		61	0.10530424	0.96477306	0.48526523	0.52729607	1.0	1115	tags=48%, list=37%, signal=74%	
FATTY ACID DEGRADATION	FATTY ACID DEGRADATION		11	0.21974011	0.8812876	0.60037524	0.6406125	1.0	1523	tags=73%, list=51%, signal=147%	
CYSTEINE AND METHIONINE METABOLISM	CYSTEINE AND METHIONINE METABOLISM		37	0.11711716	0.8400599	0.65286	0.69364154	1.0	2002	tags=78%, list=67%, signal=233%	
SULFUR RELAY SYSTEM	SULFUR RELAY SYSTEM		13	0.18538852	0.82192534	0.7008032	0.7088775	1.0	2213	tags=92%, list=74%, signal=351%	
AMINOBENZOATE DEGRADATION	AMINOBENZOATE DEGRADATION		10	0.1665328	0.654118	0.8824627	0.90923965	1.0	101	tags=20%, list=3%, signal=21%	
NICOTINATE AND NICOTINAMIDE METABOLISM	NICOTINATE AND NICOTINAMIDE METABOLISM		21	0.115040705	0.6304391	0.9270217	0.9167336	1.0	2369	tags=90%, list=79%, signal=428%	
