NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM	AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM	Details ...	48	0.20562357	1.6739765	0.035196688	0.11071479	0.8	1157	tags=73%, list=53%, signal=151%	
ONE CARBON POOL BY FOLATE	ONE CARBON POOL BY FOLATE	Details ...	14	0.34557143	1.5441877	0.05078125	0.19499192	0.947	1439	tags=100%, list=66%, signal=289%	
PURINE METABOLISM	PURINE METABOLISM	Details ...	71	0.16071072	1.5388095	0.070993915	0.18746354	0.949	1295	tags=75%, list=59%, signal=176%	
GLYCEROLIPID METABOLISM	GLYCEROLIPID METABOLISM	Details ...	15	0.3269055	1.5124074	0.06640625	0.20107712	0.97	1480	tags=100%, list=67%, signal=305%	
HIF-1 SIGNALING PATHWAY	HIF-1 SIGNALING PATHWAY	Details ...	5	0.5333638	1.4810926	0.06741573	0.2171221	0.976	1025	tags=100%, list=47%, signal=187%	
"ALANINE, ASPARTATE AND GLUTAMATE METABOLISM"	"ALANINE, ASPARTATE AND GLUTAMATE METABOLISM"	Details ...	29	0.23221684	1.4807299	0.074074075	0.20658183	0.976	1387	tags=86%, list=63%, signal=231%	
BETA-LACTAM RESISTANCE	BETA-LACTAM RESISTANCE		10	0.38515803	1.4710599	0.07707911	0.20530945	0.978	474	tags=60%, list=22%, signal=76%	
LYSINE BIOSYNTHESIS	LYSINE BIOSYNTHESIS		18	0.28766283	1.4489187	0.08811475	0.2171199	0.983	1079	tags=78%, list=49%, signal=152%	
CENTRAL CARBON METABOLISM IN CANCER	CENTRAL CARBON METABOLISM IN CANCER		8	0.40863845	1.4219253	0.1007752	0.23219572	0.993	1025	tags=88%, list=47%, signal=164%	
NUCLEOTIDE EXCISION REPAIR	NUCLEOTIDE EXCISION REPAIR		7	0.43765524	1.4063116	0.09803922	0.2364107	0.993	922	tags=86%, list=42%, signal=147%	
STAPHYLOCOCCUS AUREUS INFECTION	STAPHYLOCOCCUS AUREUS INFECTION		6	0.45861915	1.4008652	0.109561756	0.23160468	0.993	458	tags=67%, list=21%, signal=84%	
VANCOMYCIN RESISTANCE	VANCOMYCIN RESISTANCE		7	0.4234741	1.3832065	0.119521916	0.23902608	0.997	953	tags=86%, list=43%, signal=151%	
PHOSPHOTRANSFERASE SYSTEM (PTS)	PHOSPHOTRANSFERASE SYSTEM (PTS)		37	0.19211003	1.3680682	0.1330724	0.24560785	0.998	1600	tags=92%, list=73%, signal=334%	
DRUG METABOLISM - OTHER ENZYMES	DRUG METABOLISM - OTHER ENZYMES		7	0.41569734	1.3608575	0.14143427	0.24329057	0.998	970	tags=86%, list=44%, signal=153%	
CITRATE CYCLE (TCA CYCLE)	CITRATE CYCLE (TCA CYCLE)		26	0.22918965	1.3569769	0.1002004	0.23828866	0.998	1611	tags=96%, list=73%, signal=358%	
OTHER GLYCAN DEGRADATION	OTHER GLYCAN DEGRADATION		7	0.40530655	1.3161666	0.13944224	0.27106255	0.999	1306	tags=100%, list=60%, signal=246%	
GALACTOSE METABOLISM	GALACTOSE METABOLISM		32	0.1935302	1.2921768	0.17450981	0.28801787	0.999	1157	tags=72%, list=53%, signal=150%	
BASE EXCISION REPAIR	BASE EXCISION REPAIR		12	0.28633657	1.225399	0.21653543	0.3606582	1.0	1202	tags=83%, list=55%, signal=183%	
"GLYCINE, SERINE AND THREONINE METABOLISM"	"GLYCINE, SERINE AND THREONINE METABOLISM"		24	0.20533657	1.1927395	0.23858921	0.39298305	1.0	376	tags=38%, list=17%, signal=45%	
GLYCOLYSIS / GLUCONEOGENESIS	GLYCOLYSIS / GLUCONEOGENESIS		36	0.16910063	1.185314	0.2646421	0.3908219	1.0	1279	tags=75%, list=58%, signal=177%	
RNA POLYMERASE	RNA POLYMERASE		5	0.43665448	1.1794716	0.25296444	0.38764784	1.0	798	tags=80%, list=36%, signal=125%	
"VALINE, LEUCINE AND ISOLEUCINE DEGRADATION"	"VALINE, LEUCINE AND ISOLEUCINE DEGRADATION"		11	0.27231067	1.1036547	0.34639177	0.48379365	1.0	601	tags=55%, list=27%, signal=75%	
STREPTOMYCIN BIOSYNTHESIS	STREPTOMYCIN BIOSYNTHESIS		9	0.2875458	1.0846841	0.3090909	0.4989688	1.0	1564	tags=100%, list=71%, signal=347%	
PHENYLALANINE METABOLISM	PHENYLALANINE METABOLISM		7	0.32119986	1.050758	0.37291667	0.53946483	1.0	550	tags=57%, list=25%, signal=76%	
CARBON FIXATION PATHWAYS IN PROKARYOTES	CARBON FIXATION PATHWAYS IN PROKARYOTES		34	0.15122743	1.0352271	0.38491297	0.55108696	1.0	640	tags=44%, list=29%, signal=61%	
SPHINGOLIPID METABOLISM	SPHINGOLIPID METABOLISM		6	0.34224966	1.031096	0.40425533	0.5438501	1.0	347	tags=50%, list=16%, signal=59%	
PROTEIN EXPORT	PROTEIN EXPORT		15	0.22130398	1.0264744	0.40966386	0.53793013	1.0	979	tags=67%, list=45%, signal=120%	
CARBON FIXATION IN PHOTOSYNTHETIC ORGANISMS	CARBON FIXATION IN PHOTOSYNTHETIC ORGANISMS		13	0.22226536	0.96650857	0.46262625	0.61983514	1.0	864	tags=62%, list=39%, signal=101%	
PEROXISOME	PEROXISOME		5	0.34588665	0.9652116	0.5073069	0.60766244	1.0	558	tags=60%, list=25%, signal=80%	
TERPENOID BACKBONE BIOSYNTHESIS	TERPENOID BACKBONE BIOSYNTHESIS		18	0.18605363	0.94562835	0.5059289	0.6268136	1.0	569	tags=44%, list=26%, signal=60%	
CARBON METABOLISM	CARBON METABOLISM		87	0.08497889	0.9020206	0.5866388	0.6830868	1.0	1887	tags=94%, list=86%, signal=649%	
DEGRADATION OF AROMATIC COMPOUNDS	DEGRADATION OF AROMATIC COMPOUNDS		8	0.25263157	0.8674342	0.6070727	0.7242305	1.0	1640	tags=100%, list=75%, signal=395%	
TYROSINE METABOLISM	TYROSINE METABOLISM		12	0.20873456	0.86682624	0.61044174	0.7099563	1.0	1554	tags=92%, list=71%, signal=313%	
STARCH AND SUCROSE METABOLISM	STARCH AND SUCROSE METABOLISM		32	0.11865167	0.8035173	0.7248062	0.79528105	1.0	1730	tags=91%, list=79%, signal=423%	
"TROPANE, PIPERIDINE AND PYRIDINE ALKALOID BIOSYNTHESIS"	"TROPANE, PIPERIDINE AND PYRIDINE ALKALOID BIOSYNTHESIS"		6	0.26314586	0.7958598	0.71142286	0.79165673	1.0	520	tags=50%, list=24%, signal=65%	
BETA-ALANINE METABOLISM	BETA-ALANINE METABOLISM		8	0.22717391	0.76186085	0.78629035	0.8265272	1.0	325	tags=38%, list=15%, signal=44%	
TAURINE AND HYPOTAURINE METABOLISM	TAURINE AND HYPOTAURINE METABOLISM		6	0.24805672	0.7616425	0.8003992	0.81067055	1.0	1284	tags=83%, list=59%, signal=200%	
FRUCTOSE AND MANNOSE METABOLISM	FRUCTOSE AND MANNOSE METABOLISM		32	0.11159475	0.74411184	0.7822581	0.81830376	1.0	1197	tags=66%, list=55%, signal=142%	
CYSTEINE AND METHIONINE METABOLISM	CYSTEINE AND METHIONINE METABOLISM		30	0.11391592	0.73744625	0.8333333	0.81258476	1.0	1507	tags=80%, list=69%, signal=252%	
GLUTATHIONE METABOLISM	GLUTATHIONE METABOLISM		11	0.1183235	0.4913502	0.99002	0.9907845	1.0	937	tags=55%, list=43%, signal=95%	
