NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NICOTINATE AND NICOTINAMIDE METABOLISM	NICOTINATE AND NICOTINAMIDE METABOLISM	Details ...	20	-0.27096182	-1.4300164	0.08747515	0.2865121	0.991	728	tags=60%, list=33%, signal=89%	
PHOSPHONATE AND PHOSPHINATE METABOLISM	PHOSPHONATE AND PHOSPHINATE METABOLISM	Details ...	11	-0.33972168	-1.3960334	0.12350598	0.3076748	0.997	1054	tags=82%, list=48%, signal=157%	
ASCORBATE AND ALDARATE METABOLISM	ASCORBATE AND ALDARATE METABOLISM	Details ...	10	-0.35822263	-1.3806007	0.11494253	0.30809942	0.999	1412	tags=100%, list=64%, signal=280%	
FATTY ACID METABOLISM	FATTY ACID METABOLISM	Details ...	13	-0.3101976	-1.3419744	0.13473684	0.33930913	1.0	843	tags=69%, list=38%, signal=112%	
TRYPTOPHAN METABOLISM	TRYPTOPHAN METABOLISM	Details ...	5	-0.47166362	-1.3149806	0.1468254	0.35663056	1.0	1162	tags=100%, list=53%, signal=212%	
ARGININE AND PROLINE METABOLISM	ARGININE AND PROLINE METABOLISM	Details ...	37	-0.18668205	-1.3010375	0.14087301	0.35816756	1.0	1021	tags=65%, list=47%, signal=119%	
SULFUR RELAY SYSTEM	SULFUR RELAY SYSTEM		11	-0.3175152	-1.2801446	0.18146718	0.36742443	1.0	305	tags=45%, list=14%, signal=53%	
BENZOATE DEGRADATION	BENZOATE DEGRADATION		5	-0.4309872	-1.1911895	0.23245615	0.4816538	1.0	1251	tags=100%, list=57%, signal=232%	
ABC TRANSPORTERS	ABC TRANSPORTERS		77	-0.11691381	-1.1904347	0.24481328	0.4622026	1.0	1377	tags=74%, list=63%, signal=192%	
GLYOXYLATE AND DICARBOXYLATE METABOLISM	GLYOXYLATE AND DICARBOXYLATE METABOLISM		24	-0.18499307	-1.1024754	0.32475248	0.5913287	1.0	879	tags=58%, list=40%, signal=96%	
PANTOTHENATE AND COA BIOSYNTHESIS	PANTOTHENATE AND COA BIOSYNTHESIS		16	-0.2284968	-1.0979705	0.32900432	0.57493323	1.0	463	tags=44%, list=21%, signal=55%	
METHANE METABOLISM	METHANE METABOLISM		21	-0.19856617	-1.0830306	0.33783785	0.57892096	1.0	614	tags=48%, list=28%, signal=66%	
CHLOROALKANE AND CHLOROALKENE DEGRADATION	CHLOROALKANE AND CHLOROALKENE DEGRADATION		9	-0.2948718	-1.0828216	0.34530938	0.55779696	1.0	1550	tags=100%, list=71%, signal=340%	
INOSITOL PHOSPHATE METABOLISM	INOSITOL PHOSPHATE METABOLISM		5	-0.3698355	-1.058106	0.37449393	0.5796926	1.0	69	tags=40%, list=3%, signal=41%	
FATTY ACID BIOSYNTHESIS	FATTY ACID BIOSYNTHESIS		13	-0.2328158	-1.0069772	0.42168674	0.6519358	1.0	843	tags=62%, list=38%, signal=99%	
BUTANOATE METABOLISM	BUTANOATE METABOLISM		21	-0.17002104	-0.9299275	0.5138122	0.7748772	1.0	676	tags=48%, list=31%, signal=68%	
PORPHYRIN AND CHLOROPHYLL METABOLISM	PORPHYRIN AND CHLOROPHYLL METABOLISM		14	-0.20123906	-0.91467786	0.5474308	0.7792486	1.0	659	tags=50%, list=30%, signal=71%	
NOVOBIOCIN BIOSYNTHESIS	NOVOBIOCIN BIOSYNTHESIS		6	-0.29126656	-0.91144615	0.5472837	0.7610218	1.0	95	tags=33%, list=4%, signal=35%	
CELL CYCLE - CAULOBACTER	CELL CYCLE - CAULOBACTER		12	-0.21882163	-0.8849358	0.5910931	0.7873885	1.0	1534	tags=92%, list=70%, signal=303%	
AMINOBENZOATE DEGRADATION	AMINOBENZOATE DEGRADATION		7	-0.2683309	-0.8831416	0.5920792	0.7671484	1.0	41	tags=29%, list=2%, signal=29%	
FATTY ACID DEGRADATION	FATTY ACID DEGRADATION		7	-0.25526074	-0.84582806	0.6272545	0.8128608	1.0	1636	tags=100%, list=75%, signal=392%	
RNA DEGRADATION	RNA DEGRADATION		15	-0.1762167	-0.8230569	0.6646943	0.8296982	1.0	1664	tags=93%, list=76%, signal=384%	
PENTOSE PHOSPHATE PATHWAY	PENTOSE PHOSPHATE PATHWAY		24	-0.1415975	-0.8200547	0.67928284	0.8114993	1.0	699	tags=46%, list=32%, signal=67%	
PROPANOATE METABOLISM	PROPANOATE METABOLISM		31	-0.1156486	-0.7639742	0.7515789	0.8804345	1.0	1661	tags=87%, list=76%, signal=354%	
VITAMIN B6 METABOLISM	VITAMIN B6 METABOLISM		9	-0.18467644	-0.667407	0.873823	0.99124384	1.0	816	tags=56%, list=37%, signal=88%	
VIBRIO CHOLERAE PATHOGENIC CYCLE	VIBRIO CHOLERAE PATHOGENIC CYCLE		5	-0.23190129	-0.63896596	0.90373284	0.99705696	1.0	1248	tags=80%, list=57%, signal=185%	
GLYCEROPHOSPHOLIPID METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM		22	-0.11232777	-0.62146705	0.90316206	0.9900788	1.0	1053	tags=59%, list=48%, signal=113%	
PENTOSE AND GLUCURONATE INTERCONVERSIONS	PENTOSE AND GLUCURONATE INTERCONVERSIONS		15	-0.13011934	-0.6009064	0.932	0.9833976	1.0	741	tags=47%, list=34%, signal=70%	
PYRUVATE METABOLISM	PYRUVATE METABOLISM		40	-0.07599859	-0.56976956	0.97029704	0.982327	1.0	1208	tags=63%, list=55%, signal=137%	
CYANOAMINO ACID METABOLISM	CYANOAMINO ACID METABOLISM		7	-0.14259574	-0.45721135	0.9980732	0.9956548	1.0	1569	tags=86%, list=72%, signal=300%	
