"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","annotation","detailed_annotation","condensed_annotation","Hierarchy_L1","Hierarchy_L2","Map","Map2_ammonia","Map3_carbon_dioxide","X","X.1","X.2","X.3"
"11","MF0014","Type","Mucosal",-0.481659537013374,0.105029986618922,50,50,0.0000495397821937617,0.00231185650237554,"arabinose degradation","","arabinose degradation","carbohydrate degradation","monosaccharide degradation","monosaccharides","#N/A","#N/A",NA,NA,"",""
"12","MF0018","Type","Mucosal",-0.277062943225958,0.0749471979183756,50,50,0.00069951002011908,0.00708124983230225,"mannose degradation","","mannose degradation","carbohydrate degradation","monosaccharide degradation","monosaccharides","#N/A","#N/A",NA,NA,"",""
"13","MF0019","Type","Mucosal",-0.370680280766011,0.0780623973096848,50,50,0.0000302579916617194,0.00158854456224027,"rhamnose degradation","","rhamnose degradation","carbohydrate degradation","monosaccharide degradation","monosaccharides","#N/A","#N/A",NA,NA,"",""
"14","MF0020","Type","Mucosal",-0.341770909034681,0.0907757837594333,50,50,0.000574919202794053,0.00653808453262547,"ribose degradation","","ribose degradation","carbohydrate degradation","monosaccharide degradation","monosaccharides","#N/A","#N/A",NA,NA,"",""
"15","MF0021","Type","Mucosal",-0.299768481633673,0.074627783583057,50,50,0.000275431954274199,0.00444928541519859,"xylose degradation","","xylose degradation","carbohydrate degradation","monosaccharide degradation","monosaccharides","#N/A","#N/A",NA,NA,"",""
"16","MF0022","Type","Mucosal",-0.223423519650682,0.0786568942100704,50,50,0.00726139324232015,0.0315882294832579,"galacturonate degradation I","","D-galacturonate degradation","carbohydrate degradation","sugar acid degradation","sugar acid","#N/A","#N/A",NA,NA,"",""
"17","MF0024","Type","Mucosal",4.48840231789751,1.22782790386561,50,15,0.00077556545782358,0.00708124983230225,"phenylalanine degradation","phenylalanine degradation","phenylalanine degradation","amino acid degradation","aromatic amino acid degradation","proteolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"18","MF0025","Type","Mucosal",-0.39072190804154,0.0905527169070154,50,50,0.000113161034462082,0.00313665028792079,"tryptophan degradation","tryptophan degradation","tryptophan degradation","amino acid degradation","aromatic amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"19","MF0026","Type","Mucosal",-0.269152582141189,0.0725770403320075,50,50,0.000677438129250055,0.00708124983230225,"tyrosine degradation I","tyrosine degradation (hydroxyphenylacetaldehyde pathway)","tyrosine degradation","amino acid degradation","aromatic amino acid degradation","proteolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"20","MF0028","Type","Mucosal",-0.305991858606435,0.0758922919034211,50,50,0.000263673179880807,0.00442970942199756,"aspartate degradation I","","aspartate degradation","amino acid degradation","negatively charged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"21","MF0029","Type","Mucosal",-0.313308506287475,0.120849766487817,50,50,0.0135316839850891,0.0490828451430911,"aspartate degradation II","aspartate degradation (fumarate pathway)","aspartate degradation","amino acid degradation","negatively charged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"22","MF0031","Type","Mucosal",-0.341535440041007,0.0822162797375271,50,50,0.00018312748794541,0.00366254975890821,"glutamate degradation II","glutamate degradation (methylaspartate pathway)","glutamate degradation","amino acid degradation","negatively charged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"23","MF0033","Type","Mucosal",3.60442582242021,1.22175281194771,50,30,0.00544198444085108,0.0262716490247983,"alanine degradation I","alanine degradation (racemase pathway)","alanine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"24","MF0034","Type","Mucosal",-0.362814215882182,0.083275016173343,50,50,0.0000998801583410906,0.00313665028792079,"alanine degradation II","","alanine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"25","MF0035","Type","Mucosal",-0.299954375968455,0.0764820609178318,50,50,0.00036410436429191,0.0048530722154492,"glycine degradation","glycine degradation","glycine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","ammonia","carbon dioxide",NA,NA,"",""
"26","MF0037","Type","Mucosal",4.53310850638792,0.858309984140189,50,6,0.00000400807647266197,0.000561130706172677,"leucine degradation","leucine degradation","leucine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"27","MF0038","Type","Mucosal",-0.211452484129243,0.0633156204701993,50,50,0.00192201578709746,0.0130201069448537,"methionine degradation I","methionine degradation (mercaptan pathway)","methionine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"28","MF0044","Type","Mucosal",-0.253852695320784,0.072850215086831,50,50,0.00128141478006742,0.00978534922960578,"cysteine degradation I","","cysteine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"29","MF0045","Type","Mucosal",-0.304849233751302,0.0747151772229176,50,50,0.000228554325864358,0.00400971234136,"cysteine degradation II","","cysteine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"30","MF0046","Type","Mucosal",-0.41353611245725,0.0911285103323037,50,50,0.0000578372881960577,0.00242916610423442,"glutamine degradation I","glutamine degradation (ammonia pathway)","glutamine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"31","MF0047","Type","Mucosal",-0.224522963633653,0.0701991731542482,50,50,0.00282225418669629,0.0174315699766535,"glutamine degradation II","","glutamine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"32","MF0048","Type","Mucosal",-0.310914750074932,0.0633263123249381,50,50,0.0000183615116919756,0.00110169070151853,"serine degradation","serine degradation","serine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"33","MF0050","Type","Mucosal",-0.383479915289793,0.076660416957192,50,50,0.00001386679271813,0.00110169070151853,"threonine degradation II","","threonine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"34","MF0051","Type","Mucosal",-0.320273682187284,0.0763075990047503,50,50,0.000160998686589874,0.00355891833514457,"arginine degradation I","","arginine degradation","amino acid degradation","positively charged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"35","MF0054","Type","Mucosal",-0.334444127861688,0.0778810330851354,50,50,0.000121164545873039,0.00313665028792079,"arginine degradation IV","","arginine degradation","amino acid degradation","positively charged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"36","MF0056","Type","Mucosal",-0.314326220331296,0.0826709976824558,50,50,0.000516706493864987,0.00620047792637985,"histidine degradation","histidine degradation","histidine degradation","amino acid degradation","positively charged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"37","MF0063","Type","Mucosal",-0.238990888242263,0.0737359232464612,50,50,0.00251078405131827,0.0157392433067712,"glyoxylate bypass","glyoxylate bypass","glyoxylate bypass","lipid degradation","glyoxylate bypass","lipolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"38","MF0065","Type","Mucosal",-0.245588948874979,0.0674476977270472,50,50,0.000821525189608487,0.00734128892841627,"Bifidobacterium shunt","","Bifidobacterium shunt","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"39","MF0066","Type","Mucosal",-0.244027557630953,0.0851110869154548,50,50,0.00678241843866846,0.0303044228110719,"Entner-Doudoroff pathway","","Entner-Doudoroff pathway","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"40","MF0068","Type","Mucosal",-0.19482989950562,0.0658702798770885,50,50,0.00536001682056595,0.0261768263329965,"glycolysis (pay-off phase)","","glycolysis (pay-off phase)","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"41","MF0070","Type","Mucosal",-0.29702803337169,0.0833186926401129,50,50,0.00102051866218717,0.00840427133565906,"pentose phosphate pathway (oxidative phase)","pentose phosphate pathway (oxidative branch)","pentose phosphate pathway","central metabolism","energy metabolism","central metabolism","#N/A","carbon dioxide",NA,NA,"",""
"42","MF0072","Type","Mucosal",-0.352603411563604,0.121203399230865,50,10,0.00608246651576791,0.0287037745687924,"pyruvate dehydrogenase complex","pyruvate dehydrogenase complex","pyruvate dehydrogenase complex","central metabolism","energy metabolism","central metabolism","#N/A","carbon dioxide",NA,NA,"",""
"43","MF0073","Type","Mucosal",-0.265865208896297,0.0646375353147054,50,50,0.000207095989290641,0.00395365070463951,"pyruvate:ferredoxin oxidoreductase","pyruvate:ferredoxin oxidoreductase","pyruvate:ferredoxin oxidoreductase","central metabolism","energy metabolism","central metabolism","#N/A","carbon dioxide",NA,NA,"",""
"44","MF0074","Type","Mucosal",-0.202062735940374,0.0782733807958128,50,50,0.0138928754615942,0.0495738914508219,"pyruvate:formate lyase","","pyruvate:formate lyase","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"45","MF0075","Type","Mucosal",-0.309043926727698,0.0856180226801937,50,50,0.00089850341071585,0.00786190484376369,"acetate to acetyl-CoA","","acetate to acetyl-CoA","organic acid metabolism","acetate metabolism","cross-feeding","#N/A","#N/A",NA,NA,"",""
"46","MF0077","Type","Mucosal",-0.849167582685882,0.24010957404508,50,6,0.00110792580893725,0.00861720073617859,"formate conversion","formate conversion","formate conversion","organic acid metabolism","formate metabolism","carbon dioxide","#N/A","carbon dioxide",NA,NA,"",""
"47","MF0078","Type","Mucosal",-0.291976125205311,0.0939916933933205,50,50,0.00361251426771853,0.0205034593573214,"lactaldehyde degradation","","lactaldehyde degradation","organic compound metabolism","aldehyde degradation","#N/A","#N/A","#N/A",NA,NA,"",""
"48","MF0086","Type","Mucosal",-0.212994002442169,0.0709235118278625,50,50,0.00475818206439721,0.0243711764274003,"acetyl-CoA to acetate","","acetyl-CoA to acetate","organic acid metabolism","acetate metabolism","acetate","#N/A","#N/A",NA,NA,"",""
"49","MF0090","Type","Mucosal",-0.47171066897164,0.0776607730015337,50,50,0.000000489593410870715,0.0002056292325657,"ethanol production I","ethanol production (CO2 pathway)","ethanol production","alcohol metabolism","ethanol metabolism","ethanol","#N/A","carbon dioxide",NA,NA,"",""
"50","MF0095","Type","Mucosal",-0.343187177655022,0.0767479906228936,50,50,0.0000704538541349012,0.00246588489472154,"propionate production III","propionate production (succinate pathway)","propionate production","organic acid metabolism","propionate metabolism","propionate","#N/A","carbon dioxide",NA,NA,"",""
"51","MF0096","Type","Mucosal",-0.26303068142224,0.0740751173507351,50,50,0.00106115986613502,0.00840919139201333,"succinate production","","succinate production","organic acid metabolism","succinate metabolism","cross-feeding","#N/A","#N/A",NA,NA,"",""
"52","MF0097","Type","Mucosal",-1.061826920464,0.214493092757518,50,9,0.0000161129530842953,0.00110169070151853,"homoacetogenesis","","homoacetogenesis","gas metabolism","acetogenesis","acetogenesis","#N/A","#N/A",NA,NA,"",""
"53","MF0101","Type","Mucosal",-0.354509812749699,0.0905076882610411,50,50,0.000369757883081844,0.0048530722154492,"nitrate reduction (dissimilatory)","nitrate reduction (dissimilatory)","nitrate reduction (dissimilatory)","inorganic nutrient metabolism","nitrogen","nitrate reduction","ammonia","#N/A",NA,NA,"",""
"54","MF0102","Type","Mucosal",-1.07836899439093,0.34238616894559,50,42,0.00319385857009784,0.019163151420587,"sulfate reduction (dissimilatory)","","sulfate reduction (dissimilatory)","gas metabolism","sulfate metabolism","sulfate reduction","#N/A","#N/A",NA,NA,"",""
"55","MF0103","Type","Mucosal",-0.416023157437022,0.0976727046106369,50,50,0.00013442786948232,0.00313665028792079,"mucin degradation","","mucin degradation","glycoprotein degradation","mucus degradation","mucin degradation","#N/A","#N/A",NA,NA,"",""
