"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","annotation","detailed_annotation","condensed_annotation","Hierarchy_L1","Hierarchy_L2","Map","Map2_ammonia","Map3_carbon_dioxide","X","X.1","X.2","X.3"
"15","MF0019","Type","Mucosal",0.459519498814684,0.0887897041616186,269,35,5.11131349575795e-07,9.45592996715221e-06,"rhamnose degradation","","rhamnose degradation","carbohydrate degradation","monosaccharide degradation","monosaccharides","#N/A","#N/A",NA,NA,"",""
"16","MF0020","Type","Mucosal",-0.292472333723093,0.0526774412318842,269,269,8.07197063477481e-08,1.58115660081177e-06,"ribose degradation","","ribose degradation","carbohydrate degradation","monosaccharide degradation","monosaccharides","#N/A","#N/A",NA,NA,"",""
"17","MF0021","Type","Mucosal",-0.257695986653433,0.0747876080767496,269,228,0.000681147956413618,0.00613033160772256,"xylose degradation","","xylose degradation","carbohydrate degradation","monosaccharide degradation","monosaccharides","#N/A","#N/A",NA,NA,"",""
"18","MF0024","Type","Mucosal",0.98605787569914,0.298331628312081,269,75,0.00110703907910048,0.00933275983140405,"phenylalanine degradation","phenylalanine degradation","phenylalanine degradation","amino acid degradation","aromatic amino acid degradation","proteolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"19","MF0026","Type","Mucosal",-0.835292377824918,0.139218581614402,269,253,7.97289087826308e-09,1.7699817749744e-07,"tyrosine degradation I","tyrosine degradation (hydroxyphenylacetaldehyde pathway)","tyrosine degradation","amino acid degradation","aromatic amino acid degradation","proteolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"20","MF0029","Type","Mucosal",0.234387702397482,0.065179926687009,269,159,0.000398564576215259,0.00384701460520815,"aspartate degradation II","aspartate degradation (fumarate pathway)","aspartate degradation","amino acid degradation","negatively charged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"21","MF0031","Type","Mucosal",0.646937003848161,0.0894844631458447,269,127,7.93659685357867e-12,2.29816239325365e-10,"glutamate degradation II","glutamate degradation (methylaspartate pathway)","glutamate degradation","amino acid degradation","negatively charged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"22","MF0034","Type","Mucosal",-0.792207401998645,0.106139528452556,269,209,1.92803319489624e-12,6.11461956095664e-11,"alanine degradation II","","alanine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"23","MF0036","Type","Mucosal",-0.399219858058468,0.0537430993159529,269,247,2.35409892299401e-12,7.12649946688185e-11,"isoleucine degradation","isoleucine degradation","isoleucine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"24","MF0041","Type","Mucosal",-0.432403761244291,0.0473812458691708,269,229,4.51765030723774e-17,3.34306122735593e-15,"valine degradation I","valine degradation","valine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"25","MF0044","Type","Mucosal",-0.305091172397063,0.0371093133554393,269,269,1.7215277372269e-14,8.18955337852226e-13,"cysteine degradation I","","cysteine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"26","MF0047","Type","Mucosal",-0.397879448221348,0.0448563544063725,269,265,2.54222487433953e-16,1.53920160573648e-14,"glutamine degradation II","","glutamine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"27","MF0048","Type","Mucosal",-0.207888045030674,0.0402801156924981,269,269,5.46490948871101e-07,9.83683707967982e-06,"serine degradation","serine degradation","serine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"28","MF0049","Type","Mucosal",-0.322179882547601,0.0416703863919532,269,269,3.74612740845327e-13,1.46760050237052e-11,"threonine degradation I","threonine degradation (formate pathway)","threonine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"29","MF0050","Type","Mucosal",-0.320454559392971,0.0421666079743702,269,269,8.50550041236728e-13,2.8323316373183e-11,"threonine degradation II","","threonine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"30","MF0054","Type","Mucosal",-0.806883715810263,0.132107416330009,269,260,4.46248142059388e-09,1.04617392255919e-07,"arginine degradation IV","","arginine degradation","amino acid degradation","positively charged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"31","MF0055","Type","Mucosal",-0.231687461325308,0.0565314980667561,269,241,5.84353011022881e-05,0.000748421356425459,"arginine degradation V","arginine degradation (agmatine deiminase pathway)","arginine degradation","amino acid degradation","positively charged amino acid degradation","proteolytic fermentation","ammonia","carbon dioxide",NA,NA,"",""
"32","MF0061","Type","Mucosal",-0.443210498734748,0.0399655377923313,269,269,5.41719180652844e-23,1.20261658104931e-20,"glycerol degradation II","","glycerol degradation","lipid degradation","glycerol degradation","lipolytic fermentation","#N/A","#N/A",NA,NA,"",""
"33","MF0062","Type","Mucosal",-0.760357252110371,0.176745560094646,269,51,2.5563609202748e-05,0.000370116602805004,"glycerol degradation III","","glycerol degradation","lipid degradation","glycerol degradation","lipolytic fermentation","#N/A","#N/A",NA,NA,"",""
"34","MF0065","Type","Mucosal",-0.278445827495359,0.0481852589354064,269,269,2.54813930389602e-08,5.30331492623358e-07,"Bifidobacterium shunt","","Bifidobacterium shunt","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"35","MF0066","Type","Mucosal",-0.286116461845623,0.0456073298467655,269,269,1.84174121158302e-09,4.54296165523811e-08,"Entner-Doudoroff pathway","","Entner-Doudoroff pathway","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"36","MF0067","Type","Mucosal",-0.367378253497624,0.0381559852283464,269,269,1.56388514389221e-18,1.72065156162964e-16,"glycolysis (preparatory phase)","","glycolysis (preparatory phase)","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"37","MF0068","Type","Mucosal",-0.350696535576132,0.0397973208296856,269,269,3.72372220551604e-16,2.0666658240614e-14,"glycolysis (pay-off phase)","","glycolysis (pay-off phase)","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"38","MF0071","Type","Mucosal",-0.328914968411137,0.0368965544098127,269,269,1.88531330934584e-16,1.25561866402433e-14,"pentose phosphate pathway (non-oxidative branch)","","pentose phosphate pathway","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"39","MF0073","Type","Mucosal",-0.307853584741386,0.0560201487806134,269,260,1.06972072327038e-07,2.03552571913735e-06,"pyruvate:ferredoxin oxidoreductase","pyruvate:ferredoxin oxidoreductase","pyruvate:ferredoxin oxidoreductase","central metabolism","energy metabolism","central metabolism","#N/A","carbon dioxide",NA,NA,"",""
"40","MF0074","Type","Mucosal",-0.29055639292397,0.0421935675332228,269,269,5.91889797788709e-11,1.64249418886367e-09,"pyruvate:formate lyase","","pyruvate:formate lyase","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"41","MF0075","Type","Mucosal",-0.147857424021917,0.0534628914727181,269,229,0.00616476146366172,0.0339316622710637,"acetate to acetyl-CoA","","acetate to acetyl-CoA","organic acid metabolism","acetate metabolism","cross-feeding","#N/A","#N/A",NA,NA,"",""
"42","MF0078","Type","Mucosal",-0.141679478219328,0.0518693808408052,269,268,0.00681637320586725,0.0363176364408607,"lactaldehyde degradation","","lactaldehyde degradation","organic compound metabolism","aldehyde degradation","#N/A","#N/A","#N/A",NA,NA,"",""
"43","MF0080","Type","Mucosal",-1.82882528736442,0.190452091283279,269,107,1.80849263234346e-18,1.72065156162964e-16,"lactate consumption II","","lactate consumption","organic acid metabolism","lactate metabolism","cross-feeding","#N/A","#N/A",NA,NA,"",""
"44","MF0086","Type","Mucosal",-0.348582864045353,0.0457708895193535,269,269,7.64242484467105e-13,2.67887102450048e-11,"acetyl-CoA to acetate","","acetyl-CoA to acetate","organic acid metabolism","acetate metabolism","acetate","#N/A","#N/A",NA,NA,"",""
"45","MF0087","Type","Mucosal",-0.573983627804536,0.0627665013632016,269,209,4.0184282966546e-17,3.34306122735593e-15,"acetyl-CoA to crotonyl-CoA","","acetyl-CoA to crotonyl-CoA","organic acid metabolism","butyrate metabolism","butyrate","#N/A","#N/A",NA,NA,"",""
"46","MF0089","Type","Mucosal",-0.317265911700284,0.0921929675307258,269,59,0.000692134582645605,0.00614615509389297,"butyrate production II","","butyrate production","organic acid metabolism","butyrate metabolism","butyrate","#N/A","#N/A",NA,NA,"",""
"47","MF0090","Type","Mucosal",-0.285366011389239,0.0489148602882529,269,269,1.9137499123997e-08,4.11147561825225e-07,"ethanol production I","ethanol production (CO2 pathway)","ethanol production","alcohol metabolism","ethanol metabolism","ethanol","#N/A","carbon dioxide",NA,NA,"",""
"48","MF0092","Type","Mucosal",-0.432509394205237,0.054517326283512,269,269,1.07559028924598e-13,4.77562088425215e-12,"lactate production","","lactate production","organic acid metabolism","lactate metabolism","cross-feeding","#N/A","#N/A",NA,NA,"",""
"49","MF0093","Type","Mucosal",1.49850510574723,0.265547984036561,269,47,5.08982567776534e-08,1.0272193640581e-06,"propionate production I","","propionate production","organic acid metabolism","propionate metabolism","propionate","#N/A","#N/A",NA,NA,"",""
"50","MF0094","Type","Mucosal",-1.15206688773395,0.0994789387194159,269,172,1.53121974492276e-24,5.09896175059278e-22,"propionate production II","","propionate production","organic acid metabolism","propionate metabolism","propionate","#N/A","#N/A",NA,NA,"",""
"51","MF0095","Type","Mucosal",-0.324475452788328,0.107957755695295,269,162,0.00295867546731043,0.0187664558212261,"propionate production III","propionate production (succinate pathway)","propionate production","organic acid metabolism","propionate metabolism","propionate","#N/A","carbon dioxide",NA,NA,"",""
"52","MF0103","Type","Mucosal",-0.545356127924752,0.120506042960671,269,217,9.87065382169462e-06,0.000156520367744015,"mucin degradation","","mucin degradation","glycoprotein degradation","mucus degradation","mucin degradation","#N/A","#N/A",NA,NA,"",""
