,metadata,feature,value,coef,stderr,N,N.not.0,pval,qval,Site
24,Type,MF0054,Mucosal,-0.982220762,0.324119066,86,82,0.003987587,0.043155123,Duodenum
35,Type,MF0049,Mucosal,-0.184338961,0.08172508,86,86,0.029274859,0.161323157,Duodenum
29,Type,MF0050,Mucosal,-0.193956568,0.072527392,86,86,0.010722304,0.079345046,Duodenum
25,Type,MF0036,Mucosal,-0.301143364,0.102739209,86,74,0.005343997,0.052302404,Duodenum
34,Type,MF0031,Mucosal,0.386886023,0.16984811,86,54,0.027809652,0.154896774,Duodenum
43,Type,MF0074,Mucosal,-0.136777658,0.080712212,86,86,0.097484056,0.348688889,Duodenum
27,Type,MF0092,Mucosal,-0.240986515,0.084728325,86,86,0.006934036,0.058882467,Duodenum
30,Type,MF0010,Mucosal,-0.17564974,0.065615723,86,86,0.010587004,0.079345046,Duodenum
73,Type,MF0021,Mucosal,-0.042405696,0.204089633,86,73,0.836311373,0.963573689,Duodenum
46,Type,MF0090,Mucosal,-0.119323619,0.074939248,86,86,0.118977159,0.387611122,Duodenum
39,Type,MF0015,Mucosal,-0.15675176,0.075669525,86,86,0.044575395,0.211835365,Duodenum
36,Type,MF0093,Mucosal,1.096014092,0.492172109,86,17,0.030925807,0.166870502,Duodenum
51,Type,MF0002,Mucosal,-0.133810589,0.090347653,86,86,0.146022985,0.424943295,Duodenum
58,Type,MF0020,Mucosal,-0.096556725,0.087072742,86,86,0.273895926,0.655740496,Duodenum
41,Type,MF0066,Mucosal,-0.136051047,0.078134883,86,86,0.088950325,0.34127916,Duodenum
48,Type,MF0004,Mucosal,0.636482349,0.406167214,86,56,0.121152365,0.389794564,Duodenum
53,Type,MF0065,Mucosal,-0.114596327,0.083999733,86,86,0.179741293,0.491220412,Duodenum
61,Type,MF0048,Mucosal,-0.054921174,0.065076787,86,86,0.40356023,0.777842349,Duodenum
44,Type,MF0008,Mucosal,-0.230048555,0.137625769,86,82,0.101866424,0.356532484,Duodenum
33,Type,MF0055,Mucosal,-0.216794658,0.090543808,86,79,0.021354639,0.129861983,Duodenum
47,Type,MF0029,Mucosal,-0.175152758,0.110458675,86,60,0.119885584,0.388129578,Duodenum
68,Type,MF0033,Mucosal,-0.036739113,0.07156068,86,86,0.610409436,0.891973343,Duodenum
69,Type,MF0007,Mucosal,-0.056904099,0.129788086,86,79,0.663297706,0.91531538,Duodenum
62,Type,MF0078,Mucosal,0.07225015,0.094147853,86,86,0.447197626,0.830280896,Duodenum
54,Type,MF0005,Mucosal,-0.158150128,0.128627196,86,86,0.225443551,0.55875483,Duodenum
71,Type,MF0045,Mucosal,-0.045780769,0.13409525,86,69,0.734431733,0.928986178,Duodenum
50,Type,MF0014,Mucosal,0.140153747,0.091983645,86,86,0.135202218,0.407178774,Duodenum
60,Type,MF0085,Mucosal,0.132819779,0.151024198,86,67,0.384170225,0.769248615,Duodenum
63,Type,MF0070,Mucosal,0.0588859,0.08996364,86,86,0.516310394,0.861889897,Duodenum
45,Type,MF0096,Mucosal,-0.184054016,0.111063636,86,77,0.104734879,0.360676416,Duodenum
55,Type,MF0016,Mucosal,0.184430434,0.155690052,86,21,0.242966177,0.596476207,Duodenum
65,Type,MF0046,Mucosal,0.082485497,0.145296412,86,83,0.573185108,0.873017283,Duodenum
59,Type,MF0051,Mucosal,0.124182166,0.11782492,86,85,0.297757632,0.669395502,Duodenum
66,Type,MF0022,Mucosal,-0.050525324,0.099621542,86,75,0.614738385,0.891973343,Duodenum
52,Type,MF0089,Mucosal,-0.264993308,0.190930238,86,16,0.172287761,0.477949632,Duodenum
49,Type,MF0076,Mucosal,0.201656601,0.130012857,86,81,0.128134527,0.399120108,Duodenum
28,Type,MF0012,Mucosal,0.495834849,0.179174099,86,31,0.008396666,0.067134499,Duodenum
32,Type,MF0072,Mucosal,0.248611749,0.101980237,86,85,0.019188594,0.124246147,Duodenum
40,Type,MF0028,Mucosal,-0.243876033,0.119359453,86,78,0.047259945,0.219332664,Duodenum
110,Type,MF0006,Mucosal,-0.525700548,0.073082294,91,91,5.79055E-09,2.9995E-06,Jejunum
81,Type,MF0047,Mucosal,-0.441252808,0.079123814,91,89,1.43256E-06,9.27581E-05,Jejunum
64,Type,MF0094,Mucosal,-1.100443509,0.195388416,91,62,1.05476E-06,9.10609E-05,Jejunum
56,Type,MF0009,Mucosal,-0.476699062,0.08294905,91,91,8.31647E-07,8.61586E-05,Jejunum
101,Type,MF0080,Mucosal,-2.086074981,0.400253575,91,42,4.275E-06,0.000221445,Jejunum
161,Type,MF0087,Mucosal,-0.620208941,0.124957091,91,70,1.05579E-05,0.000341813,Jejunum
210,Type,MF0061,Mucosal,-0.488481622,0.076659135,91,91,9.19261E-08,2.38089E-05,Jejunum
310,Type,MF0067,Mucosal,-0.432591923,0.071198053,91,91,2.59282E-07,4.47694E-05,Jejunum
31,Type,MF0034,Mucosal,-0.881412792,0.241958105,91,69,0.000669255,0.007703867,Jejunum
91,Type,MF0017,Mucosal,-0.421915895,0.079698526,91,91,3.68146E-06,0.000211889,Jejunum
72,Type,MF0068,Mucosal,-0.405875575,0.07225037,91,91,1.23381E-06,9.13016E-05,Jejunum
451,Type,MF0019,Mucosal,0.492678449,0.187963992,91,14,0.011820271,0.064120795,Jejunum
131,Type,MF0041,Mucosal,-0.465158863,0.092395245,91,76,8.00342E-06,0.000296126,Jejunum
231,Type,MF0073,Mucosal,-0.420464775,0.095208252,91,85,6.31909E-05,0.001309316,Jejunum
401,Type,MF0026,Mucosal,-0.780870894,0.257596201,91,87,0.003996553,0.030444333,Jejunum
181,Type,MF0018,Mucosal,-0.407412654,0.086761968,91,91,2.58449E-05,0.000704613,Jejunum
151,Type,MF0011,Mucosal,-0.443042494,0.088622514,91,91,9.86982E-06,0.000340838,Jejunum
141,Type,MF0044,Mucosal,-0.357606193,0.070602076,91,91,7.6952E-06,0.000296126,Jejunum
410,Type,MF0071,Mucosal,-0.392560663,0.066090231,91,91,3.82116E-07,4.9484E-05,Jejunum
42,Type,MF0001,Mucosal,-0.532440949,0.196676902,91,46,0.009503871,0.057244244,Jejunum
241,Type,MF0086,Mucosal,-0.393648096,0.089871251,91,91,7.25032E-05,0.001444486,Jejunum
531,Type,MF0095,Mucosal,-0.362977265,0.193585722,91,49,0.067291636,0.24069696,Jejunum
481,Type,MF0103,Mucosal,-0.597751297,0.26887814,91,71,0.031110685,0.138148349,Jejunum
351,Type,MF0054,Mucosal,-0.910579617,0.271817981,91,88,0.0015979,0.014590009,Jejunum
111,Type,MF0049,Mucosal,-0.398895481,0.077065062,91,91,5.09251E-06,0.000228305,Jejunum
121,Type,MF0050,Mucosal,-0.391268064,0.075338543,91,91,5.28892E-06,0.000228305,Jejunum
171,Type,MF0036,Mucosal,-0.480771301,0.1022734,91,84,2.35285E-05,0.000677097,Jejunum
191,Type,MF0031,Mucosal,0.799813512,0.172128222,91,38,3.01736E-05,0.000772199,Jejunum
201,Type,MF0074,Mucosal,-0.359144985,0.078163511,91,91,3.51823E-05,0.000828384,Jejunum
211,Type,MF0092,Mucosal,-0.464977002,0.102376627,91,91,4.45975E-05,0.001004414,Jejunum
221,Type,MF0010,Mucosal,-0.35595067,0.080080314,91,91,5.90308E-05,0.001274082,Jejunum
251,Type,MF0021,Mucosal,-0.393662378,0.097117507,91,78,0.000200841,0.003116888,Jejunum
26,Type,MF0090,Mucosal,-0.355132921,0.087413699,91,91,0.000204583,0.003116888,Jejunum
271,Type,MF0015,Mucosal,-0.359425314,0.093178943,91,91,0.000375739,0.005260346,Jejunum
281,Type,MF0093,Mucosal,1.815084641,0.474261746,91,21,0.00039801,0.005286393,Jejunum
291,Type,MF0002,Mucosal,-0.366630215,0.096122701,91,91,0.000421024,0.005452266,Jejunum
301,Type,MF0020,Mucosal,-0.369151132,0.099052302,91,91,0.000564439,0.006644986,Jejunum
321,Type,MF0066,Mucosal,-0.31232651,0.086411628,91,91,0.000784121,0.008642013,Jejunum
331,Type,MF0004,Mucosal,1.374366692,0.402785325,91,44,0.000998342,0.010342828,Jejunum
341,Type,MF0065,Mucosal,-0.307247604,0.091372962,91,91,0.001605464,0.014590009,Jejunum
361,Type,MF0048,Mucosal,-0.247126141,0.074451804,91,91,0.001810043,0.016165553,Jejunum
37,Type,MF0008,Mucosal,-0.415914396,0.12850982,91,87,0.002304026,0.019249766,Jejunum
38,Type,MF0055,Mucosal,-0.318910187,0.101044246,91,81,0.002861836,0.023162988,Jejunum
391,Type,MF0029,Mucosal,0.368480075,0.120573716,91,47,0.003831314,0.029621203,Jejunum
411,Type,MF0033,Mucosal,-0.228874343,0.082360057,91,91,0.008002558,0.049943673,Jejunum
551,Type,MF0007,Mucosal,-0.226709843,0.124696571,91,89,0.075800161,0.265300562,Jejunum
521,Type,MF0078,Mucosal,-0.191533165,0.097341367,91,90,0.05537842,0.212489049,Jejunum
441,Type,MF0005,Mucosal,-0.306666933,0.116317198,91,91,0.011490733,0.063321271,Jejunum
67,Type,MF0045,Mucosal,0.048163852,0.103868495,91,65,0.64513617,0.896711045,Jejunum
581,Type,MF0014,Mucosal,-0.144480656,0.095993319,91,91,0.139546117,0.417831727,Jejunum
621,Type,MF0085,Mucosal,-0.113999408,0.142253632,91,72,0.427232703,0.810646668,Jejunum
591,Type,MF0070,Mucosal,-0.135034647,0.100356746,91,91,0.185423959,0.510902184,Jejunum
731,Type,MF0096,Mucosal,-0.004597363,0.116923341,91,76,0.968809915,0.989715314,Jejunum
70,Type,MF0016,Mucosal,0.04389066,0.203573344,91,24,0.830305945,0.950666913,Jejunum
611,Type,MF0046,Mucosal,0.12458451,0.150959095,91,83,0.413484125,0.804727906,Jejunum
631,Type,MF0051,Mucosal,-0.088366097,0.11838475,91,91,0.459430225,0.832315025,Jejunum
74,Type,MF0022,Mucosal,-0.000183449,0.112090079,91,66,0.998701754,0.998701754,Jejunum
471,Type,MF0089,Mucosal,-0.366685771,0.159183262,91,21,0.026114143,0.118659002,Jejunum
651,Type,MF0076,Mucosal,-0.063174284,0.126845127,91,87,0.620965922,0.888564497,Jejunum
491,Type,MF0012,Mucosal,0.431309753,0.195562784,91,41,0.032595952,0.140705861,Jejunum
711,Type,MF0072,Mucosal,-0.005232946,0.113333938,91,91,0.963384993,0.989715314,Jejunum
511,Type,MF0028,Mucosal,-0.191820026,0.096280833,91,78,0.052550291,0.204418596,Jejunum
82,Type,MF0006,Mucosal,-0.453358626,0.075886608,92,92,2.99545E-07,1.88713E-05,Ileum
382,Type,MF0047,Mucosal,-0.291510159,0.089931243,92,92,0.002234218,0.018094788,Ileum
312,Type,MF0094,Mucosal,-1.322793158,0.201877108,92,58,4.30062E-08,7.22504E-06,Ileum
412,Type,MF0009,Mucosal,-0.494249123,0.077262957,92,92,7.17383E-08,9.03902E-06,Ileum
172,Type,MF0080,Mucosal,-1.853630639,0.349976614,92,33,3.84551E-06,0.000114008,Ileum
282,Type,MF0087,Mucosal,-0.587860442,0.128787152,92,74,3.8248E-05,0.000695466,Ileum
112,Type,MF0061,Mucosal,-0.554835296,0.069620444,92,92,3.79562E-10,1.91299E-07,Ileum
102,Type,MF0067,Mucosal,-0.411394998,0.070996138,92,92,5.80881E-07,2.92764E-05,Ileum
432,Type,MF0034,Mucosal,-0.603731936,0.221051373,92,69,0.008917484,0.054809901,Ileum
212,Type,MF0017,Mucosal,-0.521475133,0.074025261,92,92,8.1075E-09,2.04309E-06,Ileum
132,Type,MF0068,Mucosal,-0.414256011,0.07605456,92,92,1.92749E-06,7.47273E-05,Ileum
NA,NA,MF0019,NA,NA,NA,NA,NA,NA,NA,Ileum
152,Type,MF0041,Mucosal,-0.517374662,0.097001699,92,82,2.86047E-06,9.61117E-05,Ileum
632,Type,MF0073,Mucosal,-0.106604972,0.109233956,92,91,0.334120169,0.759761104,Ileum
472,Type,MF0026,Mucosal,-0.598519714,0.255312539,92,86,0.02345415,0.121864862,Ileum
232,Type,MF0018,Mucosal,-0.487876505,0.101730641,92,92,1.73005E-05,0.000379048,Ileum
610,Type,MF0011,Mucosal,-0.511591857,0.081624624,92,92,1.08892E-07,9.57181E-06,Ileum
213,Type,MF0044,Mucosal,-0.351760646,0.069590831,92,92,7.22617E-06,0.000173428,Ileum
162,Type,MF0071,Mucosal,-0.376655548,0.071373887,92,92,3.35634E-06,0.000105725,Ileum
582,Type,MF0001,Mucosal,-0.293457226,0.229935818,92,54,0.208237443,0.590505359,Ileum
182,Type,MF0086,Mucosal,-0.459144315,0.088167398,92,92,4.44415E-06,0.000124436,Ileum
702,Type,MF0095,Mucosal,0.034845556,0.185923497,92,50,0.852160371,0.971687119,Ileum
622,Type,MF0103,Mucosal,-0.235983055,0.236563029,92,73,0.323711302,0.755326371,Ileum
392,Type,MF0054,Mucosal,-0.568973168,0.177863468,92,90,0.00246471,0.019409592,Ileum
113,Type,MF0049,Mucosal,-0.399125778,0.071800413,92,92,1.37317E-06,6.29164E-05,Ileum
202,Type,MF0050,Mucosal,-0.395248662,0.076799084,92,92,5.67702E-06,0.000143061,Ileum
313,Type,MF0036,Mucosal,-0.445827293,0.105614016,92,89,6.11795E-05,0.000963577,Ileum
252,Type,MF0031,Mucosal,0.812054726,0.170395454,92,35,1.89109E-05,0.000380649,Ileum
142,Type,MF0074,Mucosal,-0.394067029,0.07274362,92,92,2.268E-06,8.16479E-05,Ileum
512,Type,MF0092,Mucosal,-0.622323215,0.098896882,92,92,1.1395E-07,9.57181E-06,Ileum
75,Type,MF0010,Mucosal,-0.456460075,0.073610375,92,92,1.52777E-07,1.09999E-05,Ileum
402,Type,MF0021,Mucosal,-0.289559816,0.099698234,92,77,0.005642638,0.03804976,Ileum
292,Type,MF0090,Mucosal,-0.401117338,0.088644883,92,92,4.38355E-05,0.000736437,Ileum
242,Type,MF0015,Mucosal,-0.427461882,0.089154546,92,92,1.80499E-05,0.000379048,Ileum
NA.1,NA,MF0093,NA,NA,NA,NA,NA,NA,NA,Ileum
92,Type,MF0002,Mucosal,-0.483221245,0.082087712,92,92,4.63331E-07,2.59465E-05,Ileum
302,Type,MF0020,Mucosal,-0.421801075,0.095095918,92,92,5.85336E-05,0.000951644,Ileum
222,Type,MF0066,Mucosal,-0.415490055,0.08341329,92,92,9.68384E-06,0.000221848,Ileum
332,Type,MF0004,Mucosal,1.609244332,0.421323934,92,46,0.000255294,0.003299178,Ileum
272,Type,MF0065,Mucosal,-0.417741878,0.091614818,92,92,3.8637E-05,0.000695466,Ileum
262,Type,MF0048,Mucosal,-0.340121494,0.071324777,92,92,1.96366E-05,0.000380649,Ileum
192,Type,MF0008,Mucosal,-0.657923827,0.127078658,92,88,4.95763E-06,0.000131508,Ileum
562,Type,MF0055,Mucosal,-0.180559083,0.11596172,92,81,0.126300232,0.434812449,Ileum
122,Type,MF0029,Mucosal,0.534721296,0.097410731,92,52,1.7156E-06,7.2055E-05,Ileum
712,Type,MF0033,Mucosal,-0.020643402,0.23706582,92,91,0.930977578,0.972778572,Ileum
322,Type,MF0007,Mucosal,-0.54091291,0.132436327,92,87,0.000180841,0.002463354,Ileum
342,Type,MF0078,Mucosal,-0.325461562,0.085484072,92,92,0.00042529,0.0048715,Ileum
352,Type,MF0005,Mucosal,-0.432634011,0.117054765,92,92,0.000589147,0.006047532,Ileum
362,Type,MF0045,Mucosal,0.434327541,0.11790017,92,70,0.000596068,0.006047532,Ileum
371,Type,MF0014,Mucosal,-0.306957812,0.087361903,92,92,0.00102855,0.009780928,Ileum
413,Type,MF0085,Mucosal,-0.380375374,0.135037342,92,78,0.007182345,0.046409001,Ileum
482,Type,MF0070,Mucosal,-0.255083923,0.110729007,92,92,0.025851075,0.132948388,Ileum
692,Type,MF0096,Mucosal,0.014954872,0.12122265,92,71,0.902368479,0.971687119,Ileum
681,Type,MF0016,Mucosal,0.103301166,0.20958647,92,24,0.62441606,0.918663839,Ileum
721,Type,MF0046,Mucosal,-0.011163354,0.16943703,92,78,0.947754151,0.972778572,Ileum
57,Type,MF0051,Mucosal,-0.175014751,0.124887412,92,92,0.167953697,0.516150386,Ileum
522,Type,MF0022,Mucosal,0.232242549,0.108094928,92,66,0.037175825,0.171895556,Ileum
542,Type,MF0089,Mucosal,-0.357424238,0.180134444,92,22,0.053236759,0.231304539,Ileum
501,Type,MF0076,Mucosal,-0.295014951,0.129595658,92,85,0.027631177,0.135458149,Ileum
612,Type,MF0012,Mucosal,0.218913333,0.203452495,92,37,0.287683258,0.710746871,Ileum
492,Type,MF0072,Mucosal,-0.251719215,0.110479745,92,89,0.02755276,0.135458149,Ileum
513,Type,MF0028,Mucosal,0.26761122,0.122592916,92,86,0.03410818,0.159171507,Ileum
3101,Type,MF0006,Mucosal,-0.260931728,0.077867802,95,95,0.001192942,0.049407675,Cecum
6311,Type,MF0047,Mucosal,0.029200051,0.084952914,95,95,0.732899412,0.922788899,Cecum
2101,Type,MF0094,Mucosal,-0.551590965,0.134261722,95,53,0.000158715,0.026293752,Cecum
911,Type,MF0009,Mucosal,-0.243847769,0.087983665,95,95,0.006822836,0.086947424,Cecum
811,Type,MF0080,Mucosal,-1.193288053,0.413271529,95,13,0.005845673,0.078521611,Cecum
552,Type,MF0087,Mucosal,0.07321879,0.135157672,95,91,0.59094679,0.851305956,Cecum
3311,Type,MF0061,Mucosal,-0.09171604,0.069706993,95,95,0.191719127,0.565555505,Cecum
1411,Type,MF0067,Mucosal,-0.153487014,0.062892443,95,95,0.016696094,0.136032111,Cecum
1911,Type,MF0034,Mucosal,-0.304181619,0.151099112,95,87,0.051877908,0.265807425,Cecum
1711,Type,MF0017,Mucosal,-0.168140567,0.074147292,95,95,0.025827409,0.170969392,Cecum
2711,Type,MF0068,Mucosal,-0.104510018,0.068016454,95,95,0.128034976,0.484875577,Cecum
NA1,NA,MF0019,NA,NA,NA,NA,NA,NA,NA,Cecum
4111,Type,MF0041,Mucosal,0.103773859,0.09796788,95,92,0.296889195,0.683120046,Cecum
571,Type,MF0073,Mucosal,0.045638459,0.091422195,95,95,0.620354615,0.874115797,Cecum
532,Type,MF0026,Mucosal,-0.224041518,0.397840723,95,90,0.574785496,0.847680687,Cecum
4101,Type,MF0018,Mucosal,-0.322146887,0.093005457,95,94,0.001360667,0.052019364,Cecum
3511,Type,MF0011,Mucosal,-0.098781866,0.078277946,95,95,0.210344001,0.581460891,Cecum
1111,Type,MF0044,Mucosal,-0.157764742,0.059682028,95,95,0.009733857,0.100927314,Cecum
652,Type,MF0071,Mucosal,-0.015972488,0.061747426,95,95,0.796497364,0.953548314,Cecum
431,Type,MF0001,Mucosal,-0.13574572,0.150628576,95,79,0.372139476,0.767791272,Cecum
2911,Type,MF0086,Mucosal,-0.117012606,0.082588176,95,95,0.160106428,0.545019827,Cecum
510,Type,MF0095,Mucosal,-0.413959041,0.138949992,95,71,0.003745123,0.067906316,Cecum
1101,Type,MF0103,Mucosal,-0.549556002,0.131437449,95,85,0.000125089,0.026293752,Cecum
2311,Type,MF0054,Mucosal,-0.292570202,0.17103729,95,91,0.093867766,0.405671999,Cecum
2811,Type,MF0049,Mucosal,0.098696176,0.063466914,95,95,0.127996729,0.484875577,Cecum
452,Type,MF0050,Mucosal,-0.057106774,0.067812593,95,95,0.40202624,0.770767382,Cecum
1811,Type,MF0036,Mucosal,0.148572956,0.075291784,95,94,0.051636031,0.265807425,Cecum
5211,Type,MF0031,Mucosal,-0.077465885,0.134475687,95,47,0.566062775,0.844844442,Cecum
3011,Type,MF0074,Mucosal,0.082646186,0.059279024,95,95,0.170631999,0.550675997,Cecum
1211,Type,MF0092,Mucosal,-0.300442682,0.111831692,95,95,0.010500544,0.10358256,Cecum
5811,Type,MF0010,Mucosal,-0.032804189,0.066081671,95,95,0.620850857,0.874115797,Cecum
2211,Type,MF0021,Mucosal,-0.128755532,0.071528889,95,93,0.078294136,0.350560229,Cecum
2111,Type,MF0090,Mucosal,-0.167291284,0.091157969,95,94,0.073718353,0.339240939,Cecum
2511,Type,MF0015,Mucosal,-0.13648783,0.084774814,95,95,0.111019524,0.446215353,Cecum
NA.11,NA,MF0093,NA,NA,NA,NA,NA,NA,NA,Cecum
6211,Type,MF0002,Mucosal,-0.037988866,0.093736796,95,95,0.686272706,0.909989249,Cecum
1011,Type,MF0020,Mucosal,-0.244342775,0.086809855,95,95,0.007388822,0.089566941,Cecum
442,Type,MF0066,Mucosal,-0.083989209,0.095024451,95,94,0.382906955,0.770767382,Cecum
311,Type,MF0004,Mucosal,0.382429088,0.273879383,95,79,0.166164291,0.550675997,Cecum
641,Type,MF0065,Mucosal,-0.024813866,0.076681872,95,95,0.7470213,0.929569533,Cecum
6111,Type,MF0048,Mucosal,0.027997271,0.068315066,95,95,0.684723858,0.909989249,Cecum
661,Type,MF0008,Mucosal,-0.391050437,0.129476203,95,87,0.004235605,0.067906316,Cecum
592,Type,MF0055,Mucosal,0.039940624,0.08699196,95,94,0.64837412,0.897609854,Cecum
601,Type,MF0029,Mucosal,0.027141431,0.061070574,95,82,0.659045033,0.904821495,Cecum
561,Type,MF0033,Mucosal,-0.173314117,0.325613182,95,92,0.595895785,0.853487622,Cecum
4011,Type,MF0007,Mucosal,-0.130131556,0.121066161,95,78,0.288446614,0.673042432,Cecum
2411,Type,MF0078,Mucosal,0.148708465,0.087198679,95,94,0.097822433,0.415536317,Cecum
4711,Type,MF0005,Mucosal,-0.111021822,0.13322023,95,94,0.410322397,0.77540012,Cecum
1311,Type,MF0045,Mucosal,0.223805802,0.085390528,95,91,0.012271858,0.109960803,Cecum
381,Type,MF0014,Mucosal,0.093213338,0.078556767,95,94,0.242444946,0.617923785,Cecum
541,Type,MF0085,Mucosal,0.075738968,0.137111337,95,49,0.58353832,0.849959148,Cecum
2011,Type,MF0070,Mucosal,-0.193855673,0.099389912,95,94,0.057853947,0.287534115,Cecum
261,Type,MF0096,Mucosal,-0.132297425,0.082291341,95,81,0.116687545,0.46394968,Cecum
691,Type,MF0016,Mucosal,-0.007965451,0.117408415,95,32,0.946199185,0.989146328,Cecum
1611,Type,MF0046,Mucosal,-0.285474157,0.119528163,95,87,0.019087521,0.143734817,Cecum
461,Type,MF0051,Mucosal,-0.082139804,0.09524401,95,94,0.393523498,0.770767382,Cecum
3911,Type,MF0022,Mucosal,0.081480737,0.075336974,95,88,0.285113827,0.673042432,Cecum
1511,Type,MF0089,Mucosal,0.31603662,0.128591929,95,60,0.017784732,0.141909527,Cecum
671,Type,MF0076,Mucosal,-0.021984284,0.129819968,95,67,0.866337517,0.971940736,Cecum
701,Type,MF0012,Mucosal,0.00561218,0.137987082,95,19,0.967729833,0.989146328,Cecum
421,Type,MF0072,Mucosal,0.092652714,0.101723983,95,87,0.367434139,0.767288938,Cecum
3411,Type,MF0028,Mucosal,0.124332251,0.096737559,95,93,0.206344691,0.581460891,Cecum
243,Type,MF0006,Mucosal,-0.251083578,0.065229989,95,95,0.000225645,0.004131036,Proximal_Colon
602,Type,MF0047,Mucosal,0.067000977,0.067011054,95,95,0.322550612,0.72081733,Proximal_Colon
203,Type,MF0094,Mucosal,-0.64054756,0.137353225,95,56,2.62292E-05,0.000624254,Proximal_Colon
314,Type,MF0009,Mucosal,-0.252879884,0.072054767,95,95,0.000713317,0.009453478,Proximal_Colon
273,Type,MF0080,Mucosal,-1.452333338,0.378568554,95,16,0.000374728,0.006150714,Proximal_Colon
653,Type,MF0087,Mucosal,0.072005045,0.108100971,95,93,0.508654936,0.828859576,Proximal_Colon
443,Type,MF0061,Mucosal,-0.147187291,0.063460092,95,95,0.022717952,0.154482071,Proximal_Colon
123,Type,MF0067,Mucosal,-0.270883561,0.054423333,95,95,3.22585E-06,0.000127959,Proximal_Colon
163,Type,MF0034,Mucosal,-0.534176087,0.114752536,95,83,1.15269E-05,0.000342925,Proximal_Colon
223,Type,MF0017,Mucosal,-0.272793496,0.062740004,95,95,3.71669E-05,0.000769193,Proximal_Colon
233,Type,MF0068,Mucosal,-0.239601194,0.059485418,95,95,0.000120021,0.002285207,Proximal_Colon
NA2,NA,MF0019,NA,NA,NA,NA,NA,NA,NA,Proximal_Colon
672,Type,MF0041,Mucosal,0.022313766,0.054159799,95,94,0.682220361,0.887259267,Proximal_Colon
543,Type,MF0073,Mucosal,0.10954239,0.066805105,95,95,0.107786517,0.434799848,Proximal_Colon
563,Type,MF0026,Mucosal,-0.380391565,0.246049605,95,91,0.128849446,0.47588067,Proximal_Colon
114,Type,MF0018,Mucosal,-0.716893551,0.075264437,95,95,2.74204E-12,1.30521E-09,Proximal_Colon
293,Type,MF0011,Mucosal,-0.273077073,0.075301833,95,95,0.000483635,0.007238962,Proximal_Colon
462,Type,MF0044,Mucosal,-0.107304332,0.048973667,95,95,0.031120234,0.18750926,Proximal_Colon
553,Type,MF0071,Mucosal,-0.074658263,0.046523361,95,95,0.112173456,0.436971038,Proximal_Colon
523,Type,MF0001,Mucosal,-0.216908117,0.114142062,95,78,0.063515782,0.302335122,Proximal_Colon
193,Type,MF0086,Mucosal,-0.341882653,0.076272308,95,95,2.23828E-05,0.000560748,Proximal_Colon
315,Type,MF0095,Mucosal,-0.736504582,0.099489596,95,64,2.10344E-09,3.33746E-07,Proximal_Colon
83,Type,MF0103,Mucosal,-0.690735949,0.110166773,95,87,1.06396E-07,6.33054E-06,Proximal_Colon
