metadata,feature,value,coef,stderr,N,N.not.0,pval,qval
Type,519f2ac102ab65678b0dcd72cb9f586a,Mucosal,-2.11009579,0.2499748814,95,38,6.53E-11,3.94E-09
Type,01ac8dc658ac5b92afc9837f747e74dd,Mucosal,-1.182972399,0.1397941845,95,48,6.79E-11,3.97E-09
Type,b7e800ed490ab8e535a11f2bd8f6cacc,Mucosal,1.416126545,0.170766552,95,81,1.02E-10,5.77E-09
Type,efe64b2cd066392c8b5379c583817500,Mucosal,-1.05952676,0.1266964576,95,69,1.25E-10,6.70E-09
Line,078adee61a27c0b09155d2f8a79114e3,LyzCre,2.461913312,0.287146518,95,18,1.23E-10,6.70E-09
Type,7fd2dbaa8c8b59e687ce1cf9edb857dc,Mucosal,-1.20030613,0.1501031995,95,33,2.87E-10,1.50E-08
Type,236833fbc5a378aae084b64206c25372,Mucosal,-1.267062126,0.1590287727,95,34,3.10E-10,1.58E-08
Type,17bccd87573679acdd1eda74fc49bde7,Mucosal,1.263471484,0.1617910923,95,60,5.53E-10,2.74E-08
Line,b818498a79e2d7a40cdaf0d29b43c7c0,Vil1Cre,-3.34707147,0.4207189863,95,68,1.03E-09,4.96E-08
Line,4c8288bfbd76958c0c094d87b97650f8,Vil1Cre,4.285372819,0.6485652305,95,52,3.00E-09,1.36E-07
Type,9558d82710beac18e454f983c9db7cca,Mucosal,0.8645405803,0.1185191309,95,91,3.03E-09,1.36E-07
Type,95567a20354fa3a584ecf4f0ab229ef6,Mucosal,1.055304322,0.1438772947,95,39,2.92E-09,1.36E-07
Type,99417dd633fa8ea2fc2d6f5bfe6b3582,Mucosal,1.28213463,0.1750533554,95,40,3.14E-09,1.38E-07
Line,20b86a0cfa5df6fb3f9afef5cf2f0151,JJWT,-5.827883349,0.791292333,95,54,4.53E-09,1.95E-07
Line,fbbeae3dceada6928b2cdc472f5d9901,Vil1Cre,4.834853884,0.659284054,95,40,5.52E-09,2.32E-07
Type,5756e2e2f97499253c4280eeb7413ca6,Mucosal,0.9808858976,0.1381440628,95,18,5.81E-09,2.39E-07
Type,292a57429f3bed0adc53c07dc4c62c9f,Mucosal,0.8956547941,0.1288653931,95,84,1.03E-08,4.14E-07
Line,7f2a284a722c1b4a8d548cf5635d9d6e,JJWT,-4.507533907,0.6334999794,95,31,1.12E-08,4.41E-07
Type,44585e66f2af08e85803b2e5689b1eeb,Mucosal,1.185750079,0.1715708935,95,56,1.21E-08,4.67E-07
Line,9de76593a352f0485ab552209ea38a3b,LyzCre,2.593873928,0.3708415544,95,24,1.69E-08,6.40E-07
Type,f0711e2c91ed3101e810bfdad130849f,Mucosal,-0.5787241029,0.08633891042,95,53,2.77E-08,1.03E-06
Type,0daddf1b0a2e7ae6c3add7261ca7b510,Mucosal,0.4966685495,0.07492234809,95,93,3.30E-08,1.20E-06
Type,b3ef12a80d40902556c2fd4de5924438,Mucosal,-0.912349938,0.1387105977,95,11,3.91E-08,1.40E-06
Type,2e11ee45d4ccab0775222da825d3bd42,Mucosal,0.902545759,0.1373507594,95,80,4.00E-08,1.41E-06
Type,07f9cf5cd15f1e6c3b5f4c0b6b8addc4,Mucosal,-0.905977665,0.1391070267,95,12,5.09E-08,1.76E-06
Type,fd127481a7a3b20d6d476f8d15c8b746,Mucosal,1.206589077,0.1898258469,95,73,8.13E-08,2.75E-06
Type,c42634f8d1aad4956aa9638465e86565,Mucosal,-1.064477855,0.1689164618,95,95,1.03E-07,3.42E-06
Line,c8433912bf1d2d7d9dd177739211ae41,JJWT,-5.452671878,0.8611487661,95,70,1.45E-07,4.74E-06
Type,5e7454ae5bc6cea5edbfbe42b2d24477,Mucosal,0.7555395813,0.1222170469,95,82,1.52E-07,4.90E-06
Type,0d193515752095f48f18055431a650f0,Mucosal,-0.6587999872,0.1076514336,95,87,1.79E-07,5.67E-06
Type,b818498a79e2d7a40cdaf0d29b43c7c0,Mucosal,0.8064472226,0.1313598265,95,68,2.08E-07,6.48E-06
Type,f75f1091527cd2a1a4c96eba1f735466,Mucosal,1.341099758,0.2210240039,95,47,2.20E-07,6.63E-06
Type,0f7e30a9c413799c28abaf3bf8186888,Mucosal,1.4417259,0.2368169424,95,57,2.18E-07,6.63E-06
Line,c4bb856f00469484de24c5d7e0a221b6,Vil1Cre,-1.707142702,0.2787875207,95,37,2.72E-07,8.09E-06
Type,7737dd181fb4d08851b4c49b7bb5c5ef,Mucosal,0.6376294889,0.106463712,95,38,3.07E-07,8.98E-06
Type,235c319ab46f87d377a28a34ba10bfa1,Mucosal,-0.6107167869,0.1032286355,95,92,3.92E-07,1.13E-05
Type,dcd0c235615b718f89bb8cc76b5a627f,Mucosal,-0.9544355715,0.1615150571,95,88,4.29E-07,1.22E-05
Type,b92f84c206887ecd667f142dd3606ac3,Mucosal,-0.9345231137,0.1561481376,95,71,4.71E-07,1.32E-05
Type,b5c61551098444f976845a271dd33f4f,Mucosal,1.02175064,0.1756195737,95,33,5.44E-07,1.50E-05
Line,ad4e760fa406db6470c29766422a47d2,JJWT,-5.595107185,0.9460658346,95,58,5.60E-07,1.52E-05
Type,ab7dca7c56ab62bab49107c13b7e1bc8,Mucosal,0.7364927271,0.1279589163,95,48,6.92E-07,1.86E-05
Line,7027b1cc7695b944a14d2bf2b0cd03f4,JJWT,5.318381975,0.9140049904,95,22,7.30E-07,1.93E-05
Type,3bffd5a2b1cf48b46d1e51628c3551fc,Mucosal,-0.7673678208,0.134011099,95,76,7.56E-07,1.94E-05
Line,978c4b2965a576a78cac987d12c9e0a0,Vil1Cre,3.682925567,0.6344550552,95,37,7.46E-07,1.94E-05
Type,8f07f09a7a5b69d79afd30ba3be7ae26,Mucosal,0.6356992608,0.1110678448,95,59,7.62E-07,1.94E-05
Type,49ca472812887fdafb9786d9995aa406,Mucosal,-0.6179893045,0.1086736766,95,88,8.36E-07,2.10E-05
Type,e6b0f68e8f6db48ea780944a44ac99a1,Mucosal,0.5477077263,0.09683868548,95,93,9.61E-07,2.38E-05
Type,4c8288bfbd76958c0c094d87b97650f8,Mucosal,2.324947411,0.4427168442,95,52,1.06E-06,2.55E-05
Type,ca36cc60802278a626b2d36b8da83ae6,Mucosal,0.7615509874,0.1354172232,95,44,1.05E-06,2.55E-05
Type,be7fa93e72946b09913f7776a2f1c857,Mucosal,-1.368175942,0.2449480271,95,56,1.15E-06,2.75E-05
Type,332d720adc8e107df05b716fd88b601c,Mucosal,-0.6559472702,0.1175573636,95,92,1.28E-06,2.97E-05
Type,dc42750a29cb8d6956790e407a4ceff4,Mucosal,0.9844173146,0.1771193739,95,22,1.28E-06,2.97E-05
Line,078adee61a27c0b09155d2f8a79114e3,Vil1Cre,1.515990909,0.2672731566,95,18,1.29E-06,2.97E-05
Line,978c4b2965a576a78cac987d12c9e0a0,JJWT,6.0034676,1.072159681,95,37,1.51E-06,3.42E-05
Type,79d4cbe747374bb267d78e572c82d82c,Mucosal,1.230036614,0.2227440342,95,63,1.52E-06,3.42E-05
Type,84a1034f71767fa92491aebf1bdf7fdc,Mucosal,0.6019637293,0.1094009229,95,87,1.56E-06,3.47E-05
Type,ea6907258313a99760f5785c8c64b8c4,Mucosal,0.8309778298,0.15107749,95,59,1.67E-06,3.66E-05
Type,0758746de870fac931a39b11205ea4f6,Mucosal,0.699379714,0.1272217362,95,75,1.73E-06,3.74E-05
Line,b3ef12a80d40902556c2fd4de5924438,Vil1Cre,1.646646565,0.29926374,95,11,2.29E-06,4.91E-05
Type,a8bb13e9e2b548216ed9a9619c1767a0,Mucosal,0.7707777642,0.153452738,95,78,2.69E-06,5.70E-05
Line,76d6be90e19a660c9a84b35fa31d801c,JJWT,-4.382586815,0.8086375162,95,74,2.87E-06,6.03E-05
Type,435716953baae002e22a8d28e14c0aec,Mucosal,0.6855997561,0.1301687136,95,87,3.44E-06,7.15E-05
Line,e48fb994a13cc5f14b93bd94b4dd8725,JJWT,-4.429325018,0.8280220178,95,56,3.71E-06,7.62E-05
Line,be50260bd56c9b191a9e0845fc908179,Vil1Cre,-1.421230889,0.2674872359,95,82,4.29E-06,8.72E-05
Type,78efb9db740a56e0b2bc4d4778d4d3fc,Mucosal,1.329625809,0.2594628565,95,44,5.82E-06,0.0001170581185
Type,1b23073ca2a2884ac2bd7895dda760bc,Mucosal,0.9961634373,0.1972513966,95,56,7.65E-06,0.0001494468432
Line,49e9cee41713f4c00f8b171ecaff09b5,JJWT,-2.787715415,0.5454643307,95,58,7.66E-06,0.0001494468432
Line,4e34142d35033306c8677c05d3183f1d,JJWT,3.894832189,0.7584886793,95,28,7.55E-06,0.0001494468432
Type,8a08e31995384f38ebb2f85a9c755462,Mucosal,-0.7343351822,0.1459395891,95,26,7.92E-06,0.0001529960553
Type,5fc2d4103e27f399113f1fc7c954ef66,Mucosal,-0.9125609174,0.1813637201,95,78,8.26E-06,0.000157992176
Type,5880c5d1b7cc98fab46a044a247525a2,Mucosal,0.6511394656,0.1299777137,95,84,8.54E-06,0.0001617811869
Type,672f609119344a6b7dbf954d60b3950e,Mucosal,-0.7787282833,0.1564692781,95,21,9.19E-06,0.0001723185744
Line,7b5a9a466d6970735cb986d2e97b7d03,LyzCre,2.774849542,0.5502702001,95,14,9.62E-06,0.000178699332
Line,1215303fb541fab34f6257176ded8fc4,JJWT,-3.714850787,0.738580719,95,40,1.05E-05,0.0001927787044
Type,10d8f09d85fad48b134dbba261adf29c,Mucosal,0.6622570558,0.1349014885,95,53,1.19E-05,0.0002149591223
Type,ccd31353e129fad1e0c6c09602372b4f,Mucosal,-0.6351365708,0.1295890563,95,44,1.18E-05,0.0002149591223
Type,fe74cb6ed6d5951071824943319e1724,Mucosal,0.5677829133,0.1158567283,95,64,1.23E-05,0.0002209104135
Type,a0d2e10ea5e00a9cb906c319ef542843,Mucosal,0.5640438829,0.1156887599,95,59,1.39E-05,0.0002464360947
Type,7c0c72cc86a5548fac1f1c96853e29fe,Mucosal,-0.559130166,0.1181728866,95,14,2.24E-05,0.0003930297426
Sequencing_Run,c4bb856f00469484de24c5d7e0a221b6,NovaSeq_Mar_Twenty,-3.141739262,0.6599968381,95,37,2.30E-05,0.0004007650801
Sequencing_Run,7027b1cc7695b944a14d2bf2b0cd03f4,NovaSeq_Jan_Twenty,-3.392433887,0.7163722311,95,22,2.42E-05,0.000417859272
Type,653c972b92d846f3b6b199c4f5257025,Mucosal,0.9324025488,0.20026822,95,81,2.69E-05,0.0004539401221
Type,ce374e4ecf9d37933b614c569ea2250e,Mucosal,0.7792305795,0.1669907902,95,54,2.73E-05,0.0004539401221
Line,598a513a3552c092cd8b71a429c45ab1,Vil1Cre,1.224089559,0.2589966242,95,10,2.70E-05,0.0004539401221
Sequencing_Run,6f0b4058c92e83c77533a218739a0e38,NovaSeq_Jan_Twenty,3.046646786,0.6477517337,95,26,2.67E-05,0.0004539401221
Line,e10905e9870f08c9b02a8165eab1723e,LyzCre,3.386978927,0.7199815874,95,45,3.14E-05,0.0005189798106
Sequencing_Run,7027b1cc7695b944a14d2bf2b0cd03f4,NovaSeq_Mar_Twenty,-5.935040085,1.27959006,95,22,3.36E-05,0.0005463840494
Line,8b317947d610fc3e351d94e2466ab1ab,JJWT,-1.785717164,0.3845554645,95,71,3.37E-05,0.0005463840494
Type,18285598fe8215895e323b758326f2e2,Mucosal,0.6639648305,0.1444885263,95,38,3.40E-05,0.0005472885796
Type,397aa1ad0378774f826b9825c958427e,Mucosal,-1.175896623,0.25730979,95,86,3.73E-05,0.0005962267176
Type,eba615b37940822dff96a8631dcb972f,Mucosal,0.8525509814,0.1883026061,95,14,4.15E-05,0.0006573909461
Type,5167710b7280856d9e512a4f58068687,Mucosal,0.8892042951,0.1964733864,95,60,4.29E-05,0.0006736394589
Line,b89a1572461237b1a6ff63b2aeb24e60,LyzCre,-2.885369196,0.6339119734,95,46,4.65E-05,0.0007243033723
Type,234b63e9a181c1a4a2abf89444577cef,Mucosal,-0.7882702321,0.175514088,95,31,4.72E-05,0.0007300906145
Line,9de76593a352f0485ab552209ea38a3b,Vil1Cre,1.5666705,0.3449309625,95,24,4.76E-05,0.0007301694652
Type,59cb2b356649752e276dd7f74cee4321,Mucosal,-0.7038161497,0.1568987537,95,16,4.86E-05,0.0007385810374
Type,2a065d9ee9756b7b08d04e4d8f2ac204,Mucosal,-0.5231865127,0.1166557774,95,53,5.19E-05,0.0007837659711
Line,10d8f09d85fad48b134dbba261adf29c,JJWT,-3.960002471,0.8845195497,95,53,5.84E-05,0.0008753556855
Line,5fc2d4103e27f399113f1fc7c954ef66,JJWT,3.904375873,0.8743557303,95,78,6.32E-05,0.0009385588408
Line,e16b103da2aa64c71cfe99afc4405912,JJWT,-3.321402118,0.7480861578,95,54,6.53E-05,0.0009636779563
Type,db1ea7350f45b6b1c577ee65fae969c4,Mucosal,0.5080689841,0.116138987,95,89,6.79E-05,0.0009938639792
Type,184d1c27d9866996ffbca04cfad3ded3,Mucosal,0.6383724419,0.1465910596,95,49,7.28E-05,0.001057307754
Type,1ab3b71e73441e341b02e15407e5b9e5,Mucosal,0.8312022351,0.1908490241,95,15,8.07E-05,0.001156602318
Sequencing_Run,cfb5eb8b6cd871de2ff7085767ca3152,NovaSeq_Jan_Twenty,-2.057678419,0.4724061876,95,13,8.14E-05,0.001156602318
Type,be50260bd56c9b191a9e0845fc908179,Mucosal,0.5577407179,0.1289162111,95,82,8.11E-05,0.001156602318
Type,e16b103da2aa64c71cfe99afc4405912,Mucosal,0.6300078012,0.1461222764,95,54,8.42E-05,0.001187549822
Line,9558d82710beac18e454f983c9db7cca,Vil1Cre,-1.011753687,0.2337596097,95,91,9.45E-05,0.001322364006
Sequencing_Run,7f2a284a722c1b4a8d548cf5635d9d6e,NovaSeq_Jan_Twenty,2.142866371,0.4973275805,95,31,9.72E-05,0.001350338945
Line,73e42306e185be6f0c6060d4ed924469,JJWT,-2.943414781,0.6840697427,95,87,9.89E-05,0.001354784925
Line,08c8ab670dbb2c8dbff6e2a96a8bf9c4,JJWT,3.708672801,0.8612551222,95,15,9.83E-05,0.001354784925
Type,faf82edd7b4917abc7158d7152136723,Mucosal,0.5081559086,0.1192540088,95,74,9.99E-05,0.001359242949
Line,0758746de870fac931a39b11205ea4f6,Vil1Cre,-1.650313831,0.3832685847,95,75,0.0001044379036,0.001411007202
Type,7f2a284a722c1b4a8d548cf5635d9d6e,Mucosal,0.5066950872,0.1199083795,95,31,0.0001120988241,0.001503992557
Line,fda05925f9cfe9acbd1ec63617c7352a,LyzCre,1.390319538,0.3244906351,95,25,0.0001142573481,0.001522380666
Line,c50f108c7f26f34cb8226f54985908be,Vil1Cre,-3.546001524,0.8380629022,95,52,0.0001238609463,0.001639036632
Line,be7fa93e72946b09913f7776a2f1c857,LyzCre,-2.404552268,0.5724437338,95,56,0.0001408301615,0.001841406106
Type,7186c67c129c329bce7d6c988267b231,Mucosal,0.4709068581,0.1182399758,95,87,0.0001410600951,0.001841406106
Line,58fde6dae459af7ec3ed3eea10b1c0cb,JJWT,-2.473808041,0.5916453097,95,44,0.0001447839994,0.001873621805
Line,72cb656da17f65d184d9186ee5260f53,Vil1Cre,-2.891190074,0.691883807,95,36,0.0001454675314,0.001873621805
Line,ce374e4ecf9d37933b614c569ea2250e,LyzCre,2.242869283,0.5350239424,95,54,0.0001491979636,0.001896384643
Sex,772ad2feb9f19ddeace71e8e2e707858,Male,2.554227218,0.6426722415,95,31,0.0001488512866,0.001896384643
Line,b3111baca54677926264de26b4a9bf7a,LyzCre,3.027103552,0.7222144657,95,59,0.0001504015244,0.001899187877
Type,0da7333e379b780a39d305d935692a95,Mucosal,0.8032813518,0.194865309,95,16,0.0001590040537,0.001994778128
Line,bf0c4ab9e25d5cb0066ba56a34272e6a,JJWT,3.608286975,0.869764854,95,30,0.0001655198881,0.002063125315
Sequencing_Run,0da7333e379b780a39d305d935692a95,NovaSeq_Mar_Twenty,-3.811816099,0.918262602,95,16,0.0001693580884,0.002097434787
Line,9b5ce504ace88223f14f8b0848d1b054,LyzCre,-3.660068073,0.8841550622,95,86,0.0001705308793,0.002098507381
Line,1c49d51b2fb93e140ae5b7244034d346,LyzCre,-1.600642539,0.3888600438,95,40,0.0001806335763,0.002208759933
Sequencing_Run,a589fa026973c67d0f1c7b741d85b90c,NovaSeq_Jan_Twenty,-4.459512169,1.089555006,95,57,0.000184742671,0.002244797738
Sequencing_Run,49e9cee41713f4c00f8b171ecaff09b5,NovaSeq_Jan_Twenty,1.728274776,0.4287438879,95,58,0.0002274410152,0.002746350258
Type,8f2b821cd45696bb55b164853a1917c3,Mucosal,-0.5273683383,0.1321160049,95,11,0.0002423678263,0.002908413916
Type,0f6a34be1a611d55dd58a93322b7caff,Mucosal,-0.5739173665,0.1447562676,95,29,0.00025247644,0.003011015322
Type,108627a3879bcb1138b2c54c39e9f4a1,Mucosal,0.728221862,0.184117226,95,62,0.0002581224739,0.003059463923
Type,89c209abd89a5232343a4c87c93cb4ea,Mucosal,-1.015606292,0.2583880159,95,34,0.0002770771288,0.003264103737
Type,a589fa026973c67d0f1c7b741d85b90c,Mucosal,0.7481475368,0.1911147921,95,57,0.0002937408163,0.003439437922
Type,9b5ce504ace88223f14f8b0848d1b054,Mucosal,-1.078402739,0.2765620072,95,86,0.0003100853616,0.003608945293
Sequencing_Run,08c8ab670dbb2c8dbff6e2a96a8bf9c4,NovaSeq_Jan_Twenty,-2.642149594,0.6737380317,95,15,0.0003136924049,0.003629064229
Line,3eeb6fa3850d5ab2864e37931dc1781b,JJWT,2.224264343,0.5693902831,95,13,0.0003333698256,0.003833752994
Type,564a2d40353ba6af46b47a2d367a3d56,Mucosal,0.5515367225,0.1426158738,95,92,0.000341564771,0.003904752293
Line,7af0894d365728994d20f8f22143f8e3,JJWT,1.525191981,0.3949374327,95,25,0.000389966275,0.004380318857
Type,7af0894d365728994d20f8f22143f8e3,Mucosal,0.4959532936,0.1295597353,95,25,0.0003871864386,0.004380318857
Type,58fde6dae459af7ec3ed3eea10b1c0cb,Mucosal,0.5209986167,0.1362754084,95,44,0.000389593996,0.004380318857
Type,3eeb6fa3850d5ab2864e37931dc1781b,Mucosal,-0.7000947293,0.1839277987,95,13,0.0004067220906,0.004542121844
Type,4e34142d35033306c8677c05d3183f1d,Mucosal,0.6603390034,0.1730581484,95,28,0.0004108042118,0.004561343318
Line,695a1bb7c03f0f0b00d69b55fe30c4c3,Vil1Cre,-1.337785863,0.3479487278,95,88,0.0004427522317,0.004885432223
Line,3311c81da0640c29e6d9ed4f0529d3d5,LyzCre,-1.303553964,0.341324851,95,16,0.0004450497263,0.004885432223
Line,00e1ab8ab959fa51a66dabae588ff48c,Vil1Cre,-1.285503291,0.3387260303,95,23,0.0004785407596,0.005223394054
Line,978c4b2965a576a78cac987d12c9e0a0,LyzCre,2.574690041,0.6854280094,95,37,0.0005346495393,0.005803050055
Line,cc0efa1a2c7dca25dd6dc2dc55fe6697,JJWT,2.683866559,0.7160075929,95,44,0.0005435439848,0.005864491619
Type,10527898419f8ba7992583f086ac3411,Mucosal,0.674093664,0.1811093798,95,24,0.0005463812067,0.005864491619
Line,7737dd181fb4d08851b4c49b7bb5c5ef,JJWT,-3.463716914,0.9253476216,95,38,0.0005561130091,0.005935968694
Line,db1ea7350f45b6b1c577ee65fae969c4,Vil1Cre,-0.970284083,0.2596164366,95,89,0.0005670073667,0.006019001277
Sequencing_Run,6d5171bbc6ef97262119e6d152d82164,NovaSeq_Mar_Twenty,4.249163319,1.14145522,95,46,0.0005815734663,0.006139890365
Line,78efb9db740a56e0b2bc4d4778d4d3fc,JJWT,5.018503091,1.35319484,95,44,0.0006165766282,0.006474054596
Sequencing_Run,08c8ab670dbb2c8dbff6e2a96a8bf9c4,NovaSeq_Mar_Twenty,-4.444344305,1.204020492,95,15,0.0006291942179,0.006570828265
Line,0da7333e379b780a39d305d935692a95,JJWT,2.427368959,0.6556897808,95,16,0.000642867642,0.006677528411
Type,a6cf9ae0a74b21a2aa7439335c575123,Mucosal,0.3404580674,0.09316089054,95,72,0.0006512929758,0.006728866467
Sequencing_Run,2f7c13322a20964e09b36ed3971078af,NovaSeq_Jan_Twenty,-1.779968101,0.4848954024,95,18,0.000672692253,0.006912986344
Type,a131ed51b0ab64ebb4a6435412609f28,Mucosal,0.4003075262,0.110164714,95,15,0.0007055704786,0.007212498226
Sequencing_Run,58fde6dae459af7ec3ed3eea10b1c0cb,NovaSeq_Jan_Twenty,1.698188441,0.465329265,95,44,0.0007122842148,0.007242805805
Sequencing_Run,6f06d4c3412c12274598b1a4bc468d3a,NovaSeq_Jan_Twenty,2.668041549,0.7346320122,95,16,0.0007502816308,0.00754970891
Line,a92e897782ca8cc6b9da539cb6a4176f,JJWT,4.602810107,1.264794054,95,30,0.0007466186681,0.00754970891
Line,0d193515752095f48f18055431a650f0,JJWT,1.259549575,0.3476245141,95,87,0.0007795397036,0.007803475167
Sequencing_Run,598a513a3552c092cd8b71a429c45ab1,NovaSeq_Jan_Twenty,1.254191848,0.3472353041,95,10,0.000793930481,0.007906565409
Line,cdb4be857f1f698f7613343f1a9761a3,JJWT,-1.925033166,0.5335488944,95,70,0.0008179991555,0.008022204915
Line,2e11ee45d4ccab0775222da825d3bd42,Vil1Cre,-2.330695948,0.6460612755,95,80,0.0008155386543,0.008022204915
Line,6f0b4058c92e83c77533a218739a0e38,Vil1Cre,1.753255729,0.4850908573,95,26,0.0008118386899,0.008022204915
Line,b3ef12a80d40902556c2fd4de5924438,LyzCre,1.163301033,0.321601107,95,11,0.0008233161587,0.008033569791
Line,598a513a3552c092cd8b71a429c45ab1,JJWT,-1.576369601,0.4396729075,95,10,0.0008714985442,0.008460980841
Type,762fd96b2d1336974fba68fedd33fefa,Mucosal,-0.5922139422,0.1657842748,95,77,0.0008842072809,0.008541442334
Type,cfb5eb8b6cd871de2ff7085767ca3152,Mucosal,-0.4702180841,0.1329586784,95,13,0.0009268464246,0.008908792499
Line,5756e2e2f97499253c4280eeb7413ca6,JJWT,-1.797156369,0.5071032433,95,18,0.0009811361483,0.009383935834
Type,2580cbc77481600b1be7553a25c35a83,Mucosal,0.6921177457,0.1967851052,95,73,0.0009863844899,0.009387659283
Sequencing_Run,10d8f09d85fad48b134dbba261adf29c,NovaSeq_Mar_Twenty,4.383203614,1.237906125,95,53,0.0009924507684,0.009399092571
Sequencing_Run,1215303fb541fab34f6257176ded8fc4,NovaSeq_Jan_Twenty,2.060008751,0.5819405137,95,40,0.001007151803,0.009491791623
Line,028e2c1b650e2e2b5847154a153e0166,Vil1Cre,1.839337578,0.5203421478,95,22,0.001023409572,0.009551822676
Sequencing_Run,20b86a0cfa5df6fb3f9afef5cf2f0151,NovaSeq_Jan_Twenty,2.193465172,0.6218097937,95,54,0.001020005101,0.009551822676
Line,7027b1cc7695b944a14d2bf2b0cd03f4,LyzCre,2.06104936,0.5836176886,95,22,0.001033424024,0.009598919301
Line,a87086e2ee322da102d8a52c4de21683,LyzCre,3.083891047,0.8745762265,95,41,0.001052425461,0.009728641106
Line,292a57429f3bed0adc53c07dc4c62c9f,JJWT,-2.629423539,0.7472063121,95,84,0.001060556899,0.009757123466
Type,c3bdd500bfba25ea4c753e8d815ef903,Mucosal,0.502566421,0.143984434,95,22,0.001082086616,0.009908015844
Sequencing_Run,4e34142d35033306c8677c05d3183f1d,NovaSeq_Mar_Twenty,-3.733932498,1.062890593,95,28,0.001109215801,0.01010851381
Type,c003202be6a53b07fbb26ecd2161fe2c,Mucosal,-0.8335319211,0.2400106113,95,88,0.001130176921,0.01025118221
Sequencing_Run,4c8288bfbd76958c0c094d87b97650f8,NovaSeq_Jan_Twenty,2.932214885,0.8718717563,95,52,0.001147408798,0.01035884952
Type,87ab9c664033e00f6b64f2afc71a6d90,Mucosal,-0.4244043846,0.1223357738,95,51,0.001157649021,0.01040268795
