NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
"VALINE, LEUCINE AND ISOLEUCINE BIOSYNTHESIS"	"VALINE, LEUCINE AND ISOLEUCINE BIOSYNTHESIS"	Details ...	13	-0.33387995	-1.4519335	0.08553971	0.20045345	0.992	1598	tags=85%, list=51%, signal=173%	
AMINOBENZOATE DEGRADATION	AMINOBENZOATE DEGRADATION	Details ...	10	-0.37160373	-1.4504366	0.091093116	0.18831308	0.992	93	tags=40%, list=3%, signal=41%	
PEROXISOME	PEROXISOME	Details ...	7	-0.4421571	-1.4341412	0.105788425	0.18893895	0.994	406	tags=57%, list=13%, signal=66%	
C5-BRANCHED DIBASIC ACID METABOLISM	C5-BRANCHED DIBASIC ACID METABOLISM	Details ...	8	-0.4011609	-1.4165688	0.09619238	0.19077222	0.996	1866	tags=100%, list=60%, signal=249%	
SULFUR RELAY SYSTEM	SULFUR RELAY SYSTEM	Details ...	13	-0.32662493	-1.4151922	0.08880309	0.18111414	0.996	903	tags=62%, list=29%, signal=86%	
BUTANOATE METABOLISM	BUTANOATE METABOLISM	Details ...	38	-0.1818883	-1.3174553	0.15882353	0.25184065	0.999	1406	tags=63%, list=45%, signal=114%	
GLYOXYLATE AND DICARBOXYLATE METABOLISM	GLYOXYLATE AND DICARBOXYLATE METABOLISM	Details ...	34	-0.19191776	-1.3066949	0.13267326	0.24985711	1.0	1514	tags=68%, list=49%, signal=130%	
TRYPTOPHAN METABOLISM	TRYPTOPHAN METABOLISM		9	-0.30985665	-1.1498535	0.29681274	0.41802832	1.0	1804	tags=89%, list=58%, signal=211%	
BETA-ALANINE METABOLISM	BETA-ALANINE METABOLISM		9	-0.3046237	-1.1420332	0.2752475	0.40972966	1.0	93	tags=33%, list=3%, signal=34%	
LYSINE DEGRADATION	LYSINE DEGRADATION		12	-0.26762456	-1.1333094	0.30635837	0.40283316	1.0	1763	tags=83%, list=57%, signal=192%	
BENZOATE DEGRADATION	BENZOATE DEGRADATION		9	-0.30340505	-1.125532	0.3125	0.39583912	1.0	1824	tags=89%, list=59%, signal=214%	
ARGININE AND PROLINE METABOLISM	ARGININE AND PROLINE METABOLISM		56	-0.12647393	-1.1253049	0.27755904	0.3804215	1.0	1558	tags=63%, list=50%, signal=123%	
PHENYLALANINE METABOLISM	PHENYLALANINE METABOLISM		16	-0.22571127	-1.1098226	0.3188119	0.38400796	1.0	1246	tags=63%, list=40%, signal=104%	
PENTOSE AND GLUCURONATE INTERCONVERSIONS	PENTOSE AND GLUCURONATE INTERCONVERSIONS		23	-0.18198594	-1.0588897	0.3870334	0.43766695	1.0	1467	tags=65%, list=47%, signal=123%	
2-OXOCARBOXYLIC ACID METABOLISM	2-OXOCARBOXYLIC ACID METABOLISM		29	-0.15283251	-0.9869165	0.45416668	0.52112	1.0	1460	tags=62%, list=47%, signal=116%	
FOLATE BIOSYNTHESIS	FOLATE BIOSYNTHESIS		20	-0.17648104	-0.9516194	0.498998	0.55421495	1.0	544	tags=35%, list=17%, signal=42%	
GLUTATHIONE METABOLISM	GLUTATHIONE METABOLISM		13	-0.20281753	-0.8772601	0.61723447	0.64159703	1.0	808	tags=46%, list=26%, signal=62%	
STYRENE DEGRADATION	STYRENE DEGRADATION		5	-0.2752577	-0.78627133	0.778865	0.755096	1.0	1012	tags=60%, list=33%, signal=89%	
RIBOFLAVIN METABOLISM	RIBOFLAVIN METABOLISM		8	-0.14003545	-0.48720837	0.9920319	0.9911619	1.0	344	tags=25%, list=11%, signal=28%	
