NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ONE CARBON POOL BY FOLATE	ONE CARBON POOL BY FOLATE		17	0.36685884	1.7944483	0.01934236	0.0463443	0.578	707	tags=59%, list=22%, signal=75%	
FATTY ACID BIOSYNTHESIS	FATTY ACID BIOSYNTHESIS		15	0.38774437	1.794439	0.009784736	0.044237737	0.578	1523	tags=87%, list=48%, signal=166%	
BASE EXCISION REPAIR	BASE EXCISION REPAIR		13	0.42043322	1.7942127	0.021442495	0.04231436	0.578	1354	tags=85%, list=43%, signal=147%	
LYSINE BIOSYNTHESIS	LYSINE BIOSYNTHESIS		21	0.32779872	1.79399	0.025	0.040649347	0.579	1382	tags=76%, list=44%, signal=134%	
"ALANINE, ASPARTATE AND GLUTAMATE METABOLISM"	"ALANINE, ASPARTATE AND GLUTAMATE METABOLISM"		34	0.25448304	1.7871869	0.015473888	0.040675066	0.595	413	tags=38%, list=13%, signal=43%	
CYANOAMINO ACID METABOLISM	CYANOAMINO ACID METABOLISM		7	0.55426586	1.785022	0.012793177	0.03958339	0.599	963	tags=86%, list=30%, signal=123%	
CARBON METABOLISM	CARBON METABOLISM		123	0.13924661	1.7639341	0.01775148	0.042760853	0.642	1920	tags=74%, list=61%, signal=180%	
VANCOMYCIN RESISTANCE	VANCOMYCIN RESISTANCE		7	0.5299219	1.7503252	0.02534113	0.044818707	0.672	1040	tags=86%, list=33%, signal=127%	
PEPTIDOGLYCAN BIOSYNTHESIS	PEPTIDOGLYCAN BIOSYNTHESIS		33	0.25441214	1.7476861	0.019880716	0.04387352	0.677	930	tags=55%, list=29%, signal=76%	
PROTEIN EXPORT	PROTEIN EXPORT		18	0.29794136	1.5846306	0.0498008	0.09737589	0.928	821	tags=56%, list=26%, signal=75%	
STREPTOMYCIN BIOSYNTHESIS	STREPTOMYCIN BIOSYNTHESIS		9	0.43193084	1.5717975	0.052208837	0.09996241	0.938	747	tags=67%, list=24%, signal=87%	
PYRUVATE METABOLISM	PYRUVATE METABOLISM		57	0.17166835	1.5255598	0.079766534	0.120055586	0.967	1856	tags=75%, list=59%, signal=179%	
GALACTOSE METABOLISM	GALACTOSE METABOLISM		38	0.20262824	1.489586	0.085877866	0.13636047	0.976	1867	tags=79%, list=59%, signal=190%	
FATTY ACID METABOLISM	FATTY ACID METABOLISM		18	0.29903415	1.481489	0.08070866	0.13756584	0.979	1522	tags=78%, list=48%, signal=149%	
RNA DEGRADATION	RNA DEGRADATION		16	0.29965916	1.4369428	0.098196395	0.16145843	0.991	837	tags=56%, list=26%, signal=76%	
"PHENYLALANINE, TYROSINE AND TRYPTOPHAN BIOSYNTHESIS"	"PHENYLALANINE, TYROSINE AND TRYPTOPHAN BIOSYNTHESIS"		32	0.21281469	1.4141126	0.09650924	0.1726719	0.993	2204	tags=91%, list=70%, signal=294%	
NICOTINATE AND NICOTINAMIDE METABOLISM	NICOTINATE AND NICOTINAMIDE METABOLISM		22	0.2359074	1.3011557	0.19214876	0.26272935	0.999	1850	tags=82%, list=58%, signal=195%	
PANTOTHENATE AND COA BIOSYNTHESIS	PANTOTHENATE AND COA BIOSYNTHESIS		20	0.24555556	1.2874403	0.17521368	0.26893455	1.0	335	tags=35%, list=11%, signal=39%	
GLYCEROLIPID METABOLISM	GLYCEROLIPID METABOLISM		18	0.24573465	1.2686079	0.18992248	0.28120926	1.0	1690	tags=78%, list=53%, signal=166%	
GLYCEROPHOSPHOLIPID METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM		25	0.20317964	1.2317715	0.1995842	0.31354553	1.0	1262	tags=60%, list=40%, signal=99%	
STARCH AND SUCROSE METABOLISM	STARCH AND SUCROSE METABOLISM		46	0.15339866	1.1975054	0.25825244	0.34595817	1.0	1725	tags=70%, list=54%, signal=150%	
OXIDATIVE PHOSPHORYLATION	OXIDATIVE PHOSPHORYLATION		46	0.15099093	1.1834381	0.26242545	0.35348025	1.0	2146	tags=83%, list=68%, signal=252%	
D-GLUTAMINE AND D-GLUTAMATE METABOLISM	D-GLUTAMINE AND D-GLUTAMATE METABOLISM		5	0.43064773	1.178821	0.25142857	0.35101297	1.0	538	tags=60%, list=17%, signal=72%	
DRUG METABOLISM - OTHER ENZYMES	DRUG METABOLISM - OTHER ENZYMES		10	0.30189875	1.1551685	0.2716763	0.3706055	1.0	630	tags=50%, list=20%, signal=62%	
BENZOATE DEGRADATION	BENZOATE DEGRADATION		9	0.31118846	1.1238445	0.2942387	0.40059566	1.0	72	tags=33%, list=2%, signal=34%	
AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM	AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM		57	0.1183943	1.0431886	0.3864542	0.5041882	1.0	1855	tags=70%, list=59%, signal=166%	
"TROPANE, PIPERIDINE AND PYRIDINE ALKALOID BIOSYNTHESIS"	"TROPANE, PIPERIDINE AND PYRIDINE ALKALOID BIOSYNTHESIS"		7	0.30509016	1.0108888	0.4260355	0.5420079	1.0	2204	tags=100%, list=70%, signal=327%	
VIBRIO CHOLERAE PATHOGENIC CYCLE	VIBRIO CHOLERAE PATHOGENIC CYCLE		5	0.3624013	1.0061889	0.41568628	0.5376066	1.0	1388	tags=80%, list=44%, signal=142%	
METHANE METABOLISM	METHANE METABOLISM		41	0.1283196	0.95651066	0.5	0.60338527	1.0	1917	tags=73%, list=60%, signal=183%	
GLYOXYLATE AND DICARBOXYLATE METABOLISM	GLYOXYLATE AND DICARBOXYLATE METABOLISM		36	0.13188684	0.9464428	0.52417797	0.6076198	1.0	114	tags=17%, list=4%, signal=17%	
NOVOBIOCIN BIOSYNTHESIS	NOVOBIOCIN BIOSYNTHESIS		6	0.3049937	0.92213565	0.5487572	0.63394064	1.0	2204	tags=100%, list=70%, signal=328%	
CENTRAL CARBON METABOLISM IN CANCER	CENTRAL CARBON METABOLISM IN CANCER		7	0.2788944	0.90238154	0.5521472	0.6531938	1.0	1834	tags=86%, list=58%, signal=203%	
THIAMINE METABOLISM	THIAMINE METABOLISM		13	0.20148145	0.8913769	0.5476673	0.6579209	1.0	826	tags=46%, list=26%, signal=62%	
D-ALANINE METABOLISM	D-ALANINE METABOLISM		5	0.32132706	0.887975	0.5951904	0.6515561	1.0	1518	tags=80%, list=48%, signal=153%	
CARBON FIXATION IN PHOTOSYNTHETIC ORGANISMS	CARBON FIXATION IN PHOTOSYNTHETIC ORGANISMS		19	0.1620037	0.85308206	0.6244813	0.69460225	1.0	2158	tags=84%, list=68%, signal=262%	
"GLYCINE, SERINE AND THREONINE METABOLISM"	"GLYCINE, SERINE AND THREONINE METABOLISM"		34	0.11515233	0.7637704	0.7586207	0.81543034	1.0	2062	tags=76%, list=65%, signal=216%	
CYSTEINE AND METHIONINE METABOLISM	CYSTEINE AND METHIONINE METABOLISM		37	0.10611537	0.7618781	0.7326531	0.8039616	1.0	866	tags=38%, list=27%, signal=51%	
TAURINE AND HYPOTAURINE METABOLISM	TAURINE AND HYPOTAURINE METABOLISM		6	0.2463127	0.7461092	0.75918365	0.81094366	1.0	1333	tags=67%, list=42%, signal=115%	
PHENYLALANINE METABOLISM	PHENYLALANINE METABOLISM		18	0.14163849	0.72734296	0.8012048	0.82258564	1.0	1842	tags=72%, list=58%, signal=171%	
RIBOFLAVIN METABOLISM	RIBOFLAVIN METABOLISM		8	0.1752056	0.60065556	0.9362934	0.93995416	1.0	2615	tags=100%, list=82%, signal=570%	
