"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","annotation","detailed_annotation","condensed_annotation","Hierarchy_L1","Hierarchy_L2","Map","Map2_ammonia","Map3_carbon_dioxide","X","X.1","X.2","X.3"
"15","MF0028","Type","Mucosal",-0.737974642995464,0.0839256674631039,53,53,0.0000000000655792776925983,0.00000000258191782534666,"aspartate degradation I","","aspartate degradation","amino acid degradation","negatively charged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"16","MF0029","Type","Mucosal",-0.990702899400767,0.109908902894887,53,51,0.0000000000341005070026281,0.00000000179027661763797,"aspartate degradation II","aspartate degradation (fumarate pathway)","aspartate degradation","amino acid degradation","negatively charged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"17","MF0031","Type","Mucosal",-0.814423067644839,0.107003904991422,53,53,0.00000000255960127454008,0.0000000716688356871222,"glutamate degradation II","glutamate degradation (methylaspartate pathway)","glutamate degradation","amino acid degradation","negatively charged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"18","MF0033","Type","Mucosal",3.20332961488787,1.06286758872188,53,33,0.00418625750213575,0.0219778518862127,"alanine degradation I","alanine degradation (racemase pathway)","alanine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"19","MF0034","Type","Mucosal",-0.778399627460719,0.111665975380627,53,53,0.0000000199036847560686,0.00000046812285867732,"alanine degradation II","","alanine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"20","MF0035","Type","Mucosal",-0.859519141842371,0.0951432260383011,53,53,0.0000000000298676702685508,0.00000000179027661763797,"glycine degradation","glycine degradation","glycine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","ammonia","carbon dioxide",NA,NA,"",""
"21","MF0038","Type","Mucosal",-0.367993657201222,0.0897279892475254,53,53,0.000189711408039624,0.00189711408039624,"methionine degradation I","methionine degradation (mercaptan pathway)","methionine degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"22","MF0040","Type","Mucosal",-0.945970728115106,0.238407475972302,53,13,0.000290306131636638,0.00254017865182058,"proline degradation","","proline degradation","amino acid degradation","nonpolar, aliphatic amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"23","MF0044","Type","Mucosal",-0.320197257496928,0.0958514182825119,53,53,0.00180222515380366,0.0104988725482056,"cysteine degradation I","","cysteine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"24","MF0045","Type","Mucosal",-0.731032365330689,0.0832313037644782,53,53,0.0000000000676216573305079,0.00000000258191782534666,"cysteine degradation II","","cysteine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"25","MF0046","Type","Mucosal",-0.693925647756009,0.0995923230399276,53,53,0.000000020062408229028,0.00000046812285867732,"glutamine degradation I","glutamine degradation (ammonia pathway)","glutamine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"26","MF0047","Type","Mucosal",-0.516647820168348,0.082678055211253,53,53,0.000000202112830414149,0.00000385851767154285,"glutamine degradation II","","glutamine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"27","MF0048","Type","Mucosal",-0.498564665738097,0.0807675707865237,53,53,0.000000254338116959651,0.00000464443517926318,"serine degradation","serine degradation","serine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"28","MF0050","Type","Mucosal",-0.592522191668545,0.0875496809061876,53,53,0.0000000375922405530615,0.000000789437051614292,"threonine degradation II","","threonine degradation","amino acid degradation","polar, uncharged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"29","MF0051","Type","Mucosal",-0.866959014528466,0.0919295828675659,53,53,0.00000000000932347758132623,0.000000000783172116831403,"arginine degradation I","","arginine degradation","amino acid degradation","positively charged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"30","MF0054","Type","Mucosal",-0.472109196051818,0.0888541487053117,53,53,0.00000422358003012838,0.0000572226971823846,"arginine degradation IV","","arginine degradation","amino acid degradation","positively charged amino acid degradation","proteolytic fermentation","#N/A","#N/A",NA,NA,"",""
"31","MF0056","Type","Mucosal",-0.872340738696101,0.0880903455998517,53,53,0.0000000000023714368613749,0.000000000487108734795701,"histidine degradation","histidine degradation","histidine degradation","amino acid degradation","positively charged amino acid degradation","proteolytic fermentation","ammonia","#N/A",NA,NA,"",""
"32","MF0063","Type","Mucosal",-0.49057647118336,0.0999727515339875,53,53,0.0000154783467039653,0.000191203106343101,"glyoxylate bypass","glyoxylate bypass","glyoxylate bypass","lipid degradation","glyoxylate bypass","lipolytic fermentation","#N/A","carbon dioxide",NA,NA,"",""
"33","MF0065","Type","Mucosal",-0.505326543226562,0.0798079726511835,53,53,0.000000150122897092159,0.00000300245794184319,"Bifidobacterium shunt","","Bifidobacterium shunt","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"34","MF0066","Type","Mucosal",-0.644065704530006,0.107676929533983,53,53,0.000000486301967749936,0.00000816987305819892,"Entner-Doudoroff pathway","","Entner-Doudoroff pathway","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"35","MF0067","Type","Mucosal",-0.315588482082007,0.0838713823766453,53,53,0.000525040835577574,0.00386872194636107,"glycolysis (preparatory phase)","","glycolysis (preparatory phase)","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"36","MF0068","Type","Mucosal",-0.444058504625633,0.0863575306535618,53,53,0.00000726154277078059,0.0000953077488664953,"glycolysis (pay-off phase)","","glycolysis (pay-off phase)","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"37","MF0070","Type","Mucosal",-0.880406595119823,0.114344696140231,53,52,0.00000000195040417767596,0.0000000630130580479925,"pentose phosphate pathway (oxidative phase)","pentose phosphate pathway (oxidative branch)","pentose phosphate pathway","central metabolism","energy metabolism","central metabolism","#N/A","carbon dioxide",NA,NA,"",""
"38","MF0071","Type","Mucosal",-0.401734929893365,0.0994923992094426,53,53,0.00023201425610999,0.00221468153559536,"pentose phosphate pathway (non-oxidative branch)","","pentose phosphate pathway","central metabolism","energy metabolism","central metabolism","#N/A","#N/A",NA,NA,"",""
"39","MF0073","Type","Mucosal",-0.525884768906196,0.0688440908906648,53,53,0.00000000233694238854285,0.0000000701082716562855,"pyruvate:ferredoxin oxidoreductase","pyruvate:ferredoxin oxidoreductase","pyruvate:ferredoxin oxidoreductase","central metabolism","energy metabolism","central metabolism","#N/A","carbon dioxide",NA,NA,"",""
"40","MF0075","Type","Mucosal",-0.777542191050942,0.1003826699441,53,53,0.00000000167015610699893,0.0000000584554637449627,"acetate to acetyl-CoA","","acetate to acetyl-CoA","organic acid metabolism","acetate metabolism","cross-feeding","#N/A","#N/A",NA,NA,"",""
"41","MF0086","Type","Mucosal",-0.461193384224575,0.0801082543852793,53,53,0.000000996845583806191,0.000014971288688042,"acetyl-CoA to acetate","","acetyl-CoA to acetate","organic acid metabolism","acetate metabolism","acetate","#N/A","#N/A",NA,NA,"",""
"42","MF0088","Type","Mucosal",-0.533805888640595,0.092689457077375,53,53,0.000000998085912536133,0.000014971288688042,"butyrate production I","","butyrate production","organic acid metabolism","butyrate metabolism","butyrate","#N/A","#N/A",NA,NA,"",""
"43","MF0090","Type","Mucosal",-0.576616082365246,0.104023039843132,53,53,0.00000202306939551702,0.0000283229715372382,"ethanol production I","ethanol production (CO2 pathway)","ethanol production","alcohol metabolism","ethanol metabolism","ethanol","#N/A","carbon dioxide",NA,NA,"",""
"44","MF0095","Type","Mucosal",-0.835201476913121,0.0862869147405765,53,53,0.00000000000463913080757811,0.000000000487108734795701,"propionate production III","propionate production (succinate pathway)","propionate production","organic acid metabolism","propionate metabolism","propionate","#N/A","carbon dioxide",NA,NA,"",""
"45","MF0096","Type","Mucosal",-0.83744399501191,0.0895414831283368,53,53,0.000000000011653763721697,0.000000000815763460518789,"succinate production","","succinate production","organic acid metabolism","succinate metabolism","cross-feeding","#N/A","#N/A",NA,NA,"",""
"46","MF0101","Type","Mucosal",-0.877258045916159,0.143752093850119,53,52,0.000000326112765888752,0.00000570697340305315,"nitrate reduction (dissimilatory)","nitrate reduction (dissimilatory)","nitrate reduction (dissimilatory)","inorganic nutrient metabolism","nitrogen","nitrate reduction","ammonia","#N/A",NA,NA,"",""
"47","MF0103","Type","Mucosal",-0.767829348435928,0.131637416924761,53,53,0.000000778715436786178,0.000012579249363469,"mucin degradation","","mucin degradation","glycoprotein degradation","mucus degradation","mucin degradation","#N/A","#N/A",NA,NA,"",""
