"","X","chao1","observed_otus","pielou_e","shannon","SampleID"
"23","IL17.DTT.188",153.571428571429,148,0.659571932352113,4.75515308757033,"IL17.DTT.188"
"24","IL17.DTT.189",170,145,0.639434331584017,4.59108036980771,"IL17.DTT.189"
"25","IL17.DTT.199",150,144,0.716792086771234,5.13934550377707,"IL17.DTT.199"
"26","IL17.DTT.200",142.571428571429,140,0.706166868111181,5.03446345995426,"IL17.DTT.200"
"27","IL17.DTT.201",149.076923076923,144,0.691066368224629,4.95489403118971,"IL17.DTT.201"
"28","IL17.DTT.202",46,40,0.0301960939215109,0.160701440596746,"IL17.DTT.202"
"29","IL17.DTT.203",41.6,41,0.172149414067704,0.922299438432258,"IL17.DTT.203"
"30","IL17.DTT.217",95.8333333333333,80,0.442827830916161,2.79952570546691,"IL17.DTT.217"
"31","IL17.DTT.218",166.8125,151,0.532666444060618,3.85565531316782,"IL17.DTT.218"
"32","IL17.DTT.219",146.571428571429,141,0.575378636990641,4.1079453258679,"IL17.DTT.219"
"33","IL17.DTT.220",60.1538461538462,59,0.469367936621335,2.76112402995881,"IL17.DTT.220"
"34","IL17.DTT.221",63,50,0.584092121719841,3.29653193656718,"IL17.DTT.221"
"35","IL17.DTT.222",79,70,0.621064802884146,3.80668194874007,"IL17.DTT.222"
"36","IL17.DTT.25",97,76,0.480012618159765,2.99908404380049,"IL17.DTT.25"
"37","IL17.DTT.26",150.461538461538,147,0.686139286029447,4.93997804233198,"IL17.DTT.26"
"38","IL17.DTT.27",149,142,0.63048540679645,4.50781122113265,"IL17.DTT.27"
"39","IL17.DTT.28",5,5,0.0290813139619666,0.0675247199245304,"IL17.DTT.28"
"40","IL17.DTT.29",8,8,0.0908845856954068,0.27265375708622,"IL17.DTT.29"
"41","IL17.DTT.49",114.375,108,0.442987851284486,2.99233310025182,"IL17.DTT.49"
"42","IL17.DTT.50",151,130,0.497101276416286,3.49082800332109,"IL17.DTT.50"
"43","IL17.DTT.51",158,131,0.527311367241534,3.70880389932877,"IL17.DTT.51"
"44","IL17.DTT.52",24.5,22,0.179900098717511,0.80225218841684,"IL17.DTT.52"
"45","IL17.DTT.53",16,16,0.533387370800077,2.13354948320031,"IL17.DTT.53"
"46","IL17.DTT.85",125.090909090909,118,0.485785122346055,3.34348559579847,"IL17.DTT.85"
"47","IL17.DTT.86",163.769230769231,152,0.646301430871278,4.68434592278989,"IL17.DTT.86"
"48","IL17.DTT.87",156.576923076923,150,0.632513598811685,4.57232612508272,"IL17.DTT.87"
"49","IL17.DTT.88",32.5,25,0.253094611839875,1.17533497979123,"IL17.DTT.88"
"50","IL17.DTT.89",106.5,99,0.60834613044492,4.03294344716484,"IL17.DTT.89"
"51","IL17.DTT.90",149.5,142,0.558120073063333,3.99041738472231,"IL17.DTT.90"
"52","TILC.DTT.19",97,90,0.509020312133594,3.30448508941917,"TILC.DTT.19"
"53","TILC.DTT.20",122.75,121,0.688134589387085,4.76110911280735,"TILC.DTT.20"
"54","TILC.DTT.22",49,36,0.196239800632853,1.01454505156984,"TILC.DTT.22"
"55","TILC.DTT.23",22,20,0.205906705927189,0.889913977272427,"TILC.DTT.23"
"56","TILC.DTT.24",40.875,34,0.220564201269424,1.12211217806826,"TILC.DTT.24"
"57","TILC.DTT.265",146.333333333333,137,0.713717110054907,5.0659869453276,"TILC.DTT.265"
"58","TILC.DTT.266",153.8,151,0.741853090617886,5.36983292701146,"TILC.DTT.266"
"59","TILC.DTT.268",18.5,17,0.0681576518287486,0.278591869196888,"TILC.DTT.268"
"60","TILC.DTT.269",18,17,0.0806761632246053,0.329760819355221,"TILC.DTT.269"
"61","TILC.DTT.270",19.5,18,0.191311440877863,0.797754360378553,"TILC.DTT.270"
"62","TILC.DTT.295",73.75,73,0.610274740754778,3.77749357798806,"TILC.DTT.295"
"63","TILC.DTT.296",136.058823529412,136,0.684728494523801,4.85298776128272,"TILC.DTT.296"
"64","TILC.DTT.298",26.5,19,0.0607135689582435,0.257906840017077,"TILC.DTT.298"
"65","TILC.DTT.299",9,9,0.0425604575325031,0.134913458405105,"TILC.DTT.299"
"66","TILC.DTT.300",5.33333333333333,5,0.00353612447751688,0.00821062677136535,"TILC.DTT.300"
"67","TILC.DTT.349",154.75,146,0.720827870140204,5.18262592345922,"TILC.DTT.349"
"68","TILC.DTT.350",149.428571428571,140,0.735669544165551,5.24479638730311,"TILC.DTT.350"
"69","TILC.DTT.351",150.5,144,0.695981278623048,4.99013357013518,"TILC.DTT.351"
"70","TILC.DTT.352",14,8,0.0324860051995327,0.0974580155985981,"TILC.DTT.352"
"71","TILC.DTT.353",5,5,0.0695414692323932,0.161470291170439,"TILC.DTT.353"
"72","TILC.DTT.354",10.3333333333333,10,0.0782396884947158,0.259906619345832,"TILC.DTT.354"
"73","TILC.DTT.379",144.6,138,0.654711705301951,4.65403416927786,"TILC.DTT.379"
"74","TILC.DTT.380",150.6,147,0.711033988829538,5.11921174561471,"TILC.DTT.380"
"75","TILC.DTT.382",9.5,8,0.0122177623977007,0.0366532871931022,"TILC.DTT.382"
"76","TILC.DTT.383",11,9,0.0134114809504306,0.0425133887711371,"TILC.DTT.383"
"77","TILC.DTT.384",14,8,0.0157198954030958,0.0471596862092874,"TILC.DTT.384"
"78","TILC.DTT.392",150.75,149,0.732232676036609,5.28611108449725,"TILC.DTT.392"
"79","TILC.DTT.393",140.666666666667,137,0.610125832697252,4.3306927351281,"TILC.DTT.393"
"80","TILC.DTT.394",46,33,0.104533149080407,0.527306402499226,"TILC.DTT.394"
"81","TILC.DTT.395",16.75,16,0.0856770298425799,0.34270811937032,"TILC.DTT.395"
"82","TILC.DTT.396",19,18,0.132231928617636,0.551397225131616,"TILC.DTT.396"
"83","TILC.DTT.421",87,87,0.642071109450992,4.13682787850965,"TILC.DTT.421"
"84","TILC.DTT.422",139.4,135,0.682658326191816,4.83104709025086,"TILC.DTT.422"
"85","TILC.DTT.424",13.5,12,0.0590707456338939,0.211766407987148,"TILC.DTT.424"
"86","TILC.DTT.425",18,16,0.0798187337517732,0.319274935007093,"TILC.DTT.425"
"87","TILC.DTT.426",36.5,26,0.25664783842088,1.20635769328856,"TILC.DTT.426"
"88","TILC.DTT.445",51,51,0.587282850110278,3.33131812187079,"TILC.DTT.445"
"89","TILC.DTT.446",136.5,129,0.680877504466296,4.77378691691866,"TILC.DTT.446"
"90","TILC.DTT.448",23,21,0.0690974226659463,0.303497813444744,"TILC.DTT.448"
"91","TILC.DTT.449",21,21,0.130163045810291,0.571717413914492,"TILC.DTT.449"
"92","TILC.DTT.450",20.2,20,0.0609095602806768,0.263246739824292,"TILC.DTT.450"
"93","TILC.DTT.475",149.368421052632,147,0.70798285646266,5.09724459229247,"TILC.DTT.475"
"94","TILC.DTT.476",157.055555555556,154,0.693172019394998,5.03713310092588,"TILC.DTT.476"
"95","TILC.DTT.478",17.6,17,0.0417900244965926,0.170815172264764,"TILC.DTT.478"
"96","TILC.DTT.479",15,12,0.013983140798064,0.0501290354033636,"TILC.DTT.479"
"97","TILC.DTT.480",14.5,14,0.0869697570162874,0.331124732446116,"TILC.DTT.480"
"98","TILC.DTT.505",129.333333333333,129,0.677029771586532,4.74680958728047,"TILC.DTT.505"
"99","TILC.DTT.508",24.5,21,0.0287758049109201,0.126392469264717,"TILC.DTT.508"
"100","TILC.DTT.509",34,27,0.137783188358564,0.655143560334371,"TILC.DTT.509"
"101","TILC.DTT.510",77.6,47,0.278719563567696,1.54817258053758,"TILC.DTT.510"
"102","TILC.DTT.553",118.25,110,0.631748434196381,4.28411338074162,"TILC.DTT.553"
"103","TILC.DTT.554",117,111,0.625766022358484,4.25171459093528,"TILC.DTT.554"
"104","TILC.DTT.556",21.5,20,0.0790531887927255,0.341662197633715,"TILC.DTT.556"
"105","TILC.DTT.557",22,20,0.434828204178912,1.87929623209026,"TILC.DTT.557"
"106","TILC.DTT.558",66.4285714285714,47,0.361539758573932,2.00820471241299,"TILC.DTT.558"
"107","TILC.DTT.571",128.1,111,0.506905583108253,3.44412733661217,"TILC.DTT.571"
"108","TILC.DTT.572",155,142,0.631670070965665,4.51628127036408,"TILC.DTT.572"
"109","TILC.DTT.574",19.25,19,0.082219231627874,0.349261336166237,"TILC.DTT.574"
"110","TILC.DTT.575",23.5,22,0.211802011880711,0.944516588671835,"TILC.DTT.575"
"111","TILC.DTT.576",22.5,22,0.452717351446765,2.01886207134744,"TILC.DTT.576"
"112","TILC.DTT.589",151.5,141,0.639885081953326,4.56849240223968,"TILC.DTT.589"
"113","TILC.DTT.590",153.153846153846,151,0.724227859469455,5.24225437033496,"TILC.DTT.590"
"114","TILC.DTT.591",164.545454545455,149,0.664214948296728,4.79507964556414,"TILC.DTT.591"
"115","TILC.DTT.592",8.75,8,0.00997826810195,0.02993480430585,"TILC.DTT.592"
"116","TILC.DTT.593",22,20,0.0896909453350267,0.387637816500458,"TILC.DTT.593"
"117","TILC.DTT.594",87.5,70,0.174651289069155,1.07048717997912,"TILC.DTT.594"
"118","TILC.DTT.601",122.545454545455,113,0.595177714638084,4.05921852827301,"TILC.DTT.601"
"119","TILC.DTT.602",150.3,135,0.672717028503927,4.76069435971828,"TILC.DTT.602"
"120","TILC.DTT.603",142,139,0.674441788152852,4.80131134684243,"TILC.DTT.603"
"121","TILC.DTT.605",34.5,24,0.270080524121367,1.23830907527158,"TILC.DTT.605"
"122","TILC.DTT.606",59.5,40,0.439165229072125,2.33720577089659,"TILC.DTT.606"
"123","TILC.DTT.613",102,92,0.549791650499964,3.58659989495936,"TILC.DTT.613"
"124","TILC.DTT.614",149,132,0.631815203155257,4.45075530162816,"TILC.DTT.614"
"125","TILC.DTT.615",130.555555555556,123,0.613765712871427,4.26107736448976,"TILC.DTT.615"
"126","TILC.DTT.616",24,23,0.178362170342932,0.806832328163047,"TILC.DTT.616"
"127","TILC.DTT.617",14.5,14,0.0380737727660523,0.144960366142132,"TILC.DTT.617"
"128","TILC.DTT.618",68.4285714285714,44,0.459516890839792,2.50870104314866,"TILC.DTT.618"
"129","TILC.DTT.643",149.666666666667,148,0.691635397929261,4.98631314738923,"TILC.DTT.643"
"130","TILC.DTT.644",142.428571428571,133,0.620956332256868,4.38102230418512,"TILC.DTT.644"
"131","TILC.DTT.645",150.545454545455,135,0.628941910351707,4.4509059208159,"TILC.DTT.645"
"132","TILC.DTT.646",52.2,34,0.115435975542871,0.587276236117838,"TILC.DTT.646"
"133","TILC.DTT.647",18.25,18,0.178059804432398,0.742496030254583,"TILC.DTT.647"
"134","TILC.DTT.648",62,42,0.505626709854479,2.72649971697061,"TILC.DTT.648"
"135","TKO.DTT.1",147.545454545455,145,0.765292790332453,5.49473266183087,"TKO.DTT.1"
"136","TKO.DTT.10",17,12,0.00919221688436704,0.0329537528289517,"TKO.DTT.10"
"137","TKO.DTT.100",69.3333333333333,39,0.0549100924297314,0.290221924366033,"TKO.DTT.100"
"138","TKO.DTT.101",66.1111111111111,56,0.298215912426605,1.73184564686654,"TKO.DTT.101"
"139","TKO.DTT.102",116.555555555556,109,0.615363307918519,4.164892294697,"TKO.DTT.102"
"140","TKO.DTT.103",110.875,109,0.596991677045846,4.04054971060398,"TKO.DTT.103"
"141","TKO.DTT.104",132.571428571429,127,0.637401516448603,4.45459821732971,"TKO.DTT.104"
"142","TKO.DTT.105",141.615384615385,127,0.609229845149924,4.25771528952385,"TKO.DTT.105"
"143","TKO.DTT.106",47,43,0.13152972440024,0.713715107708704,"TKO.DTT.106"
"144","TKO.DTT.107",37,37,0.260199046938991,1.35549480080977,"TKO.DTT.107"
"145","TKO.DTT.108",107.666666666667,106,0.61977205973215,4.1697771178387,"TKO.DTT.108"
"146","TKO.DTT.109",112,100,0.485732798093606,3.2271388571908,"TKO.DTT.109"
"147","TKO.DTT.11",12.5,11,0.0108200505576822,0.0374312250144998,"TKO.DTT.11"
"148","TKO.DTT.110",143.928571428571,133,0.554697328378686,3.91354631792958,"TKO.DTT.110"
"149","TKO.DTT.111",142.666666666667,136,0.569000307696919,4.03276853746193,"TKO.DTT.111"
"150","TKO.DTT.112",38.1111111111111,35,0.0539962050631019,0.276961817609647,"TKO.DTT.112"
"151","TKO.DTT.113",22.5,21,0.172879044334388,0.759339638463273,"TKO.DTT.113"
"152","TKO.DTT.115",143.5,138,0.702791534398829,4.99581081029073,"TKO.DTT.115"
"153","TKO.DTT.116",154.583333333333,147,0.745360793582623,5.36635349248209,"TKO.DTT.116"
"154","TKO.DTT.117",129.9,126,0.655334554289208,4.57245262881786,"TKO.DTT.117"
"155","TKO.DTT.118",44.5,40,0.0451789855807314,0.240439312660605,"TKO.DTT.118"
"156","TKO.DTT.119",81.5,78,0.335152465090649,2.10656804773792,"TKO.DTT.119"
"157","TKO.DTT.12",90.75,77,0.457130179414678,2.86473725570135,"TKO.DTT.12"
"158","TKO.DTT.120",142.461538461538,132,0.674026152155729,4.74810586253963,"TKO.DTT.120"
"159","TKO.DTT.123",150.111111111111,129,0.642828939923693,4.50701978416784,"TKO.DTT.123"
"160","TKO.DTT.124",15.3333333333333,12,0.0133627075721416,0.0479048055542304,"TKO.DTT.124"
"161","TKO.DTT.125",87.5,79,0.23323749695398,1.47027804305151,"TKO.DTT.125"
"162","TKO.DTT.126",90.1428571428571,88,0.488967389770989,3.15845141796927,"TKO.DTT.126"
"163","TKO.DTT.127",131.285714285714,124,0.456054550345925,3.17149287135078,"TKO.DTT.127"
"164","TKO.DTT.128",161.461538461538,151,0.653652687249119,4.73140270925659,"TKO.DTT.128"
"165","TKO.DTT.129",154.555555555556,147,0.60155371008562,4.33098961043715,"TKO.DTT.129"
"166","TKO.DTT.130",112.833333333333,97,0.433705219343349,2.86241664686775,"TKO.DTT.130"
"167","TKO.DTT.131",51,51,0.614526238667997,3.48585420952677,"TKO.DTT.131"
"168","TKO.DTT.132",90.1428571428571,90,0.616836885805444,4.00441444704643,"TKO.DTT.132"
"169","TKO.DTT.133",157,151,0.684667332542019,4.95589926473321,"TKO.DTT.133"
"170","TKO.DTT.134",160,145,0.669135888817983,4.80433485057946,"TKO.DTT.134"
"171","TKO.DTT.135",146.526315789474,141,0.635518402816841,4.5373162723053,"TKO.DTT.135"
"172","TKO.DTT.136",25,22,0.049876136962057,0.222419222184082,"TKO.DTT.136"
"173","TKO.DTT.137",61.25,60,0.606473332548276,3.58237162451677,"TKO.DTT.137"
"174","TKO.DTT.138",76.5454545454545,61,0.503783390759891,2.98780696562372,"TKO.DTT.138"
"175","TKO.DTT.139",134.434782608696,127,0.459877758945349,3.21394065172846,"TKO.DTT.139"
"176","TKO.DTT.140",148.6875,138,0.574120961658915,4.0811528971014,"TKO.DTT.140"
"177","TKO.DTT.141",161.055555555556,143,0.572862974198658,4.10162518886659,"TKO.DTT.141"
"178","TKO.DTT.142",60.2,42,0.463483585179249,2.49925061153403,"TKO.DTT.142"
"179","TKO.DTT.143",54.6,51,0.421672642891156,2.39190658555189,"TKO.DTT.143"
"180","TKO.DTT.144",89.5,86,0.610062264314846,3.92042162734025,"TKO.DTT.144"
"181","TKO.DTT.145",92,89,0.571158719636073,3.69867161513528,"TKO.DTT.145"
"182","TKO.DTT.146",135.5,127,0.561757176783697,3.92594377907259,"TKO.DTT.146"
"183","TKO.DTT.147",150.866666666667,134,0.528665167749041,3.73559522720304,"TKO.DTT.147"
"184","TKO.DTT.148",43.5454545454545,41,0.464926243580761,2.49086652829566,"TKO.DTT.148"
"185","TKO.DTT.149",53,42,0.461971178668927,2.49109523555809,"TKO.DTT.149"
"186","TKO.DTT.150",68,66,0.554185664332644,3.34971657052499,"TKO.DTT.150"
"187","TKO.DTT.151",129.666666666667,117,0.504021548646703,3.4628118657321,"TKO.DTT.151"
"188","TKO.DTT.152",150.666666666667,147,0.67846915729328,4.88475562858886,"TKO.DTT.152"
"189","TKO.DTT.153",151.588235294118,138,0.576919895978999,4.10104919016863,"TKO.DTT.153"
"190","TKO.DTT.154",57.6666666666667,56,0.485075319278491,2.81700454298061,"TKO.DTT.154"
"191","TKO.DTT.155",41.4285714285714,40,0.506134004625496,2.69360877899428,"TKO.DTT.155"
"192","TKO.DTT.156",103.272727272727,100,0.606731597587125,4.03103748016113,"TKO.DTT.156"
"193","TKO.DTT.157",147.461538461538,137,0.601434809827277,4.26900357596327,"TKO.DTT.157"
"194","TKO.DTT.158",142.545454545455,133,0.641610033202464,4.52673999769468,"TKO.DTT.158"
"195","TKO.DTT.159",168.625,137,0.581167946446769,4.12514872946745,"TKO.DTT.159"
"196","TKO.DTT.16",51.1666666666667,42,0.508738315273747,2.74327848108574,"TKO.DTT.16"
"197","TKO.DTT.160",143,138,0.733991813774713,5.21759875929251,"TKO.DTT.160"
"198","TKO.DTT.161",124.5,117,0.605237251728179,4.1582006612509,"TKO.DTT.161"
"199","TKO.DTT.162",134,129,0.688918629334463,4.83016507075862,"TKO.DTT.162"
"200","TKO.DTT.17",101.428571428571,80,0.413598231991345,2.61473828282183,"TKO.DTT.17"
"201","TKO.DTT.18",96.1538461538462,83,0.408575349194924,2.60468396179398,"TKO.DTT.18"
"202","TKO.DTT.19",162.066666666667,153,0.617989776355473,4.48499148983056,"TKO.DTT.19"
"203","TKO.DTT.2",98.75,96,0.428153542333919,2.81937502081979,"TKO.DTT.2"
"204","TKO.DTT.20",158,149,0.662562718696793,4.78315192164771,"TKO.DTT.20"
"205","TKO.DTT.21",170.75,152,0.583845440079007,4.23166942874722,"TKO.DTT.21"
"206","TKO.DTT.22",37.3333333333333,28,0.420336021200582,2.02070444043673,"TKO.DTT.22"
"207","TKO.DTT.23",52.5,36,0.512065860207754,2.64734209307313,"TKO.DTT.23"
"208","TKO.DTT.24",54.8571428571429,47,0.469723433207202,2.60912054546447,"TKO.DTT.24"
"209","TKO.DTT.25",140.5,136,0.695397547053071,4.92860427463527,"TKO.DTT.25"
"210","TKO.DTT.26",161.25,142,0.690679905878699,4.93818666755599,"TKO.DTT.26"
"211","TKO.DTT.27",146.875,135,0.517598650051545,3.66295019969723,"TKO.DTT.27"
"212","TKO.DTT.28",18.3333333333333,15,0.0164825642131742,0.0643955751159638,"TKO.DTT.28"
"213","TKO.DTT.29",38.6,38,0.467258025176728,2.45213624620227,"TKO.DTT.29"
"214","TKO.DTT.3",193.090909090909,148,0.616021799361192,4.44118043470535,"TKO.DTT.3"
"215","TKO.DTT.30",62.1666666666667,62,0.437549484469756,2.6052555260415,"TKO.DTT.30"
"216","TKO.DTT.31",153.333333333333,142,0.604844890750694,4.3244880153919,"TKO.DTT.31"
"217","TKO.DTT.32",180,146,0.714081583233873,5.13412130417882,"TKO.DTT.32"
"218","TKO.DTT.33",156,150,0.667228879549475,4.82327659532587,"TKO.DTT.33"
"219","TKO.DTT.34",123.352941176471,111,0.263510115580707,1.79039731024531,"TKO.DTT.34"
"220","TKO.DTT.35",85,78,0.400900781314678,2.51982266041888,"TKO.DTT.35"
"221","TKO.DTT.37",128.428571428571,127,0.779353294105621,5.4466544321014,"TKO.DTT.37"
"222","TKO.DTT.38",156.769230769231,154,0.736101387376887,5.34909165437721,"TKO.DTT.38"
"223","TKO.DTT.39",153,143,0.514375419164808,3.68286182002148,"TKO.DTT.39"
"224","TKO.DTT.4",66.3333333333333,53,0.311537095415804,1.78445970118739,"TKO.DTT.4"
"225","TKO.DTT.40",27,16,0.00661282978074835,0.0264513191229934,"TKO.DTT.40"
"226","TKO.DTT.41",40.9090909090909,39,0.112045290704103,0.592204428100532,"TKO.DTT.41"
"227","TKO.DTT.42",68.25,68,0.598974294607678,3.64623376128838,"TKO.DTT.42"
"228","TKO.DTT.43",134.142857142857,126,0.515311908905058,3.59547543634368,"TKO.DTT.43"
"229","TKO.DTT.44",158.5625,149,0.685253761158877,4.94696238108646,"TKO.DTT.44"
"230","TKO.DTT.45",144.052631578947,136,0.520116327040662,3.6863051410283,"TKO.DTT.45"
"231","TKO.DTT.46",126.333333333333,78,0.0759466482849729,0.477355231645519,"TKO.DTT.46"
"232","TKO.DTT.47",66.2,59,0.265312376501624,1.56073800753695,"TKO.DTT.47"
"233","TKO.DTT.48",73.5,73,0.686417957167748,4.24880672893318,"TKO.DTT.48"
"234","TKO.DTT.49",156,151,0.70913256806139,5.13298854146533,"TKO.DTT.49"
"235","TKO.DTT.5",42,36,0.589504442364274,3.04769375504037,"TKO.DTT.5"
"236","TKO.DTT.50",154.6,151,0.719276417490178,5.20641382924567,"TKO.DTT.50"
"237","TKO.DTT.51",162.909090909091,149,0.643059166410502,4.64235249094534,"TKO.DTT.51"
"238","TKO.DTT.52",4,4,0.00397169773420515,0.00794339546841031,"TKO.DTT.52"
"239","TKO.DTT.53",74,69,0.462378163950002,2.82444832276877,"TKO.DTT.53"
"240","TKO.DTT.54",98.6,98,0.61533148568257,4.07023923573853,"TKO.DTT.54"
"241","TKO.DTT.55",123.666666666667,119,0.754690348142672,5.20345241817115,"TKO.DTT.55"
"242","TKO.DTT.56",143.5,137,0.720226071256692,5.11218776076461,"TKO.DTT.56"
"243","TKO.DTT.57",147.363636363636,135,0.662808463614671,4.69057327316561,"TKO.DTT.57"
"244","TKO.DTT.58",76.1538461538462,63,0.489065885869343,2.92328370087553,"TKO.DTT.58"
"245","TKO.DTT.59",56.5714285714286,54,0.480515667783876,2.76531361112316,"TKO.DTT.59"
"246","TKO.DTT.6",97.4285714285714,96,0.704748662539136,4.6407435152536,"TKO.DTT.6"
"247","TKO.DTT.60",68.6666666666667,64,0.499094905075198,2.99456943045119,"TKO.DTT.60"
"248","TKO.DTT.61",146,125,0.690786921171966,4.81187267954979,"TKO.DTT.61"
"249","TKO.DTT.62",152,135,0.72764202365608,5.14938842207898,"TKO.DTT.62"
"250","TKO.DTT.63",156.272727272727,139,0.596019550175868,4.24302805589317,"TKO.DTT.63"
"251","TKO.DTT.64",38.6,35,0.0417120506980404,0.213952913247406,"TKO.DTT.64"
"252","TKO.DTT.65",38,31,0.196280663467924,0.972412938753076,"TKO.DTT.65"
"253","TKO.DTT.66",34,29,0.365992171967713,1.77798301578461,"TKO.DTT.66"
"254","TKO.DTT.69",138,130,0.551260234146026,3.87115212486959,"TKO.DTT.69"
"255","TKO.DTT.7",126.090909090909,122,0.608479883448171,4.21721424737015,"TKO.DTT.7"
"256","TKO.DTT.70",31.4285714285714,22,0.0114947552554747,0.0512600750347613,"TKO.DTT.70"
"257","TKO.DTT.71",48.5,32,0.0519371166186443,0.259685583093221,"TKO.DTT.71"
"258","TKO.DTT.72",65,63,0.396216449892154,2.36829663130078,"TKO.DTT.72"
"259","TKO.DTT.73",140.166666666667,125,0.653003273209636,4.54867993835659,"TKO.DTT.73"
"260","TKO.DTT.74",144.2,134,0.683065950806697,4.82660493136496,"TKO.DTT.74"
"261","TKO.DTT.75",133.75,125,0.61775275988473,4.30313246661168,"TKO.DTT.75"
"262","TKO.DTT.76",53.6666666666667,45,0.102549628046034,0.563187492312071,"TKO.DTT.76"
"263","TKO.DTT.77",59,54,0.329071950540928,1.89377205548054,"TKO.DTT.77"
"264","TKO.DTT.78",74,74,0.607377498864306,3.77148225453026,"TKO.DTT.78"
"265","TKO.DTT.79",145,140,0.721203455629785,5.14166354798345,"TKO.DTT.79"
"266","TKO.DTT.8",146.4,142,0.713632709536209,5.10229340939083,"TKO.DTT.8"
"267","TKO.DTT.80",159.909090909091,149,0.720164386136876,5.19898806595729,"TKO.DTT.80"
"268","TKO.DTT.81",153.4,138,0.680614183175294,4.83816256673168,"TKO.DTT.81"
"269","TKO.DTT.82",50.2,32,0.0212518473142814,0.106259236571407,"TKO.DTT.82"
"270","TKO.DTT.83",121.142857142857,110,0.569122798840601,3.85942642010605,"TKO.DTT.83"
"271","TKO.DTT.84",121.545454545455,121,0.71478915126788,4.94552838111005,"TKO.DTT.84"
"272","TKO.DTT.87",142.333333333333,119,0.590138836689143,4.06889973402219,"TKO.DTT.87"
"273","TKO.DTT.88",102.666666666667,81,0.108892462360381,0.690361877809573,"TKO.DTT.88"
"274","TKO.DTT.89",60.6666666666667,49,0.100806895693483,0.566001469604893,"TKO.DTT.89"
"275","TKO.DTT.9",145.066666666667,139,0.646724476390485,4.60399343771183,"TKO.DTT.9"
"276","TKO.DTT.90",34,34,0.290828605772777,1.47957972504165,"TKO.DTT.90"
"277","TKO.DTT.91",129.5,125,0.607257177221048,4.23002250183464,"TKO.DTT.91"
"278","TKO.DTT.92",140.125,136,0.599049082986733,4.24573811575356,"TKO.DTT.92"
"279","TKO.DTT.93",144.5,136,0.600257234088305,4.25430084179257,"TKO.DTT.93"
"280","TKO.DTT.94",40.5,38,0.27820770506543,1.46001386986487,"TKO.DTT.94"
"281","TKO.DTT.95",43,38,0.536839283795249,2.81729364772644,"TKO.DTT.95"
"282","TKO.DTT.97",157.3,142,0.66070201587136,4.72385233482719,"TKO.DTT.97"
"283","TKO.DTT.98",142.75,134,0.67224288144513,4.75012815794162,"TKO.DTT.98"
"284","TKO.DTT.99",169.909090909091,138,0.629578694229784,4.47537554539889,"TKO.DTT.99"
