#OTU ID,Vil1.03B.DTT33,Vil1.05B.DTT57,Lyz2.07B.DTT281.S123,Vil1.010B.DTT117,Vil1.05B.FP57,Lyz2.02B.DTT221.S61,Itg.02.FP409.S9,Lyz2.04B.FP245.S42,Lyz2.06B.DTT269.S111,Vil1.09B.DTT105,Itg.20.DTT505.S100,Itg.24.DTT529.S24,Vil1.09B.FP108,Itg.26.DTT541.S37,Itg.02.DTT409.S1,Itg.06.DTT433.S26,Vil1.10B.FP120,Vil1.08B.FP96,Vil1.01B.FP09,Vil1.02B.DTT21,Itg.22.DTT517.S12,Vil1.06B.FP69,Itg.16.FP481.S84,Vil1.03B.FP33,Itg.08.FP445.S46,Itg.24.FP529.S32,Lyz2.06B.FP269.S67,Vil1.04B.DTT45,Lyz2.03B.DTT233.S73,Lyz2.07B.FP281.S79,Vil1.07B.DTT81,Vil1.04B.FP45,Itg.12.FP469.S71,Itg.06.FP433.S34,Lyz2.05B.FP257.S54,Itg.18.DTT493.S88,Vil1.013B.DTT153,Vil1.02B.FP21,Itg.04.DTT421.S13,Vil1.014B.DTT165,Vil1.06B.DTT69,Itg.10.DTT457.S51,Vil1.13B.FP156,Lyz2.05B.DTT257.S98,Vil1.08B.DTT93,Itg.20.FP505.S8,Itg.22.FP517.S20,Lyz2.03B.FP233.S81,Lyz2.02B.FP221.S69,Vil1.07B.FP81,Itg.16.DTT481.S76,Itg.12.DTT469.S63,Vil1.14B.FP168,Lyz2.04B.DTT245.S86,Itg.18.FP493.S96,Lyz2.08B.DTT293.S135,Itg.10.FP457.S59,Lyz2.01B.FP209.S57,Lyz2.01B.DTT209.S49,Vil1.01B.DTT09,Itg.04.FP421.S21,Itg.26.FP541.S45,Itg.08.DTT445.S38,Lyz2.08B.FP293.S91,SLCFP021,SLCFP069,SLCFP111,SLCdtt075,SLCFP051,LYZFP317,SLCFP093,SLCdtt021,SLCdtt111,LYZdtt317,LYZdtt305,LYZdtt329,SLCFP075,LYZdtt341,SLCdtt051,LYZFP305,SLCFP129,LYZdtt365,SLCFP003,SLCdtt069,SLCdtt129,LYZdtt353,SLCdtt093,LYZFP353,SLCdtt003,LYZFP329,LYZFP341,SLCFP165,SLCdtt165,SLCFP147,SLCdtt147,taxonomy
759abfc82a4b189214d7e148d4aef180,101,0,92,100,922,121,136,197,25,32,85,93,467,103,141,93,944,135,817,103,85,597,207,464,65,193,69,64,150,262,17,501,191,188,237,259,0,881,121,95,20,19,26,180,24,283,180,925,575,1353,111,62,81,49,277,42,170,160,57,108,93,184,28,190,190,75,35,29,282,511,56,33,5,160,200,586,106,167,120,245,126,115,87,102,97,61,19,125,62,1010,270,168,296,28,334,
04af8257d41718f9636b8bbc789b0fcf,55,0,36,114,50,33,29,27,62,148,193,73,33,78,63,36,152,139,355,287,300,0,410,383,33,17,26,249,15,36,1,164,23,33,0,76,0,497,131,849,0,34,13,12,10,342,366,13,52,40,588,40,24,20,8,27,44,45,60,126,33,22,45,31,13,0,8,8,385,468,18,55,81,358,181,174,8,605,227,230,238,284,38,33,425,165,136,130,65,169,124,52,1241,26,184,
0247032b5537cfe290e9fe3067f9257e,266,0,31,78,423,69,313,40,101,60,228,320,316,372,474,154,316,132,606,70,275,272,591,1015,814,584,175,67,36,31,15,266,1099,107,136,344,0,373,455,409,16,147,37,145,9,760,688,287,263,572,313,367,99,20,457,100,743,253,69,115,174,755,434,220,282,111,158,49,109,739,25,69,42,557,424,39,120,957,39,279,131,459,277,164,150,263,23,373,182,29,818,150,288,556,1694,
298c6e520261d927af2fb9e7c1e4cebc,71,0,131,7,507,72,75,141,186,36,119,125,186,137,102,353,434,502,1030,170,91,400,294,296,137,198,175,165,54,281,27,435,170,405,391,324,425,971,267,320,19,81,1417,389,54,343,202,453,258,1029,179,84,46,39,395,185,276,114,47,178,153,221,93,371,113,48,56,160,48,1897,71,30,29,779,592,1729,366,333,21,165,46,766,181,93,57,109,47,125,203,1794,290,475,2298,48,378,
653c972b92d846f3b6b199c4f5257025,23,0,100,222,161,154,235,122,61,15,165,55,2,146,277,221,5,0,86,15,33,223,176,120,57,32,68,3,113,73,2,8,72,517,10,408,0,59,232,1,6,98,3,79,0,269,20,31,77,33,299,281,0,79,73,18,208,0,271,32,103,47,167,48,17,1,21,8,195,33,134,15,329,112,32,855,1,164,97,82,2,2549,71,54,3,930,763,705,57,732,97,0,169,50,306,
e78a270ccd8d01d326e840cd85e1c1e2,121,0,44,77,558,21,83,62,13,35,73,100,343,96,101,98,615,286,690,52,86,297,397,572,223,224,47,71,23,114,14,505,320,158,159,141,0,355,109,62,10,28,0,108,11,309,241,280,115,841,148,95,61,12,260,38,203,120,32,107,80,235,67,153,94,67,52,37,92,377,66,10,15,71,91,813,127,336,38,170,25,66,89,56,37,84,12,226,32,1212,617,201,238,71,443,
b3703a2157a018a94473b0861589dde0,189,16,308,364,1602,285,421,334,261,124,82,604,596,549,618,1083,843,683,1816,376,148,1337,1776,715,1200,718,274,225,239,362,89,477,1096,1143,0,529,0,1274,788,719,92,270,50,174,104,141,300,1515,1006,1991,968,449,159,153,558,521,829,721,238,345,356,860,896,736,610,201,273,193,811,543,47,159,141,651,383,2369,229,954,351,167,353,1356,760,398,389,384,60,365,919,1448,501,285,1106,1065,1409,
fc7e77e237e910e3f38dbb8e3c69c5bd,84,0,411,46,117,28,2,8,14,60,89,83,13,88,7,27,27,8,263,19,28,21,46,542,22,81,29,60,7,516,6,366,29,67,45,36,0,84,158,32,0,17,2,94,0,148,54,10,24,186,42,30,2,12,21,5,58,23,11,34,77,93,9,14,15,103,22,15,819,31,19,5,42,18,46,104,17,40,770,224,73,12,37,595,65,0,35,0,21,130,21,6,10,177,756,
a589fa026973c67d0f1c7b741d85b90c,74,0,344,2,0,17,51,146,0,31,321,6,1,3,38,180,3,10,24,145,54,2035,229,331,621,12,1,470,66,250,1,789,255,856,0,4,0,110,1709,33,1,72,1,1,0,1159,151,99,1,644,133,155,1,42,4,50,294,356,199,9,1180,7,170,71,0,127,551,0,734,0,361,0,595,0,0,0,0,0,365,0,483,0,46,152,433,0,466,0,86,0,0,4,1,781,545,
ad23727bc3e6dc84a4c52399fe4f0d39,656,20,2421,638,5424,2377,1225,2212,416,273,2542,2364,2682,2412,3068,4095,2618,1830,6822,489,1240,3653,9646,4489,4056,2473,712,781,2548,1617,119,7208,4342,3423,706,9446,0,7391,5085,1651,159,1232,96,1905,202,4027,2348,9707,7245,4206,5762,3042,307,1131,8676,1111,4619,2859,1294,1105,1728,3305,2779,1956,4817,1040,1256,634,1851,1977,1201,1192,517,2663,1689,2355,859,4225,6972,1903,1394,2564,2231,1565,4811,182,1267,205,672,1736,3526,6313,19663,783,6168,
a87086e2ee322da102d8a52c4de21683,0,0,0,0,54,54,0,158,0,0,0,0,16,0,0,0,0,1299,137,0,0,0,178,0,0,29,0,0,59,0,9,0,0,0,103,0,0,0,0,0,0,0,0,114,38,0,0,259,105,81,111,0,0,42,0,133,0,394,383,19,0,0,0,104,0,7,0,75,0,31,94,0,0,41,36,0,67,37,0,55,111,1,51,32,61,0,156,0,24,0,31,2,0,75,52,
f80a7e9c950f857ec31ac4d0cc9c6a03,29,0,18,31,111,13,31,27,12,17,33,52,105,47,32,57,155,79,172,26,30,109,138,119,81,84,14,15,8,35,0,137,96,75,40,70,0,114,63,47,7,22,0,42,9,102,85,103,80,177,46,35,10,7,101,15,80,53,15,26,40,97,41,48,65,27,21,12,39,166,20,10,7,68,30,198,21,116,23,70,33,44,37,17,12,27,11,47,41,210,105,66,165,43,82,
73e42306e185be6f0c6060d4ed924469,93,0,8,38,127,32,227,133,46,12,52,277,86,285,317,301,277,21,859,67,135,474,150,360,359,602,84,85,31,23,11,429,413,414,245,289,0,368,343,146,4,88,4,182,0,162,384,453,200,1213,63,138,18,43,458,105,568,70,17,123,237,738,147,383,39,29,21,47,85,674,27,0,0,375,335,1697,109,318,40,400,18,1138,52,43,29,106,0,180,21,1853,294,307,675,71,223,
3bffd5a2b1cf48b46d1e51628c3551fc,16,0,10,20,96,11,46,11,12,6,13,15,27,13,32,27,15,109,76,26,16,47,9,59,81,27,13,30,3,32,3,89,81,66,48,30,0,107,23,17,0,10,0,19,3,62,57,36,28,95,8,15,7,4,57,12,56,25,6,11,28,34,19,23,32,0,15,0,48,203,7,9,9,36,20,15,11,103,27,209,17,73,7,0,0,45,6,58,0,0,112,105,79,6,7,
9b5ce504ace88223f14f8b0848d1b054,46,0,37,164,27,40,3063,29,190,60,697,738,4967,1080,3510,183,3499,1182,204,753,977,0,1522,133,3239,1785,417,795,27,0,0,1943,5861,237,0,2918,2779,2142,624,1529,0,1415,32171,56,0,2424,4802,126,97,75,704,1769,23413,19,4831,40,4643,66,53,43,392,3301,1057,67,324,832,969,80,585,171,7643,85,898,92,140,130,126,60,198,415,631,191,2675,419,1075,161,1922,35,2011,91,36,2183,1420,2153,292,
6d5171bbc6ef97262119e6d152d82164,256,0,40,0,26,16,14,25,65,0,281,178,0,139,26,25,0,14,101,623,188,11,46,0,74,41,0,74,20,0,0,38,17,0,0,57,0,27,32,0,0,647,0,35,0,74,56,18,11,18,462,44,0,41,11,24,68,67,485,41,10,34,219,0,2,2,4,1,3,33,2,2,120,1546,1757,82,1,3199,3,1949,3,155,2,61,17,1107,13,40,4,42,27,82,2,309,4,
235c319ab46f87d377a28a34ba10bfa1,315,0,102,139,444,29,68,109,34,94,42,67,454,95,187,227,299,231,588,294,75,377,212,1075,116,106,32,346,68,101,15,485,170,127,139,132,448,353,151,276,10,49,996,147,17,100,168,230,111,363,191,95,68,38,201,78,122,70,18,152,54,96,107,76,94,47,171,6,188,525,32,40,125,364,165,334,0,295,81,188,161,155,326,77,267,93,51,66,382,259,119,634,706,154,148,
89c209abd89a5232343a4c87c93cb4ea,20,0,4,16,32,0,0,7,0,4,11,53,982,36,16,43,59,857,8,0,0,10,10,0,40,66,9,0,0,4,0,7,22,38,0,4,0,0,31,5,0,15,34,7,0,28,7,4,7,12,10,25,238,3,0,0,32,0,0,0,9,40,18,0,3,0,0,0,0,2532,0,4,0,68,61,50,0,29,0,296,0,26,8,0,7,173,3,9,28,31,5,4,28,0,3,
f745d265f36ea7eac26d97280e690796,203,0,0,37,11,0,0,0,0,92,8,0,281,11,0,19,17,1008,117,7,0,0,8,30,0,10,0,29,0,0,0,49,298,7,0,22,0,0,9,0,0,232,11,0,0,0,0,0,0,11,9,283,10,0,20,8,307,7,8,25,7,15,8,0,33,0,0,14,0,23,2,14,0,11,7,13,29,15,0,17,3,13,18,7,4,18,3,4,30261,7,5,0,1,8,30,
20fe5c9f456999fe121cb1c16bf41e77,21,0,27,48,20,6,44,35,17,14,3,30,1,20,73,10,20,44,21,2,22,8,38,25,35,49,14,75,18,33,0,93,11,9,7,8,0,11,31,44,0,14,0,15,1,24,35,46,12,13,15,6,1,15,8,1,12,13,8,2,19,38,23,0,11,5,16,0,112,17,157,4,12,109,137,0,3,128,22,10,49,44,1,11,11,3,114,31,0,0,68,173,406,0,0,
48082d1ff66a9207ede6bf05e9846d6e,348,0,339,108,640,283,289,236,157,157,357,385,1052,590,567,787,1156,324,1166,351,227,662,872,1302,796,617,197,354,160,323,35,987,753,657,316,524,0,1043,697,380,37,139,33,363,58,983,528,708,758,974,552,352,91,104,543,267,603,514,185,291,291,1059,482,436,271,75,266,104,535,835,143,57,59,1010,574,2030,230,1158,337,91,285,498,500,168,277,230,101,426,150,1304,875,546,1433,769,1324,
695a1bb7c03f0f0b00d69b55fe30c4c3,16,4,157,7,445,262,160,146,303,10,60,163,11,228,136,69,57,525,141,76,95,66,55,89,224,284,267,63,94,262,0,231,454,132,123,137,0,169,169,92,0,89,1,167,16,116,284,374,670,105,32,178,14,36,127,184,412,655,300,44,107,256,105,322,25,56,173,61,354,258,8,18,82,521,350,712,66,629,295,448,10,3340,84,84,0,759,20,227,72,817,350,521,821,63,132,
44166d043ae4422d941e1e4c779151f8,45,0,61,88,819,140,32,123,30,29,80,117,367,207,85,77,441,247,354,28,84,516,470,263,153,156,68,30,154,122,19,319,311,124,50,248,0,605,218,25,16,56,15,114,35,172,72,523,693,1295,303,188,45,41,220,60,420,149,71,56,105,319,78,234,187,101,44,41,84,193,88,46,27,99,91,195,115,141,126,244,93,111,182,142,109,52,47,68,121,228,155,289,709,22,979,
2a9df0f05ef552235191fe0edbbc742e,4,1,38,40,22,16,41,5,68,12,27,46,1,63,42,12,10,28,45,62,49,0,50,49,18,10,10,45,9,13,1,6,2,18,0,19,0,92,48,195,0,11,0,4,0,40,36,10,8,8,118,31,1,4,6,21,5,9,34,26,21,1,18,11,22,0,27,0,77,168,25,45,31,103,64,0,0,0,50,113,47,0,16,0,71,0,93,0,27,0,0,62,201,13,147,
b3111baca54677926264de26b4a9bf7a,0,0,11,0,12,711,40,104,62,2,0,36,2,19,15,4,7,28,438,17,16,160,11,18,7,34,210,3,28,25,3,7,15,30,174,2,0,399,6,95,0,0,15,247,11,7,15,13,1231,24,4,8,25,55,3,94,4,1162,895,57,8,62,4,148,19,106,165,2,0,2,0,42,113,52,27,677,4,786,0,6,0,217,313,358,0,14,1,23,289,922,587,0,0,255,383,
21f3474eb0a2647e96181ab06ed9b764,4,0,6,9,129,19,10,5,5,0,7,17,58,21,19,26,93,27,85,5,10,73,105,40,28,39,14,7,14,15,0,47,57,38,20,43,0,66,27,9,4,5,0,14,8,29,13,59,97,217,67,19,9,5,55,10,64,22,7,19,24,46,10,34,16,4,8,7,16,102,8,5,4,23,30,101,0,53,5,30,15,45,13,13,10,18,1,43,10,152,78,51,105,4,56,
9bc2935704d00be01387e4b91d0ec358,0,0,3,0,47,3,10,9,0,0,4,8,0,3,4,2,2,0,20,0,4,34,14,38,19,17,10,3,0,21,0,17,21,16,11,0,0,23,4,5,0,2,0,3,0,34,20,21,18,51,5,10,0,0,9,7,17,17,5,0,14,15,6,16,33,0,5,0,12,13,6,0,0,16,6,11,0,7,0,42,0,16,6,0,0,0,0,14,0,51,30,21,2,28,18,
87c1f25ee57f851893eda4c10a460604,213,0,9,1,217,13,397,1054,319,0,176,479,19,90,1061,337,39,74,624,184,620,574,664,1174,85,258,614,25,1206,0,0,229,41,381,370,123,0,1313,795,120,18,41,0,1351,0,70,468,272,14,0,1021,41,13,709,103,75,132,13,17,138,602,26,169,48,13,17,422,720,1,18,15,918,2181,861,339,15,87,7,0,144,30,445,49,745,68,1692,1960,778,204,15,0,15,557,44,4,
c003202be6a53b07fbb26ecd2161fe2c,392,0,50,188,41,48,37,2528,214,28,484,946,373,1805,88,218,1669,320,129,1435,265,26,181,424,2388,1870,313,23,698,0,0,74,3615,112,32,318,0,2354,122,92,0,1529,58,877,0,1034,749,8036,263,35,308,1467,500,947,355,718,3824,74,52,15,51,3644,1105,115,739,284,1038,202,46,323,50,203,1193,204,957,267,353,216,27,421,19,159,1917,224,34,195,82,35,2041,156,108,472,380,1835,401,
ae7aa9c977dea18de5954b3f29c80278,141,1,0,84,2463,31,181,22,0,0,152,80,1,171,25,1,10,7,419,8,64,523,68,1138,657,331,0,228,2,0,2,3202,383,12,0,34,0,118,4,16,1,14,1,1,0,1557,395,19,51,477,8,112,5,3,120,3,327,238,174,50,16,491,37,0,0,261,517,258,0,221,0,0,100,238,180,0,141,0,0,123,0,1154,65,186,0,546,0,549,33,0,0,0,0,355,244,
b89a1572461237b1a6ff63b2aeb24e60,0,0,44,0,0,0,68,0,0,0,35,105,0,106,55,34,0,0,47,156,16,0,54,91,410,162,0,131,0,53,0,186,150,114,0,10,0,375,73,0,0,0,0,0,1,67,55,0,0,0,31,54,0,0,17,30,13,0,0,1,140,181,86,27,71,30,59,17,234,0,0,39,71,0,0,12,10,0,72,0,0,0,54,157,0,0,0,0,66,0,0,73,1,4,4,
397aa1ad0378774f826b9825c958427e,1610,0,35,486,387,15,1264,1715,237,48,900,812,2591,933,1393,293,5118,476,81,458,492,0,266,1425,2002,1418,271,185,369,0,0,528,1956,269,507,1134,0,1314,239,788,0,907,140,896,0,2445,1797,3934,155,17,180,793,11087,677,1347,238,2641,47,32,13,116,1920,906,23,236,350,250,34,214,76237,2648,103,219,15520,4492,120,70,38,51,30093,101,31,315,151,181,75,1094,14,529,58,15,2656,4640,118,100,
e9caa943f6467ffd09889cd0df61cb45,0,0,1,0,57,2,1,1,0,0,1,4,0,2,0,0,0,1,6,1,0,1,8,1,1,2,1,9,3,5,0,30,2,2,0,1,0,2,1,0,0,0,0,0,0,1,0,1,3,1,9,0,0,1,1,0,1,2,4,2,0,3,1,0,0,0,5,0,0,79,0,0,0,17,8,0,0,0,0,84,0,0,0,0,0,8,0,14,0,0,0,0,0,35,0,
8740da173c36129ee4420445a26a155e,0,0,0,0,11,0,9,0,15,0,6,10,0,42,6,4,1,10,16,16,0,19,4,0,11,15,12,11,1,0,0,2,13,13,0,4,0,28,0,0,0,8,0,0,1,13,0,3,0,0,0,14,0,0,6,3,65,21,22,13,0,59,4,13,0,0,0,17,0,43,0,0,0,14,15,160,14,123,0,67,0,0,0,0,0,0,0,1,0,142,99,0,0,0,0,
564a2d40353ba6af46b47a2d367a3d56,80,22,195,168,841,69,543,87,448,0,248,726,12,985,370,101,207,1585,519,42,616,351,691,409,1257,893,1014,143,46,403,23,766,2709,414,397,671,0,183,278,159,19,121,13,438,163,844,2264,317,136,159,220,601,53,35,1287,483,886,230,139,88,573,941,243,1151,0,11,567,639,0,329,0,0,416,938,590,69,737,2299,14,321,333,1019,657,299,231,947,266,1256,420,34,1556,36,763,767,346,
55b5e18dcec6eaff69b53b2c4cbb0a16,288,0,16,92,90,73,121,160,21,77,100,69,516,96,145,175,574,119,239,48,119,190,467,592,296,183,74,52,46,29,0,121,215,160,104,73,104,246,179,97,8,21,294,111,7,358,325,249,338,246,127,67,27,55,103,49,303,134,43,54,112,333,73,55,213,95,94,23,168,108,111,17,17,71,52,2117,62,102,37,83,102,112,95,46,67,15,16,40,21,2192,315,470,199,63,195,
e8ed0e081283c5963ce9860944f651c6,0,0,30,102,765,29,125,34,206,26,35,164,15,162,114,30,38,271,165,63,65,106,15,234,28,122,275,19,12,20,9,82,218,21,194,83,0,166,96,290,0,87,14,262,53,55,114,30,32,44,18,210,28,10,106,29,224,43,61,37,71,123,54,102,13,11,83,282,278,0,45,14,254,4,20,369,49,200,469,6,43,403,34,206,37,119,113,92,19,604,292,11,90,40,249,
65553cd263bb61cf36d1a75d750952f3,55,0,25,98,300,21,78,39,4,18,27,40,203,57,60,51,317,125,118,30,48,152,438,116,293,187,30,47,12,114,7,372,226,106,68,52,0,121,51,23,6,10,9,68,14,185,164,131,143,410,104,53,16,4,145,46,154,108,19,41,51,213,53,150,77,44,46,4,55,375,56,7,1,35,98,344,25,80,4,19,39,43,63,12,22,24,12,213,6,986,659,230,159,25,50,
49d5e983bbc870059084d932fb344b75,15,0,6,15,60,0,13,13,3,0,15,14,40,16,14,19,69,29,22,6,8,28,17,20,19,51,14,1,6,12,0,27,22,14,12,14,0,44,23,5,0,0,0,23,6,28,5,33,25,38,12,13,0,5,17,8,23,13,6,5,16,70,13,5,21,10,14,3,30,49,38,3,0,6,25,86,7,7,0,3,12,15,7,5,6,8,2,42,3,111,39,17,17,6,43,
799fcd30c710ffaccf04ca2879108efa,58,0,1,1,1,30,0,1,3,1,0,0,1,1,0,0,1,1,2,1,0,100,0,22,0,0,867,1,1,78,0,33,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,372,1,0,0,1,0,0,1,0,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,947,0,1,0,1,0,5,0,0,0,2,2,657,0,3916,22,0,0,0,0,
2580cbc77481600b1be7553a25c35a83,124,0,15,9,115,11,181,486,212,0,113,228,11,42,498,168,30,42,342,99,314,313,362,717,38,143,363,11,574,0,0,131,27,185,233,66,0,616,404,54,0,11,0,795,0,43,212,136,19,0,523,24,11,308,54,55,68,8,0,67,287,11,89,28,13,9,261,316,0,11,11,477,1094,444,239,0,36,8,6,87,20,267,29,347,45,862,992,431,93,0,0,3,194,30,1,
332d720adc8e107df05b716fd88b601c,181,0,46,148,376,45,51,27,18,52,38,54,241,54,92,138,508,118,335,263,49,133,142,602,58,53,11,275,21,38,4,423,92,61,52,123,229,350,82,70,5,26,865,62,9,78,88,72,124,88,115,43,24,18,178,28,77,135,32,79,23,53,61,36,129,30,61,18,76,102,82,66,52,121,36,185,4,318,32,0,87,55,71,84,113,17,116,20,90,157,163,135,188,177,263,
