,V1
PWY-5686,0.011531421
PWY-5695,0.006337142
PWY-5705,0.000134706
PWY-5741,2.95E-06
PWY-5747,4.32E-06
PWY-5837,9.65E-05
PWY-5838,0.000258045
PWY-5840,0.000267817
PWY-5845,5.43E-05
PWY-5850,2.67E-05
PWY-5855,6.46E-05
PWY-5856,6.46E-05
PWY-5857,6.46E-05
PWY-5860,1.82E-05
PWY-5861,0.000195471
PWY-5862,3.69E-05
PWY-5863,0.000109234
PWY-5896,2.67E-05
PWY-5897,0.000241151
PWY-5898,0.000241151
PWY-5899,0.000241151
PWY-5910,0.005220903
PWY-5913,0.002211859
PWY-5918,0.000185326
PWY-5920,3.26E-05
PWY-5971,0.000152638
PWY-5973,0.008861502
PWY-5989,9.81E-05
PWY-6071,4.62E-06
PWY-6121,0.009727301
PWY-6122,0.009886558
PWY-6123,0.008553863
PWY-6125,0.007311199
PWY-6126,0.011892893
PWY-6147,0.003332242
PWY-6151,0.008183471
PWY-6163,0.005022662
PWY-6165,4.22E-06
PWY-621,0.01061301
PWY-6263,0.000730401
PWY-6269,0.002505612
PWY-6277,0.009886558
PWY-6282,9.96E-05
PWY-6317,0.010426489
PWY-6353,0.002006877
PWY-6385,0.010509589
PWY-6386,0.010428125
PWY-6387,0.010880964
PWY-6396,0.000160717
PWY-6467,0.001372963
PWY-6470,0.000271009
PWY-6471,0.008558269
PWY-6478,0.000390855
PWY-6507,0.002197623
PWY-6519,0.000130319
PWY-6545,0.001181728
PWY-6572,0.000147908
PWY-6588,0.000689232
PWY-6590,6.86E-05
PWY-6608,0.001551073
PWY-6609,0.009611306
PWY-6612,0.002416838
PWY-6628,0.002490398
PWY-6629,3.49E-05
PWY-6630,0.00244902
PWY-6690,3.45E-06
PWY-6700,0.002981443
PWY-6703,0.001860922
PWY-6708,6.46E-05
PWY-6728,8.62E-06
PWY-6737,0.006830903
PWY-6749,5.32E-05
PWY-6891,0.000116847
PWY-6892,0.002597477
PWY-6895,0.00042051
PWY-6897,0.003045742
PWY-6901,0.00128605
PWY-6969,0.002437605
PWY-7003,0.001223338
PWY-7013,0.003466453
PWY-7090,4.19E-05
PWY-7094,3.18E-05
PWY-7111,0.006910283
PWY-7184,0.005806901
PWY-7187,0.007034077
PWY-7196,0.005735353
PWY-7197,0.005245375
PWY-7198,6.35E-05
PWY-7199,0.004168128
PWY-7200,0.004207738
PWY-7208,0.013031244
PWY-7210,8.54E-05
PWY-7211,0.001381778
PWY-7219,0.011579004
PWY-7220,0.014266333
PWY-7221,0.011008957
PWY-7222,0.014266333
PWY-7228,0.006845067
PWY-7229,0.012388026
PWY-7234,0.007436585
PWY-7237,0.000420698
PWY-7242,0.002762941
PWY-7254,4.57E-05
PWY-7315,0.000922559
PWY-7323,0.002140824
PWY-7328,0.001153418
PWY-7332,0.000252308
PWY-7371,0.000314253
PWY-7374,0.000268795
PWY-7377,0.001147332
PWY-7392,0.004774516
PWY-7400,0.005038342
PWY-7431,9.46E-06
PWY-7446,3.41E-06
PWY-7456,0.00037627
PWY-7527,1.66E-06
PWY-7539,0.003262062
PWY-7560,0.005413422
PWY-7663,0.009550032
PWY-7664,0.000117127
PWY-841,0.007506661
PWY-922,0.004529629
PWY0-1061,0.000464717
PWY0-1241,0.000393004
PWY0-1261,0.001542532
PWY0-1277,6.13E-06
PWY0-1296,0.007950882
PWY0-1297,0.007499111
PWY0-1298,0.006790407
PWY0-1319,0.011365498
PWY0-1338,1.84E-05
PWY0-1415,7.40E-05
PWY0-1479,0.000576406
PWY0-1533,4.10E-05
PWY0-1586,0.010001795
PWY0-162,0.007835609
PWY0-166,0.00707382
PWY0-321,5.16E-06
PWY0-41,3.07E-05
PWY0-42,3.67E-06
PWY0-781,0.001549489
PWY0-845,0.000482889
PWY0-862,0.000162621
PWY490-3,0.001380854
PWY4FS-7,0.010288016
PWY4FS-8,0.010288016
PWYG-321,0.000116591
PYRIDNUCSAL-PWY,0.003377849
PYRIDNUCSYN-PWY,0.003743596
PYRIDOXSYN-PWY,0.000376059
REDCITCYC,5.58E-05
RHAMCAT-PWY,0.000445026
RIBOSYN2-PWY,0.003899188
RUMP-PWY,0.002294262
SALVADEHYPOX-PWY,0.001591052
SER-GLYSYN-PWY,0.006009972
SO4ASSIM-PWY,0.000512848
SULFATE-CYS-PWY,0.000979145
TCA,0.001826247
TCA-GLYOX-BYPASS,4.68E-05
TEICHOICACID-PWY,0.003494328
THISYN-PWY,0.002291666
THREOCAT-PWY,9.55E-06
THRESYN-PWY,0.008777328
TRNA-CHARGING-PWY,0.008337031
TRPSYN-PWY,0.003265832
UBISYN-PWY,6.31E-05
UDPNAGSYN-PWY,0.008706934
VALSYN-PWY,0.006195533
